pdate,video_id,channelId,title,channelTitle,candidate
2017-01-24,OvQC2IjUQnU,UCuhCJL24EDfAPTX2a_5oKNg,"달라진 안철수 전 국민의당 상임공동대표, KBS 대선 주자에게 듣는다 (+시간별 질문 List) / 2017. 1. 24",뭉구,안철수
2017-01-21,xkadfdp98x4,UCs8WGCFy8iJWtxEGiJrcsdw,"[뜨끔주의] 김제동, 내가 만나 본 대선후보들은.. | 이재명, 박원순, 안철수, 문재인, 반기문, 유승민 그리고 안희정",김어준,안철수
2016-12-05,9sjku4oYt-Y,UCsU-I-vHLiaMfV_ceaYz5rQ,"[인터뷰] 안철수 ""박 대통령 국민 신뢰 잃어…이달 퇴진 선언해도 탄핵""",JTBC News,안철수
2017-01-16,qL-WKr15sTI,UCkinYTS9IHqOEwR1Sze2JTw,"[단독] 안철수 ""대선 후보 된다면, 나와 문재인의 대결 될 것"" / SBS",SBS 뉴스,안철수
2016-12-03,FmiJgSRrkc4,UCLiK08tsWKL5bNoz1f8sHsw,"대구에서 된통 혼난 안철수, (사회자 카리스마 쩔어~)",MediaVOP,안철수
2017-01-22,Gq9dH9JvuWA,UClAfLVQYZSLrMAQQ_SXPVZw,"안철수를 향한 청문회 ""대권 도전, 예스? 노?""",OhmynewsTV,안철수
2017-01-13,vDzw7WlW6Ps,UCn-4MP_024Y29Ea7PKiVCmg,[안습]  안철수의 몰락..박지원에 버림받다  -정청래 손혜원-,시민의 justice,안철수
2017-01-04,Dw2Koxwewc4,UCHXvjavEtkPFJCfGlm0wTXw,"[경향신문] 안철수 “정권교체 거스를 수 없어···대선, 문재인과 나의 대결 될 것”",thekyunghyangtv,안철수
2017-01-17,m-lcLpaHFdU,UCx2eRsOVWYmM-StX_lu7axQ,예고된 배신. 안철수는 정말로 박지원이 어떤 사람인지 몰랐을까?,Veritas Speak X 단박에 한국사,안철수
2016-09-29,bG7vzM3h45o,UCn-4MP_024Y29Ea7PKiVCmg,안철수가 무엇을 하려는지 모르겠다  - 유시민 -,시민의 justice,안철수
2017-01-06,7hhgnEVc3mg,UCx2eRsOVWYmM-StX_lu7axQ,"안철수는 몰락할 수 밖에 없었다. 박지원, 주승용과 함께 새정치를 한다는 망상",Veritas Speak 시사전문,안철수
2016-06-28,z421yyNzgM0,UCx2eRsOVWYmM-StX_lu7axQ,도올 김용옥이 예언한 안철수 100% 적중,Veritas Speak 시사전문,안철수
2016-12-07,gWYF0VYHaoU,UClAfLVQYZSLrMAQQ_SXPVZw,"[풀영상] 안철수 ""탄핵 부결되면 횃불이 여의도 불사를 것""",OhmynewsTV,안철수
2016-11-03,A5gY576Ci5w,UCRYOOiIwYH73Y1n2HBCZfKQ,황상민의 쥐라기 프로젝트-안철수는 스스로 착하고 훌륭하고 잘난사람이다.,Rainbow Snail,안철수
2017-01-22,oXk-vNerAuI,UCXVQjHnJcNxBDChwwQu0XxQ,비교체험 극과 극 문재인 VS 안철수 광주에서 대격돌,대한민국방송 KOREA TV,안철수
2016-12-04,Nllto1UidM0,UCXVQjHnJcNxBDChwwQu0XxQ,[비교체험 극과 극] 안철수 대구 촛불 VS 문재인 광주 촛불 집회 참관기,대한민국방송 KOREA TV,안철수
2017-01-07,NlGyDEfETjM,UCH9Q_K1Hm0gPWqcVGIQmlSw,안희정 핵사이다 안철수는 벌써 아웃.반기문은 절대 안되는 이유,친절한정치씨,안철수
2016-05-23,7twY0ztm__s,UC0ww4bZ-xyay9Sjf59a-iwA,안철수의 수준,Ahn Sniper,안철수
2016-12-30,Ig4mM4VFhcY,UCs18sMwqTCMBmTqX0b2-w6A,안철수 원내대표 경선 후 칩거 중. 지금에야 바지된 걸 감지한 건가?,유재일,안철수
2016-10-24,SU7QUBCGBuI,UClAfLVQYZSLrMAQQ_SXPVZw,"안철수 ""노무현 '참 나쁜 대통령'이라던 박근혜, 최순실 덮으려는 의도""",OhmynewsTV,안철수
2017-01-22,j_0PZQZ6cSw,UClAfLVQYZSLrMAQQ_SXPVZw,[전체보기] 대한민국 '정정당당' 토크쇼 강철수와 국민요정들 - 1부,OhmynewsTV,안철수
2016-11-26,CBzbkqhd5_E,UCn-4MP_024Y29Ea7PKiVCmg,[개꼼수] 김어준이 안철수와 국민의당을 지지 하지 않는 이유!!!,시민의 justice,안철수
2017-01-20,JlTwC9GbDuM,UCWlV3Lz_55UaX4JsMj-z__Q,"반기문, 안철수계 잡아야 빅텐트 완성 [대선 빅데이터뉴스]",TVCHOSUN 뉴스,안철수
2017-01-20,xG9OT5yjt5M,UCsaTNbFVGNKZ-UAuNqvQwnA,김제동이 말하는 안철수!!!,촉 촉,안철수
2016-04-17,B5SD8G3Q7XE,UCDC7y-l2Y5-r1bqXrAEvN-g,안철수를 용서하지 않겠다! ( 멋지다 김갑수!),테스트와 지식창고,안철수
2016-01-16,xyJqm9rMyK8,UCkf_K-EwrXu_1JwVpqG4hGg,안철수가 뜬이유 - 유시민,Advanced Idea,안철수
2017-01-18,Yq_dAvdAOQw,UCI6r6ACiQc0-D0Kwdm_IsVw,안철수 “문재인 이길 자신 있다”,전북도민일보,안철수
2017-01-08,fs_4ARC5jXg,UC16rqdr70gTTiRP4buiDwqw,"잘가요 그대,  안철수 호남지지율 6위. 1위 문재인 2위 이재명 3위 반기문 4위 박원순 5위 안희정 그다음",cinepot TV,안철수
2016-12-23,v5AhR864yF4,UCY_4SqEcnswYa-oy6IFqsRQ,"안철수! 당신은 이런 사람이야. - 유시민의 송곳 평가 ""인간적으로 진짜 안 됐다."" ""안철수가 하고자 하는 정치적 행위가 뭔지 도무지 모르겠다.""",0828kkk,안철수
2017-01-15,YXBhIqvDpKA,UClAfLVQYZSLrMAQQ_SXPVZw,"안철수 ""이번 대선은 안철수와 문재인의 대결""",OhmynewsTV,안철수
2016-11-25,jop31GcussI,UCkfTXCGAzWTHLdP3sXEizaA,"도올 김용옥, 안철수! 역대 대통령들보다 뛰어난 사람은 아니다! 소름돋는 예언! 역시!",코리아리얼,안철수
2016-12-03,ZpZLydMJC30,UCzCpmSAnVTT8lsK8eUcTBxA,문재인광주&안철수대구,금도깨비,안철수
2017-01-11,ABj3X7koiVg,UCfq4V1DAuaojnr2ryvWNysw,"문재인 허물어라, 안철수 이재명 박원순 안희정 4인 4색 견제구",채널A 뉴스 [Channel A News],안철수
2017-01-18,fOLZQftbrpA,UCs18sMwqTCMBmTqX0b2-w6A,안철수 설 지나 반기문 대권 포기할 거라 예상.  누구 보다 잘 알 겁니다. 돈 없이 되는 게 아니라는 걸.,유재일,안철수
2016-02-14,R6ZPbPs-Oik,UCpP-ZaF-8iCG0quH-kkrWsg,파파이스#84 노회찬의 안철수 정리분석,pcs 1390,안철수
2016-08-23,mDvfIMVgGuU,UCTPfDsz2XqmLzYud-fc6xBw,불확실한 미래를 대비하는 우리의 자세 [안철수의 미래혁명 #1],안철수의 미래혁명,안철수
2016-03-03,4EuufzqlHIk,UCdp4_yTBhQmB8E339Lafzow,[뒤카] 기자들을 회피(?)하는 안철수,Chosun Media,안철수
2017-01-19,M7A0evTKwns,UChlgI3UHCOnwUGzWzbJ3H5w,반기문에 문 닫는 국민의당...안철수 중심 전열 정비 / YTN (Yes! Top News),YTN NEWS,안철수
2015-12-08,8XngY4H2fuk,UCdp4_yTBhQmB8E339Lafzow,[뒤카] 다 싫은 안철수,Chosun Media,안철수
2016-11-27,JuKgsPOacyI,UCkfTXCGAzWTHLdP3sXEizaA,유시민! 안철수 예언!? 정치인 으로서 안타깝다!,코리아리얼,안철수
2016-08-31,-MM7Os3da2s,UCzQJmmpZjqzJe96CwlrwlHQ,"국민의당 안철수 의원 ""조윤선 후보자"" 질의 (조윤선 후보자의 대답시간을 가장 많이 줌)",시사타파 TV,안철수
2017-01-23,5EW0A0pHXdA,UChlgI3UHCOnwUGzWzbJ3H5w,[취재N팩트] 문재인 vs. 안철수...'호남 맹주' 대결 / YTN (Yes! Top News),YTN NEWS,안철수
2017-01-21,V5Uy30CSNZg,UC668cCEdWmKLkITr7vEyCxQ,[뉴스특보] 반기문 '주춤'…안철수 기지개 펴나?,Hyun-Jung 뉴스,안철수
2016-11-16,vQAGfHslA0U,UChlgI3UHCOnwUGzWzbJ3H5w,"안철수, 시국 관련 긴급 기자회견 / YTN (Yes! Top News)",YTN NEWS,안철수
2017-01-11,VGt2cEm4Vgw,UCeFUGS2VCOb6DO3BiUgvwNA,"뉴스포차 - 쓰까 김경진, ‘국가적 잡범, 화성, 그리고 문재인/안철수’ (4회)",newstapa,안철수
2017-01-06,1mp8HxhzBBE,UCxvkwrPb2O6R1wWZSzU9PRQ,"충격 팩트 문재인 안철수 믿고 당 넘기려 했다 손혜원 박근혜 가정교사 김종인 폭로 ""총리 되려 대통령 정해"" 김어준의 파파이스",시민정신,안철수
2017-01-27,N_zx7_kr9ik,UCfq4V1DAuaojnr2ryvWNysw,"李-安 연합군, 文 꺾을까…안철수, 반과 손잡을까",채널A 뉴스 [Channel A News],안철수
2013-12-14,Id_krARpr70,UCg3_54ZobrqrNqwU1GiEHDw,성공시대 안철수,redeemjjh,안철수
2016-11-02,hGGP_zmwS0o,UCZzhZSwW1KVausuVKuL20DQ,"국민의당 안철수의원 ""朴 퇴진을 위해 정의로운 길을 가겠다"" ㅣ 20161102",news 300,안철수
2016-10-05,i2PiWRADy58,UCs18sMwqTCMBmTqX0b2-w6A,"문재인과 안철수는 왜 갈라진 걸까요?(Feat, 세준이)",유재일,안철수
2016-11-17,0b0i2xnaYcw,UCPgDGF1ehb-vC74QdrM6pxA,백반토론 안철수편 Part2,gyounghyun kim,안철수
2016-07-24,TBf4_SdFfgA,UCpnetwDnXC5eFlQhjmbv12g,안철수 의원 아주대특강(16.07.22),국민편국민의당,안철수
2013-03-16,6SLPZaGbptI,UCQbfhwebZolrEcaeOdWDVTQ,강용석이 예언하는 안철수의 미래 130316,아지강,안철수
2017-01-27,FjNFos7_5bQ,UCuw1hxBo5mDVUhgMzRDk3aw,"[전원책의 시각] 반기문, 김종인·안철수에 ‘러브콜’ [전원책의 이것이 정치다] 70회 20170127",TVCHOSUN,안철수
2016-09-08,Pzr1iDQ31yg,UCuAJqJwzPpENKuW09fMcTDw,변희재가 평가하는 안철수,Carlos Pauley,안철수
2017-01-05,vx1csFPWQtY,UCbA2VakFfa-eMFa9YuN6sgg,[선택 2017]  대선 주자에게 듣는다 - 안철수 국민의당 前대표,KBS 광주 총국,안철수
2017-01-16,wwI7bXewc_Q,UCH9Q_K1Hm0gPWqcVGIQmlSw,안철수 추격에 오금저린 박지원.안철수와 박지원의 보이지 않는 수 싸움,친절한정치씨,안철수
2017-01-09,otUtyfvs4Zc,UCdp4_yTBhQmB8E339Lafzow,"안철수, ""대선 연대설 정말 신물난다!"" 비판",Chosun Media,안철수
2017-01-16,5NSlmsrLJyg,UCH9Q_K1Hm0gPWqcVGIQmlSw,안철수 전당대회 연설 그런데 현장 반응이 영..이번대선은 문재인과 나의 대결  내가 반드시 이긴다.,친절한정치씨,안철수
2017-01-22,ZN-7MJ7x9UY,UC1Zl6SMd7o4HMXv8RhPvgjw,"안철수, 바닥지지율 안답답해요? ""말해 Yes or No  Feat. 이용주""",광주드림,안철수
2017-01-23,Ek_Ru2EDYaM,UCuw1hxBo5mDVUhgMzRDk3aw,"안철수 “반기문, 대안없이 이미지 행보” [전원책의 이것이 정치다] 66회 20170123",TVCHOSUN,안철수
2016-12-31,F8vsfoxXHH0,UC-_FS-QRtuWQzx25ctompcw,‘돌풍 안철수’ 지지율 하락…왜,AAAnews,안철수
2013-09-16,hqEnB9u7Mts,UC3SHMJZL5wFTJ0j6wtEEsUA,손석희의 집요한 질문에 안철수...단독인터뷰(Audio),dharma east,안철수
2015-12-23,VyWHJ5Kqu8E,UC2-9K_KZbtZCxC_3M3bcR7w,안철수에 돌진한 시민 그가 던진 돌발질문은?,joongdoilbo,안철수
2017-01-10,FQAtDerMmBI,UCdp4_yTBhQmB8E339Lafzow,"박지원, “안철수 혼자 가지고는 안된다.”",Chosun Media,안철수
2016-12-27,Knu5KdcpML4,UCsU-I-vHLiaMfV_ceaYz5rQ,[비하인드 뉴스] '안철수·박지원' 구분…면접관 유승민?,JTBC News,안철수
2017-01-26,2NY6kyO7EH0,UChlgI3UHCOnwUGzWzbJ3H5w,"안철수, 文 겨냥 ""패권정치 집권하면 안 돼"" / YTN (Yes! Top News)",YTN NEWS,안철수
2017-01-23,ikSMlBUv84U,UCTHCOPwqNfZ0uiKOvFyhGwg,"문재인 ""호남홀대 끝내겠다""…안철수 ""DJ 뒤를 이을 것"" / 연합뉴스TV (Yonhapnews TV)",연합뉴스 TV,안철수
2016-04-19,PzGN2SqlFHA,UCu1FzjrHosuKGvgIx8oBi8w,1462.안철수는 이것이 최대치. 대선 야권연대 불필요 (with 조기숙) - 총선 총평과 대선 전망,트위터매거진 새가 날아든다,안철수
2016-11-09,vpxhXrj9Gl8,UCYY_4hCZBvY8aJjY0_9uK6g,"유시민 안철수에 일침, 안철수가 무엇을 하려는지 모르겠다",리얼코리아,안철수
2017-01-24,JlorkiaaFYI,UCs18sMwqTCMBmTqX0b2-w6A,"야3당 공동정부 제안, 안철수한테 까임 ""논의할 때 아냐""",유재일,안철수
2017-01-04,AG2NlI3xqUw,UCHXvjavEtkPFJCfGlm0wTXw,[경향신문] 대선주자 인터뷰③ 안철수 “이번 대선은 문재인과 안철수의 대결 될 것”,thekyunghyangtv,안철수
2017-01-13,CxdwnYRbAB0,UCnMKiuoR4-jA5ak-zJpX7ag,[안습] 안철수의 몰락..박지원에 버림받다 정청래 손혜원,Caitlyn Davidson,안철수
2016-11-14,sX12kiSNn2s,UCPgDGF1ehb-vC74QdrM6pxA,백반토론 안철수편 part1,gyounghyun kim,안철수
2016-04-01,ek1sKfNIh5c,UClAfLVQYZSLrMAQQ_SXPVZw,"[팟짱 오장박]문성근 ""안철수씨는 역사의 죄인 될 것...""",OhmynewsTV,안철수
2017-01-05,0EF498Jh9-o,UCH9Q_K1Hm0gPWqcVGIQmlSw,안철수 이번 대선은 나와 문재인의 대결이 될것이다. 황교안보다 낮은 지지율로?,친절한정치씨,안철수
2017-01-26,VVLN8dWkLcU,UChlgI3UHCOnwUGzWzbJ3H5w,"안철수 ""4차 산업혁명으로 새 먹거리 찾겠다"" / YTN (Yes! Top News)",YTN NEWS,안철수
2017-01-07,2vH9k43KdZw,UClnPlifgJrGkvTftVaU8C0w,백반토론 안철수편 part1,Peter Byrd,안철수
2017-01-22,yekR51bHWJs,UCTHCOPwqNfZ0uiKOvFyhGwg,"문재인 ""호남이여! 미워도 다시한번""…안철수, 금남로서 '광주정신' / 연합뉴스TV (Yonhapnews TV)",연합뉴스 TV,안철수
2016-05-24,gksbgNd6y5w,UC8brKujsZC20lURDZcuRSlQ,"노무현 대통령 7주기, 안철수 대표 향한 추모객들 반응",미디어몽구,안철수
2017-01-26,cBZBpQuUYBU,UChlgI3UHCOnwUGzWzbJ3H5w,"문재인 ""소방관, 국가직으로""...안철수 ""국민의당 중심 정권교체"" / YTN (Yes! Top News)",YTN NEWS,안철수
2016-10-11,ekP2uG5-T6c,UChlgI3UHCOnwUGzWzbJ3H5w,"유승민, 안철수 '성장론' 호평...문재인 '성장론' 혹평 / YTN (Yes! Top News)",YTN NEWS,안철수
2017-01-26,NJHezqszrw8,UCTHCOPwqNfZ0uiKOvFyhGwg,"문재인, 일자리 행보…이재명ㆍ김부겸ㆍ안철수는 ""지역부터"" / 연합뉴스TV (Yonhapnews TV)",연합뉴스 TV,안철수
2017-01-13,UTuBnGgfdFc,UCC-jowKHtBJNUhNgvxJd_wQ,[안습] 안철수의 몰락..박지원에 버림받다 -정청래 손혜원- [17.01.13] - 정치 뉴스 업데이트,Today Radio,안철수
2017-01-17,e0-zZ4RSH60,UCLh0F52tTkSkCtViqWt91dg,"""박지원에게 안철수는?""  웃으면서 하는 배신. 박지원을 믿은 자신을 원망하라",더깊이10,안철수
2016-10-11,XH6g_QWaRuE,UCEtgAb8fnH-0mBEC51YDCcg,"안철수 ""고 백남기 농민 외인사 맞다. 국감에서 논쟁할 사안 아니다""",오마이뉴스 사진부,안철수
2016-12-31,8KlMNWrP8fI,UCOhdGEBWL5lK3zyRhLBde-Q,안철수 칩거…지지율 정체가 원인? - [뉴스특급],TV팟,안철수
2017-01-26,z18yO3yVGF4,UCTHCOPwqNfZ0uiKOvFyhGwg,"문재인, 일자리 행보…이재명ㆍ김부겸ㆍ안철수는 ""지역부터"" / 연합뉴스TV (Yonhapnews TV)",연합뉴스 TV,안철수
2017-01-25,IfmwCy9PM_0,UChlgI3UHCOnwUGzWzbJ3H5w,"안철수 ""군 복무 단축, 부적절하고 진의 의심"" / YTN (Yes! Top News)",YTN NEWS,안철수
2017-01-26,a16jADCL6Hg,UCWlV3Lz_55UaX4JsMj-z__Q,문재인-안철수 때 아닌 '군대 논쟁',TVCHOSUN 뉴스,안철수
2012-11-22,UEG6ZA_qxAw,UCUmTEzjbtKbpMu8wH5wwJ5A,343초만에 정리한 문재인-안철수 단일화TV 토론,Taein Park,안철수
2012-08-24,xpqiA2cGcYE,UCX7-K_PSdtAiUDLEMQwrRoQ,"발뉴스 호외 도올 시국특강 4.""안철수 대통령 잘할 것""",GObalnews,안철수
2017-01-06,dK6GO4jlENg,UC-_FS-QRtuWQzx25ctompcw,국민의당 ‘반기문’ 갈등…안철수 “반기문과 연대 NO”,AAAnews,안철수
2017-01-26,Q_pYk1n5M24,UCkinYTS9IHqOEwR1Sze2JTw,"문재인 ""남북 평화가 안보""…안철수 ""국방력 강화해야"" / SBS",SBS 뉴스,안철수
2017-01-05,Sk1qOguzllo,UCx2eRsOVWYmM-StX_lu7axQ,엉거주춤 안철수와 국민의당. 안철수는 무엇이 문제인가?,Veritas Speak X 단박에 한국사,안철수
2015-04-02,AyG10dtcrVw,UCwkGGCd0d6scuNp1QbS-jiQ,변희재의 킬링타임) 헛웃음 유발 안철수의 거짓말 토크1,plagiarism Pla,안철수
2017-01-25,PTUpIl0IK8E,UCTHCOPwqNfZ0uiKOvFyhGwg,"문재인, 연이틀 안보행보…안철수도 합참行 / 연합뉴스TV (Yonhapnews TV)",연합뉴스 TV,안철수
2016-12-02,1DrfoL_n1vg,UCkfTXCGAzWTHLdP3sXEizaA,안철수! 국정감사! 박근혜 비판! 이런 면도 있었다!,코리아리얼,안철수
2012-10-31,eqg17TOp0P4,UCR0VAgd0w8QI7WWQ0E8Srdw,"안철수 의혹- 시사토크 판, 황장수 출연 1",o 황장수의 뉴스브리핑,안철수
2016-12-10,YARx-O8Dyqc,UChJw5XsA0kBqyvshXkwOPQQ,안철수 비리 이제 시작이다.,Matt Adrien,안철수
2012-07-20,aqi-QnrYJqs,UCOqCunaF9qVN8bXwsK0HT3g,생각없는 안철수 생각 2,Thejkjtv,안철수
2016-12-05,W8WluiFW-Ho,UCg-v_oWUR9LAbTJIVKrHXqQ,망치부인 안철수 대구 봉변 문재인 광주 화해 칼춤 성경 에스겔서 한영애 불교 나무아미타불 관세음보살 박지원 뉴스룸 이재명 국민의당 김용태 의원,양웬리 -망치부인 맛뵈기영상 전문,안철수
2017-01-23,PLDMAK96UiI,UCwRljhjVWtLqAKbsWGPU_OA,"[정면] 김경진, ""안철수가 달라졌다! 표.../ YTN 라디오",YTN RADIO,안철수
2017-01-26,EEiSJSPy2-U,UChlgI3UHCOnwUGzWzbJ3H5w,"문재인 ""소방관, 국가직으로""...안철수 ""국민의당 중심 정권교체"" / YTN (Yes! Top News)",YTN NEWS,안철수
2017-01-25,IuFGvlaqv7U,UCkinYTS9IHqOEwR1Sze2JTw,"문재인 ""남북 평화가 안보""…안철수 ""복무 단축 부적절"" / SBS",SBS 뉴스,안철수
2016-12-31,2pEG90F4ff8,UCs18sMwqTCMBmTqX0b2-w6A,칩거중인 안철수 의원님께.  개혁세력이 대세가 되는 시대를 만들어주세요.,유재일,안철수
2015-12-14,OkJ9tuZhS38,UCog58Mpdl6HIelBno6hNfcA,151211 파파이스77 안철수,Hs An,안철수
2016-11-16,AyOfLDg84TM,UCdp4_yTBhQmB8E339Lafzow,"[Video C] 안철수 ""박 대통령=길라임, 도대체 어디가 끝인가?""",Chosun Media,안철수
2017-01-26,zQHCknYXYUg,UChlgI3UHCOnwUGzWzbJ3H5w,"문재인 vs 안철수, '軍복무 단축' 설전 / YTN (Yes! Top News)",YTN NEWS,안철수
2015-09-11,dZ-8J2rufg0,UCugbqfMO94F9guLEb6Olb2A,[김어준의 파파이스#65] 금태섭의 안철수론 그리고 함정123호,HankyorehTV,안철수
2017-01-23,anKHKTaX25M,UCQabORQKQRHP-iUqe-xIFvg,[스브스뉴스] 고라고라 - 안철수편,스브스뉴스,안철수
2016-11-02,Di-c5QhqmdE,UCtoHSJzZbWnkzMZI88UK-BQ,안철수가 박근혜에게 더 이상 대한민국 대통령 아니라고 맨날 간만 보시더니 어인일로 화끈하게 한말씀을,Namu,안철수
2015-12-14,XAei6AnG1Bc,UCgVPIalupjIefmKkWywJehQ,9595쇼 백반토론 20151214 박근혜와 안철수 (3),Gabriel Archangelus,안철수
2016-09-22,0XrvF8Rlp6Y,UChlgI3UHCOnwUGzWzbJ3H5w,"반기문, 호남서 지지율 1위...안철수와 단일화? / YTN (Yes! Top News)",YTN NEWS,안철수
2017-01-25,FAPVQUywP20,UCx2eRsOVWYmM-StX_lu7axQ,"2012년 안철수, 2017년 반기문이 알아야 할 노무현 대통령의 정치",Veritas Speak X 단박에 한국사,안철수
2016-10-13,xxG4I2t8qCE,UCWlV3Lz_55UaX4JsMj-z__Q,비공개 접촉한 안철수-유승민 서로 칭찬…밀월하나,TVCHOSUN 뉴스,안철수
2012-11-21,Vt3yACX7K_8,UCSucLY-9tmpa0SZr3dCUQNQ,2012 대선후보 단일화 토론(문재인 VS 안철수) - 12.11.21,닭그네치킨,안철수
2016-10-26,n-qNPLPF7us,UChlgI3UHCOnwUGzWzbJ3H5w,"JP ""대통령 힘 빠지면 나라 결딴...안철수 돕겠다"" / YTN (Yes! Top News)",YTN NEWS,안철수
2017-01-07,WH-i9rRyDlc,UChlgI3UHCOnwUGzWzbJ3H5w,"""썩은 한국...안철수식 정치 성과 반드시 내겠다"" / YTN (Yes! Top News)",YTN NEWS,안철수
2017-01-22,kI4WmQFmRE4,UCEpkTRCnVW8A2cumb95fE1w,종편들 반기문으로는 부족하다 안철수도 띄우자 반기문+안철수 빅텐트,오늘의 정치,안철수
2017-01-25,Q0HaqB8dKJg,UCTHCOPwqNfZ0uiKOvFyhGwg,"문재인, 연이틀 안보행보…안철수도 합참行 / 연합뉴스TV (Yonhapnews TV)",연합뉴스 TV,안철수
2013-03-26,QhgUO39qJlc,UCsU-I-vHLiaMfV_ceaYz5rQ,"노회찬 ""안철수와 통화 후 화가 났다""...그 진짜 이유는",JTBC News,안철수
2017-01-07,zpQmEq8nbRg,UCn-4MP_024Y29Ea7PKiVCmg,[핵꿀잼] 미친재능 안철수 심정 성대모사   -김용민- ㅋㅋㅋㅋ,시민의 justice,안철수
2016-12-05,xtTDbca06f0,UCjRPysTFYyqPTV3zB9Iu6KA,허진  057 19대 대통령 후보 사주 문제인 안철수 반기문 박원순 이재명 손학규,godhousecom,안철수
2016-09-15,9ay-Jqs7_JQ,UCs18sMwqTCMBmTqX0b2-w6A,노련해진 문재인 vs 통수에 넋 나간 안철수,유재일,안철수
2016-09-26,5qEs8uZ3xlY,UClAfLVQYZSLrMAQQ_SXPVZw,[백남기 농민 사망] 안철수 “부검 재검토는 전 국민의 공분을 살 것”,OhmynewsTV,안철수
2017-01-21,m7UdfU9dHAI,UCOhdGEBWL5lK3zyRhLBde-Q,반기문 '주춤'…안철수 기지개 펴나? - [뉴스특보],TV팟,안철수
2016-12-12,XAHyK1hx4Nk,UCOdkaker4dedHixMN-SGgpg,변희재가 평가하는 안철수,Hyz Theil,안철수
2016-10-24,PUGKa8U8DNA,UCs18sMwqTCMBmTqX0b2-w6A,"안철수는 최소 뉴라이트 숙주. 이명박, 손학규와 같은 배를 탄 사람.",유재일,안철수
2016-02-15,WYIfCEUbI4c,UCJWYXIOH9aD2kFZ1pI7hckg,"최상천의 사람나라 32강 안철수 탐구③ : 새정치, 뉴라이트 수령통치",시민채널,안철수
2017-01-22,9ct9tUtSK48,UCTHCOPwqNfZ0uiKOvFyhGwg,"문재인-안철수, 광주 대격돌…손학규 주도 국민주권회의 발족 / 연합뉴스TV (Yonhapnews TV)",연합뉴스 TV,안철수
2016-08-30,lzBSIeTgPDk,UCTPfDsz2XqmLzYud-fc6xBw,창업으로 성공하는 세 가지 비결 [안철수의 미래혁명 #2],안철수의 미래혁명,안철수
2016-11-03,ciDjdkBmEOM,UCfq4V1DAuaojnr2ryvWNysw,"안철수 국회 자유발언 ""대통령 물러나라!""",채널A 뉴스 [Channel A News],안철수
2017-01-25,oLMm8wHf77M,UClsP33H13cC_YUDREjM9kKA,[2017.01.24] kbs 특별기획 대선 유력 주자에게 듣는다 - 안철수,Hook box,안철수
2017-01-07,ZG6gJmuMUL4,UChlgI3UHCOnwUGzWzbJ3H5w,"""썩은 한국...안철수식 정치 성과 반드시 내겠다"" / YTN (Yes! Top News)",YTN NEWS,안철수
2012-10-16,q-7H6lW33rc,UCB1I1sGmdXg1p7cKEZABDvQ,망치부인[안철수에 대해서 몰랐던 기사들/정수장학회/NLL]2012.10.12방송2편,상식이통하는사회,안철수
2011-10-28,KgIkaHbObbw,UCW58l-GO2V2D4Acg6wno9Ew,강용석 흑심_안철수연구소 작살 공격,webtv4,안철수
2017-01-20,M1lb4HqrUI4,UC-ajb0HuG_q4vE1DwKrlEJg,국민의당 ‘반기문’ 갈등…안철수 “반기문과 연대 NO”,Lanelle Evangeline,안철수
2012-10-03,EmU3ZyPooa8,UCfq4V1DAuaojnr2ryvWNysw,"윤창중 ""안철수 감독·안철수 주연 거짓말 드라마"".박종진의 쾌도난마 E196",채널A 뉴스 [Channel A News],안철수
2017-01-25,QmOFVLtPhB0,UCTHCOPwqNfZ0uiKOvFyhGwg,"문재인-안철수 '안보 행보'…반기문 ""대선 전 개헌"" / 연합뉴스TV (Yonhapnews TV)",연합뉴스 TV,안철수
2016-11-12,s_YPvGNfg6c,UCpeVR4TlCBDxNsMDx1V3-oA,20161112 안철수 촛불집회 발언,이정주,안철수
2013-03-19,GfO17dMZOR4,UCYAeHfJvscmnnbi2oM9EOUg,'안철수는 고등사기꾼이다',유시호,안철수
2016-08-11,gcgLXH2jnYc,UCY_4SqEcnswYa-oy6IFqsRQ,"조기숙교수 돌직구 - 안철수 ""누구냐 넌?""  너! 포퓰리스트지?",0828kkk,안철수
2016-08-23,bLyJRg03DNw,UCsU-I-vHLiaMfV_ceaYz5rQ,"[비하인드 뉴스] ""의총 참석하라"" 안철수 군기 잡는 박지원",JTBC News,안철수
2013-05-29,ZVbj2nHO9WY,UCfq4V1DAuaojnr2ryvWNysw,"박종진의 쾌도난마 - 변희재, ""안철수의 거짓말 3가지 밝히겠다""_채널A",채널A 뉴스 [Channel A News],안철수
2012-08-14,tYqK7fCWgp0,UC6e43Z5P_ThOnz7XaSe5zpw,[정법강의] 661강 [인물탐구 안철수편] 대통령감(1/5),jungbub2013,안철수
2016-09-16,IfPTY0v5fmU,UCs18sMwqTCMBmTqX0b2-w6A,"이명박의 정권 재창출 계획, 그리고 이태규, 안철수.",유재일,안철수
2016-12-06,9uUyhA06X0o,UCZgcdo8BWXH41BLTfzsc1FQ,유시민이 생각하는 안철수 인기의 이유..,Kimberly Mackenzie,안철수
2016-11-02,SOvBjYrdAWs,UCs18sMwqTCMBmTqX0b2-w6A,"안철수의 각성, 하야하라. 자긍심이 있는 자 모두 돌격하라.",유재일,안철수
