pdate,video_id,channelId,title,channelTitle,candidate
2012-11-16,w5paaCKPe8U,UCTPfDsz2XqmLzYud-fc6xBw,"안철수 후보, 택시기사 삶의 현장으로",안철수의 미래혁명,안철수
2015-01-07,928SMKeJ-DI,UCSdNAaZWxb4uQmqOpCAsJSw,"안철수,  이제 영희(?)랑 놀아야지",JBC 까,안철수
2012-11-04,94LbG5Kysgw,UCTPfDsz2XqmLzYud-fc6xBw,안철수 후보가 부르는 '젊은 그대',안철수의 미래혁명,안철수
2017-01-26,7YSRY9m_dJM,UCFRWJ4aWfG2EyCEsqdWv3tA,정봉주 대선정국 분석.반기문과 안철수 팀플레이 하나? 국민의당 손학규 러브콜 - Best New,친절한정치씨,안철수
2016-04-11,Q-wlTOWsJ8E,UCc_WTmZjXtOjplNoh3RWr-w,"안철수대표 ""광주시민여러분! 국민의 당에 힘을 모아 주십시오""",김동철,안철수
2016-02-24,uWZ5CUM8gsU,UCJWYXIOH9aD2kFZ1pI7hckg,최상천의 사람나라 33강 안철수 탐구④ : 친노 죽이고 호남 빼앗아라!①,시민채널,안철수
2012-12-15,pPhdH0IJc4I,UCKb46grbEEtk6i7GerNzMww,121215 [부산] 유시민이 전하는 안철수 광화문 유세 설명,랭킹왕짱,안철수
2015-12-13,hBkoVPf4lWY,UCkinYTS9IHqOEwR1Sze2JTw,[풀영상] 안철수 새정치 전 대표 탈당 기자회견 / SBS,SBS 뉴스,안철수
2013-03-11,QmDUpf5ezU8,UClAfLVQYZSLrMAQQ_SXPVZw,안철수 귀국 기자회견 특별 생방송 2부,OhmynewsTV,안철수
2017-01-09,Fvi1Qsioak0,UCeeLhms9TuVn0ufK0NNp3kw,정봉주 대선정국 분석.반기문과 안철수 팀플레이 하나? 국민의당 손학규 러브콜,Coed Fine,안철수
2012-11-14,vE3YTDZ7LMI,UCTPfDsz2XqmLzYud-fc6xBw,"안철수 후보, 국방안보정책 발표",안철수의 미래혁명,안철수
2016-03-03,qvXhskjZ9Hs,UCphn8_S1zDFHZRaP1vKjdoA,제 25차 글로벌 리더스 포럼 안철수 국회의원,SEFKOREA,안철수
2012-10-28,324y82s8Oi4,UCTPfDsz2XqmLzYud-fc6xBw,"안철수 후보, 경상대학교 초청특강 질의응답",안철수의 미래혁명,안철수
2016-03-07,dEKVcXeNTIA,UCTHCOPwqNfZ0uiKOvFyhGwg,쪼개지는 국민의당…안철수ㆍ김한길 공개충돌,연합뉴스 TV,안철수
2015-03-10,55HFIlM9QZc,UCSlbmrriM5dIFseW5I2Q8vQ,"안철수 ""한국경제, 해법 찾았다""",안철수의원실,안철수
2011-08-04,TviOk3tBJ-0,UC5uu4DFV5BiuOt5R3DFGfIA,안철수와 박경철1,김용성,안철수
2017-01-10,4TLXti350AE,UCequVXRBcN9cDmxGgw0qNVA,충격 팩트 문재인 안철수 믿고 당 넘기려 했다 손혜원 박근혜 가정교사 김종인 폭로 총리 되려 대통령 정해 김어준의 파파이스,Michael Lawson,안철수
2013-04-02,sx9FJjDodYI,UCf3FnHfd4_BbKsztM92-4vw,다큐멘터리 성공시대-안철수(맥아피 인수관련),홍길동,안철수
2015-11-25,IW3l2eLGwkQ,UCA7LZMILVfSYGwHU7Cj3g6Q,허경영이 본 한국정치인관상-안철수염소 문재인소 김무성이무기 반기문청개구리 (허경영강연1001회) [허본좌],허경영의세계통일,안철수
2012-12-13,Nz6XSW_Qfns,UCLiK08tsWKL5bNoz1f8sHsw,"문재인-안철수 대전 합동유세 ""새정치 출발은 정권교체""",MediaVOP,안철수
2011-10-20,ZLNzWB1GLcw,UCW58l-GO2V2D4Acg6wno9Ew,안철수와 박경철 2_4of4,webtv4,안철수
2015-09-14,cmUUyY-taoc,UCWCGQHjso_MelHy7G65IUZg,"정치카페 67편(1부) - 순수한 안철수, 위기의 김무성",36.5 _채널,안철수
2016-04-14,tRTvhLF3IKY,UCTHCOPwqNfZ0uiKOvFyhGwg,"안철수 ""이번 승리는 국민의 위대한 승리"" [현장연결]",연합뉴스 TV,안철수
2012-06-03,z1s60jZmm0E,UCn3DfoyDnXWlgkfGejkG7vA,안철수 - 지금 우리에게 필요한 것은(부산대 강연 2012.05.30),Moonsrever,안철수
2014-04-02,9HRB-2TlWJs,UChlgI3UHCOnwUGzWzbJ3H5w,안철수 교섭단체 대표 연설 / YTN,YTN NEWS,안철수
2012-11-14,KBo5P_oWVRk,UCcggPwa643zPmHfQ7vkmgtQ,안철수 대한상공회의소 기조연설,successfou,안철수
2013-12-05,mUVPLT3cfzo,UCpCmbxqZJhGNtOuyrbR2l7w,하고 싶은 일보다 잘하는 일에 집중하라   안철수,PD 꿈,안철수
2017-01-26,Z16VWd5Fc0U,UCWzQNZO3DfNicRMWgGOLlfA,1.24 대선주자에게 듣는다  안철수 전 국민의당 대표 육성 인터뷰,Edmundo Guillen,안철수
2017-01-27,0deaBiad4Lk,UCcBxssNT7iZ5BZ3Hdtp47Ag,안철수의 생각?! 유시민은 모르겠다!!(안철수 국민의당 생각이 없는게 생각이다..) 2017,Kayce Herz,안철수
2012-10-02,9hHuvAAzZds,UCojoXSszC2FY2TSEXgyKl2Q,MBC 뉴스데스크 10월 2일 안철수 논문 표절 의혹 후속 보도,gan gyul,안철수
2012-06-15,VfTaT9fR_o0,UCaZS_XwAu1yBMNoQDD1mR7g,"#03 박근우,""안철수는 원조 엄친아"".박종진의 쾌도난마 E120.120614",채널A Home,안철수
2013-07-16,aX9deN1yskM,UCoOFRH_esGuwicpcokVwidg,"이철희, 안철수의 새정치... 새사람이니까 믿고 그냥 기다려라? 고???",Duke Kwag,안철수
2014-01-06,RuN19YPCGnM,UCQZC_LT9X5k2iG0aCPyfxSA,"김대중, 박원순, 문재인, 안철수의 거짓말",lee din,안철수
2012-10-03,qJdzbyO3Ji4,UCfq4V1DAuaojnr2ryvWNysw,"자운 이한국 선생 ""안철수, 이명박 사주와 닮았다?"",.박종진의 쾌도난마 E197",채널A 뉴스 [Channel A News],안철수
2016-04-04,mH4_arqAs-Q,UCJgf24jpmx13aYlQc_eEPeA,국민의당 안철수대표 중구성동구을 정호준 금남시장 지원유세 현장,정호준,안철수
2014-01-23,6pCP-AX-EDc,UCfq4V1DAuaojnr2ryvWNysw,"박종진의 쾌도난마-안철수 신당, 성공하기 어려운 이유 있다?_채널A",채널A 뉴스 [Channel A News],안철수
2015-03-05,vB1Qa2Ko8X0,UCH65c_Ea-MGaF06hNht318Q,"[40년 장기불황, 한국경제 해법찾기 3] 박영선, 안철수가 말하는 경제성장을 위한 공정한 시장경쟁",PNTKorea,안철수
2016-03-06,SgZSm0MG6SE,UCdp4_yTBhQmB8E339Lafzow,"안철수 ""저 포함 모두 광야에서 죽어도 좋다""",Chosun Media,안철수
2017-01-27,HM0xnCHRkqE,UCsxWxGPqCg_xWEog5OTdKEA,나는 대통령 할께 안철수 너는 총리 어때??,KOREA NEW'S,안철수
2017-01-27,oyoAbEoUZKo,UCEtEkCn0tjMVtdlNq96pg2A,나는 대통령 할께 안철수 너는 총리 어때??,Moonsrever,안철수
2012-09-20,MOzPFEPhOps,UC0KpF7kuIjjGRLRNOO4iDjg,KBS 뉴스특보-안철수 대선출마,PaulDongKi Kim,안철수
2016-06-22,XsEgniM4afI,UCtZKMLMAPY-tu2p93DhPbKg,"[데일리매거진] 안철수 대표 ""4차 산업혁명 시대…미래일자리특위 필요""",데일리매거진 dailyM,안철수
2013-12-24,Rd3aA7CMFmU,UC-Zedn7a_RJyb5hUQ-aGZog,안철수의원 만나다,머독방송,안철수
2017-01-27,YrvTuoZjZNE,UCsxWxGPqCg_xWEog5OTdKEA,"2012년 안철수, 2017년 반기문이 알아야 할 노무현 대통령의 정치",KOREA NEW'S,안철수
2017-01-27,aeTTmys9eQw,UCsxWxGPqCg_xWEog5OTdKEA,"2012년 안철수, 2017년 반기문이 알아야 할 노무현 대통령의 정치",KOREA NEW'S,안철수
2016-04-02,HHfstPkrito,UCpeVR4TlCBDxNsMDx1V3-oA,20160402 안철수 후보 광주 지원유세,이정주,안철수
2012-12-09,DjmNOQTMaEs,UCLiK08tsWKL5bNoz1f8sHsw,"문재인 안철수 산본 합동유세 ""새정치 위해 투표해달라""",MediaVOP,안철수
2016-06-02,3SmWiJ9HGK4,UChlgI3UHCOnwUGzWzbJ3H5w,"안철수 ""세비 반납"" vs 우상호 ""유치하다"" / YTN (Yes! Top News)",YTN NEWS,안철수
2011-03-03,l4h4nYtPSqY,UCqy0pXA0TiCU1GJ2glJ3pxg,안철수 특강 2탄 : 21세기형 전문가란? part.2,이형탁,안철수
2016-04-08,GTLBT-CV7nM,UCUy4ndv1YFx7joMIUirbqbw,안철수 vs 김종인 물 건너간 야권연대 공방 김무성 안철수 지지선언 해프닝,Harper Kim,안철수
2017-01-27,fd8wmhwXdtY,UCsxWxGPqCg_xWEog5OTdKEA,"2012년 안철수, 2017년 반기문에게 붙인 노무현 대통령의 편지",KOREA NEW'S,안철수
2016-03-29,a8U6ESa_tcI,UCN3RfsR18gsH8PLI6R6PYSQ,"2016.03.28 [우리동네 교육공약 ①] 안철수 ""청년 일자리"" vs 이준석 ""기초학력""",EBS 뉴스,안철수
2014-10-31,XDocGvtNa1k,UCfq4V1DAuaojnr2ryvWNysw,"전원책 ""반기문, 제2의 안철수 되기 십상""_채널A_시사병법 132회",채널A 뉴스 [Channel A News],안철수
2017-01-24,wr2WntphQQk,UCX_nQGuzkimCQ6fogx8L16w,"[News Tv]안희정 ""반기문 노무현 배신자"" 안철수 새정치 김종인 손학규 기회주의 충청남도지사 UN사무총장 김어준의 파파이스",Ridenhour Rae  ,안철수
2012-08-10,SFn58MJoHHM,UCB1I1sGmdXg1p7cKEZABDvQ,망치부인[안철수의 말실수들/망치부인의 경고]2012.08.03방송2편,상식이통하는사회,안철수
2016-10-15,Za8UauQBlSQ,UCP2_0FkRvd5SHy7oWb2JyyA,안철수 관훈 토론회 '유승민 박근혜' 대통령에 대한 견해 '아주 부족한 리더십' 1970년대로 국가개조_김무성 반기문 문재인 김종인 박원순 인물에 대한 평가,Keith Theil,안철수
2017-01-27,12pvXQdfJ8s,UCTn7tbNPQ0S6QQSovuFG-Rg,안철수의 발악  문재인과 붙으면 내가 이긴다!! 개가 웃겠다 ㅋ,Loretta Jacqueline Veronica,안철수
2017-01-19,6xlgF403mdA,UCBcGh7ONBaC2HIL54iZf6KQ,안철수 추격에 오금저린 박지원 안철수와 박지원의 보이지 않는 수 싸움,Stupid Student,안철수
2017-01-10,LUH6qAYwT18,UCnU4WcjXfgSf0hgIFA_TXDA,안철수 이번 대선은 나와 문재인의 대결이 될것이다. 황교안보다 낮은 지지율로?,Lonely Girl,안철수
2017-01-27,Nz86zGkvuc0,UCjv2qY-7u444RblbufFtMjw,"문재인, 박지원, 박원순, 안철수, 용서하면 절대 안된다",KNews,안철수
2017-01-10,JPQFewqg6fw,UCVXQoQMmF84MD1-rDyG9Vsg,안철수 이번 대선은 나와 문재인의 대결이 될것이다. 황교안보다 낮은 지지율로?,Beautiful Fill,안철수
2016-11-15,KFRiR4al8H8,UCZfpKaOKmhCq9Ks-DdwanoQ,"신의한수 319편 / 변희재 ""안철수, 국민의당 문 닫아야!""",Flower Mini,안철수
2017-01-19,cR2PGLqAkJ8,UCEljb8YeeZ4jqHc7KB6x45A,안철수 전당대회 연설 그런데 현장 반응이 영 이번대선은 문재인과 나의 대결 내가 반드시 이긴다,Nice Day,안철수
2017-01-04,gE3udFJGB-0,UCP2_0FkRvd5SHy7oWb2JyyA,[전원책의 이것이 정치다] 주승용 국민의당 원내대표 안철수 전 대표와 화합 노력하겠다,Keith Theil,안철수
2017-01-21,1so7MrDqPDI,UCqmcsRXO3Su4U7BU0ICamyw,[김어준의 파파이스#129] 민언련 종편때찌프로젝트-반기문 대통령 만들기 작전?,truth tv,안철수
2017-01-07,wT_3fg0G_sk,UCgTY5EYz4ZaIz_AnSt9Pigg,예상대로 국민의당 탄핵거부 이전부터 심각했네 안철수도 예상대로고 추미애 대표 계엄령도 증거있었고 빡치는 뒷이야기,Johnny Colbeth,안철수
2016-12-21,RA56ORfNDV8,UCLqbb4q7a9FxhRlyujj53Zw,"안철수 서울시장 불출마, 박경철의 눈물",CliffordGlover,안철수
2017-01-10,ECLH_BV44bo,UCpubsll6wQ7GtP7kTse6bNQ,안철수 이번 대선은 나와 문재인의 대결이 될것이다. 황교안보다 낮은 지지율로?,Baby Crazy,안철수
2017-01-27,lcdDQk_aloE,UCWS4_8koaqADJDRZtgT7Q4A,안철수 “4차 산업혁명으로 새 먹거리 찾겠다“ ⁄ YTN Yes! Top News,풍류묵향,안철수
2017-01-27,wwpJzb1zO9w,UCsxWxGPqCg_xWEog5OTdKEA,"[뜨끔주의] 김제동, 내가 만나 본 대선후보들은.. | 이재명, 박원순, 안철수, 문재인, 반기문, 유승민 그리고 안희정",KOREA NEW'S,안철수
2017-01-18,heJhATaQUfo,UCmJUDtW7JVq2qXfcDXZpEfw,"박지원 할배, 손학규에게  안철수와 경선해 정권교체  제안 동영상",Kim Kim,안철수
2017-01-19,KPY68ght-fg,UCt0XcfvA3nQamfJ5GBcPAbQ,안철수 전당대회 연설 그런데 현장 반응이 영 이번대선은 문재인과 나의 대결 내가 반드시 이긴다,Nice Party,안철수
2017-01-05,Ql9hwvK9Ny8,UCgTY5EYz4ZaIz_AnSt9Pigg,안철수 순식간에 제친 황교안 그놈은 누구인가 빡치는 뒷이야기,Johnny Colbeth,안철수
2017-01-07,FP9VDvqVHdo,UCFtFFXqkemghfSW_0WdlBPA,"주승용 망언, 국민의당 몰락의 시작이라는 분석 | 안철수 사실상 팽, 개보신당과의 암약 정황 조순제 정유라 박근혜 최태민 처럼",Janet A. Higgins,안철수
2016-11-22,b9dapem2EmQ,UCCRZvZl-rcGELw9BPie8NbA,박근혜 퇴진 위해서 잠시 손잡고는 있지만 박지원과 안철수 국민의 당을 경계할 수 밖에 없는 이유,Korean News,안철수
2016-07-14,f_NTEJvsvlE,UC0E60nxIvUkYzSUXCd0pyEQ,성대모사달인 문재인안철수박근혜,Sapor Pakage,안철수
2016-06-28,M2iEaAN4kT8,UC60U1OtwT9Y6Buecc6P0L5g,"Nari Nari Naduma Murari Telugu Full Movie || Balakrishna, Shobana, Nirosha || A Kodandarami Reddy",iDream Telugu Movies,안철수
2017-01-20,myhTLb37zBQ,UC_iMEU8LNQgJlRZkRIoU9ag,[손학규]특별기획 대선 유력 주자에게 듣는다 E01 170118 손학규,Best LOL Replay,손학규
2017-01-17,dIVprHbaiss,UChlgI3UHCOnwUGzWzbJ3H5w,"정계개편 열쇠 쥔 손학규 ""책임총리제 개헌 해야"" / YTN (Yes! Top News)",YTN NEWS,손학규
2017-01-06,t0ra7QnVLCA,UCn3DfoyDnXWlgkfGejkG7vA,"김어준의 뉴스공장 [17.01.06] 김홍걸, 손학규, 정태인",Moonsrever,손학규
2016-12-06,zYWC3uNXgiY,UCx2eRsOVWYmM-StX_lu7axQ,책임있는 정치인이라면 그래서는 안된다. 안희정이 본 손학규와  박지원,Veritas Speak X 단박에 한국사,손학규
2017-01-06,WgK7grANGJ4,UCn-4MP_024Y29Ea7PKiVCmg,[ㅋㅋ] 진짜 만덕산이 내려가라고 했나?? -김어준 손학규 -,시민의 justice,손학규
2016-12-21,QTowwrKK9oo,UCuw1hxBo5mDVUhgMzRDk3aw,손학규 “1년 반동안 정치에 대한 생각 전혀 안해” [전원책의 이것이 정치다] 43회 20161221,TVCHOSUN,손학규
2016-12-10,jJ145MX12W0,UCtoHSJzZbWnkzMZI88UK-BQ,병맛 손학규에 빡친 김어준 씹덕 터지는 뒷이야기,Namu,손학규
2017-01-08,dMCYLNSatTs,UCHXvjavEtkPFJCfGlm0wTXw,[경향신문] 대선주자 인터뷰④ 손학규 “대통령 한 사람만 바꾸는 건 혁명 아냐...체제를 바꿔야”,thekyunghyangtv,손학규
2016-10-20,SiPT87i_dR8,UClAfLVQYZSLrMAQQ_SXPVZw,[생중계] 손학규 전 민주당 대표 정계복귀 선언,OhmynewsTV,손학규
2017-01-23,dYl2WyqIiLI,UCs18sMwqTCMBmTqX0b2-w6A,"호남 반문 정서 붕괴중. 문재인에게 다가오는 안철수계, 손학규계.",유재일,손학규
2012-08-03,-0G3YV_T6hc,UC8n3Q_5nAajuJRF7a59wT2g,18대통령 후보 손학규는 누구인가. 파란만장 리얼 인생극장,변교중,손학규
2017-01-20,5lyDy_KPhsE,UCs18sMwqTCMBmTqX0b2-w6A,"손학규, 국민의당 경선 참가. 어라 손학규 혼자네. 아무도 안 따라오죠?",유재일,손학규
2017-01-06,4VW89ZEYEoY,UC4Aa3OPkMenwTANpf0oWVRQ,"CBS 김현정의 뉴스쇼-  정청래 ""손학규, 만덕산 토굴 다시 가게될 것""",CBS newsshow,손학규
2016-11-01,uoDd7rnK5BA,UCkinYTS9IHqOEwR1Sze2JTw,"손학규 ""총리 제안 오면…"" 조건부 수락 시사 / SBS",SBS 뉴스,손학규
2016-09-20,j5j4DDyKwSw,UCsU-I-vHLiaMfV_ceaYz5rQ,[비하인드 뉴스] 정계 복귀하는 손학규 '굿바이 토굴',JTBC News,손학규
2017-01-28,GpqXfd8MZ0U,UCTHCOPwqNfZ0uiKOvFyhGwg,"박지원-손학규 의기투합…""반기문과는 함께할 수 없다"" / 연합뉴스TV (Yonhapnews TV)",연합뉴스 TV,손학규
2017-01-28,g8YBE6rDLms,UCTHCOPwqNfZ0uiKOvFyhGwg,"손학규, 반기문에 ""보수시대 지났다…개혁 편에 서야 연대 가능"" / 연합뉴스TV (Yonhapnews TV)",연합뉴스 TV,손학규
2017-01-28,HiTLKmtZY30,UCkinYTS9IHqOEwR1Sze2JTw,"반기문-손학규 오찬 회동…문재인, 자택서 정국 구상",SBS 뉴스,손학규
2016-10-20,DVG6vRaXzak,UChlgI3UHCOnwUGzWzbJ3H5w,"손학규, 정계복귀 동시에 민주당 탈당 / YTN (Yes! Top News)",YTN NEWS,손학규
2017-01-27,fSjSMvIeSCU,UCTHCOPwqNfZ0uiKOvFyhGwg,반기문-손학규 오찬 회동…대선前 개헌연대 논의한듯 / 연합뉴스TV (Yonhapnews TV),연합뉴스 TV,손학규
2017-01-03,UF12wjYU6YQ,UCs18sMwqTCMBmTqX0b2-w6A,"손학규, 김문수, 길 잃은 민주투사의 쓸쓸한 퇴장. 유종의 미는 없을 듯.",유재일,손학규
2016-10-19,lYYu1g26bsg,UCs18sMwqTCMBmTqX0b2-w6A,손학규 멋있었었는데 (오늘 정계복귀하신답니다),유재일,손학규
2016-09-18,TUhD6gt1REc,UCs18sMwqTCMBmTqX0b2-w6A,"문재인, 손학규 김종인을 품어라.",유재일,손학규
2017-01-03,pg2jEZykGic,UCKoF0wT5NgRNFzuO1Yqb1Aw,"정봉주, '손학새' 핵디스 ㅋㅋㅋ 손학규가 또... '안철수'와 연대???!!! 과연 더민주에서 탈당하는 쓰레기들은 누구일까???",짱민수,손학규
2017-01-04,INr0KBfs4DA,UCn-4MP_024Y29Ea7PKiVCmg,[핵사이다!!] 손학규는 은퇴하라!!  안희정 사이다 지사!! -김어준-,시민의 justice,손학규
2017-01-22,C55mVp2n73w,UCTHCOPwqNfZ0uiKOvFyhGwg,"손학규 대권 출사표 ""구체제 청산ㆍ신체제 건설 앞장설 것"" / 연합뉴스TV (Yonhapnews TV)",연합뉴스 TV,손학규
2016-10-20,KEFi3v_e-LQ,UC1ihKJ6GH37xoWdtllZqhLw,[풀영상] 손학규 전 대표 정계복귀 선언,팩트TV,손학규
2016-09-21,VwVWOXw97mk,UCuw1hxBo5mDVUhgMzRDk3aw,칩거의 달인 손학규의 정계 복귀?! [강적들] 149회 20160921,TVCHOSUN,손학규
2017-01-20,lQxFNnJZ66k,UCTHCOPwqNfZ0uiKOvFyhGwg,"손학규 ""반기문, 왜 저러나 싶다…설 전에 만나기로"" / 연합뉴스TV (Yonhapnews TV)",연합뉴스 TV,손학규
2016-10-21,P-fs2iVYnOk,UCfq4V1DAuaojnr2ryvWNysw,"손학규, 그의 복귀를 바라보는 시선들",채널A 뉴스 [Channel A News],손학규
2017-01-19,wdTMknXBV8M,UChlgI3UHCOnwUGzWzbJ3H5w,"손학규, 美 트럼프 취임식 참석차 출국 / YTN (Yes! Top News)",YTN NEWS,손학규
2017-01-22,9ct9tUtSK48,UCTHCOPwqNfZ0uiKOvFyhGwg,"문재인-안철수, 광주 대격돌…손학규 주도 국민주권회의 발족 / 연합뉴스TV (Yonhapnews TV)",연합뉴스 TV,손학규
2012-08-31,rgzpVujkzVM,UCWlnGHFbdh_EWzI_2ZIwilQ,문재인 : 손학규,장지호,손학규
2017-01-04,jdU3Zo6ynzY,UClAfLVQYZSLrMAQQ_SXPVZw,"[풀영상] 우상호 ""손학규 따라 10여명 탈당? 이찬열로 끝!""",OhmynewsTV,손학규
2017-01-25,mpp-6gGyEX8,UCvkAHI5reUyuwV0y2oyhXcw,"노무현이 보낸 편지 깊은 깨달음을 주다 (To. 반기문, 손학규 등등)",미디어망고,손학규
2017-01-18,1CM4vw87jFY,UCfq4V1DAuaojnr2ryvWNysw,"[채널A단독]김종인, 文 떠나고 손학규와 개헌 시동",채널A 뉴스 [Channel A News],손학규
2017-01-13,Y5DMye10BDw,UCs18sMwqTCMBmTqX0b2-w6A,손학규 김한길 비밀회동. & 김한길 김종인.  이 안습상황 어찌하리요.,유재일,손학규
2017-01-03,g-100Rn8ZZ0,UCTHCOPwqNfZ0uiKOvFyhGwg,"안희정 ""손학규 은퇴하라""…손학규 ""친문의 홍위병""",연합뉴스 TV,손학규
2016-10-21,cmT1_t7wwNE,UCcQTRi69dsVYHN3exePtZ1A,손학규 “안철수와 함께 정권교체”…제3지대 힘 받나?,KBS NEWS,손학규
2016-10-20,ilBqj1fLnvo,UCTHCOPwqNfZ0uiKOvFyhGwg,"손학규 전 민주당 대표, 정계복귀 기자회견 [현장연결]",연합뉴스 TV,손학규
2016-10-21,rGwhyAeoS1k,UCfq4V1DAuaojnr2ryvWNysw,"돌아온 손학규, 왜, 그리고 이젠 어디로 향하는가?",채널A 뉴스 [Channel A News],손학규
2015-05-14,riAOBLdtp8U,UCG9aFJTZ-lMCHAiO1KJsirg,"[단독-손학규 토굴 대담]""자연과 사는 즐거움 어찌 알겠냐"" 칩거 계속",MBN,손학규
2017-01-03,4FiX1SLdWuw,UCH9Q_K1Hm0gPWqcVGIQmlSw,"손학규 친노,친문정치하지 마라.국민의당과 합당? 안철수 폭망에 노욕 부리는 박지원과 손학규.더민주 10명탈당 예고",친절한정치씨,손학규
2017-01-03,VB1UGCruSNU,UCs18sMwqTCMBmTqX0b2-w6A,"안희정 손학규에 직격탄. ""은퇴해달라"" 반기문, 손학규 저격수 안희정.",유재일,손학규
2016-12-14,ZO-bunIyk0Q,UCWlV3Lz_55UaX4JsMj-z__Q,'창당대회' 방불케한 손학규 송년 모임…개헌 고리 제3지대 연대 본격화,TVCHOSUN 뉴스,손학규
2017-01-04,qQcFBhe55jY,UCWlV3Lz_55UaX4JsMj-z__Q,"국민의당-손학규 통합설…안희정 ""은퇴하라""",TVCHOSUN 뉴스,손학규
2017-01-15,GGoBT12sg9Y,UCTHCOPwqNfZ0uiKOvFyhGwg,"'대선 빅뱅론' 예고한 손학규, 트럼프 취임식 참석차 방미 / 연합뉴스TV (Yonhapnews TV)",연합뉴스 TV,손학규
2014-09-06,4zxriXiQeIc,UC6e43Z5P_ThOnz7XaSe5zpw,[정법강의] 3132강  손학규씨의 은퇴와 토굴생활,jungbub2013,손학규
2016-10-21,CQDloggm6TY,UCs18sMwqTCMBmTqX0b2-w6A,손학규 김종인 회합 안철수 뒤통수 후려치나?,유재일,손학규
2017-01-26,4conVIjJzBc,UCTHCOPwqNfZ0uiKOvFyhGwg,"반기문ㆍ손학규, 이르면 내일 회동…개헌고리 '빅텐트' 모색 / 연합뉴스TV (Yonhapnews TV)",연합뉴스 TV,손학규
2017-01-06,bLvQ4MOfe1A,UCxvkwrPb2O6R1wWZSzU9PRQ,"안희정 ""반기문 노무현 배신자"" 안철수 새정치 김종인 손학규 기회주의 충청남도지사 UN사무총장 김어준의 파파이스",시민정신,손학규
2017-01-26,SUmMtbfbAAA,UCTHCOPwqNfZ0uiKOvFyhGwg,"반기문, 개헌 고리 '빅텐트' 가속…이르면 내일 손학규와 회동 / 연합뉴스TV (Yonhapnews TV)",연합뉴스 TV,손학규
2017-01-26,NWePjWRNHz0,UChlgI3UHCOnwUGzWzbJ3H5w,"손학규 ""탄핵 확정되면 전광석화처럼 정계 개편"" / YTN (Yes! Top News)",YTN NEWS,손학규
2012-12-11,oOcWPKEXjA8,UC3SHMJZL5wFTJ0j6wtEEsUA,"손학규 찬조연설,1211",dharma east,손학규
2017-01-03,IFt18gMSzvA,UCs18sMwqTCMBmTqX0b2-w6A,문재인도 손학규 공격.  안희정-손학규반격-문재인의 재반격. 손학규계 어찌할 건가?,유재일,손학규
2016-09-19,t-vJmo9md-M,UCs18sMwqTCMBmTqX0b2-w6A,문재인 대통령 손학규 총리 카드를 제안해 봅니다.,유재일,손학규
2011-04-25,b3GamAQN2zA,UCjfvrJLruZ1PDgKTBSNkVQw,노무현'보따리장수'vs손학규'무능한진보의대표',kay4466,손학규
2016-10-20,OB30KKz9kGs,UCs18sMwqTCMBmTqX0b2-w6A,노무현은 로망을 지켰고 손학규는 로망을 밟았다.,유재일,손학규
2016-11-08,lc0kh6IFz00,UCs18sMwqTCMBmTqX0b2-w6A,"유시민 실검 1 위. 김종인, 손학규, 박지원 여론전을 받아치는 국민여론.",유재일,손학규
2017-01-22,vqFFjyxrOk0,UCTHCOPwqNfZ0uiKOvFyhGwg,"안희정 ""시대교체 주역되겠다""…손학규, 제3지대 규합 본격화 / 연합뉴스TV (Yonhapnews TV)",연합뉴스 TV,손학규
2017-01-09,WFZFniduXug,UCs18sMwqTCMBmTqX0b2-w6A,"반기문 귀국하고 김종인, 손학규, 박지원, 정의화와 회동. 야당 코스프레.",유재일,손학규
2016-11-28,uMe5H-qzRDA,UCsTwG3x4Xszx9U-hS4szKXw,"손학규 전 대표 기자간담회 현장 ""7공화국 체제 준비에 힘 쏟겠다""",뉴스피플TV,손학규
2017-01-03,t0wyXpLltNc,UChlgI3UHCOnwUGzWzbJ3H5w,"안희정 ""손학규, 정치 일선에서 은퇴해 달라"" / YTN (Yes! Top News)",YTN NEWS,손학규
2016-11-20,Q-naqK8VYoM,UCs18sMwqTCMBmTqX0b2-w6A,손학규는 왜 불참? 총리를 원하신다? 야권이 아니다? 만덕산이 대역죄인이네.,유재일,손학규
2017-01-11,ic9FsXrFr_o,UCn-4MP_024Y29Ea7PKiVCmg,[갓청래의 사이다!!] 반기문과 손학규 국민의 당 탈탈 터는 정청래 !!,시민의 justice,손학규
2017-01-04,ZMxJgQvGb6k,UCs18sMwqTCMBmTqX0b2-w6A,"손학규(47년생) 그 또래들(노무현,전태일,김근태,조영래)과 다른 정치 행보. 안희정 오늘도 저격.",유재일,손학규
2017-01-18,y0B98Ra3M4c,UCfq4V1DAuaojnr2ryvWNysw,"[채널A단독]김종인, 文 떠나고 손학규와 개헌 시동",채널A 뉴스 [Channel A News],손학규
2017-01-26,oRc0s7z_J_o,UChlgI3UHCOnwUGzWzbJ3H5w,반기문-손학규 회동 임박... 유승민 지원나선 이회창 / YTN (Yes! Top News),YTN NEWS,손학규
2016-12-25,A3cHM3_Icqs,UCCHkPF23vbXqmyx368nSaPw,손학규새판짜기:                             대한민국이 살아나고 있다. 그중심에 제7공화국 이렇게 시작된다 !!,hee nam kim,손학규
2012-09-05,A43Lkn5ZX3k,UCkVsFR5_4s-1KsiZxAVQIJw,광주MBC대선후보 경선토론 중 손학규-문재인 후보 논쟁,sung-han HAAM,손학규
