id,viewCount,likeCount,dislikeCount,favoriteCount,commentCount,vid_id
DsJ-OHtc2cE,4,0,0,0,0,DsJ-OHtc2cE
ZyO3o2LD1Ao,37,0,0,0,0,ZyO3o2LD1Ao
9jLsWNRpXCw,5,0,0,0,0,9jLsWNRpXCw
cYTqQwA39L4,40,0,0,0,0,cYTqQwA39L4
h7sO0utS_4A,13,0,0,0,0,h7sO0utS_4A
BkNYallKQ_I,9,0,0,0,0,BkNYallKQ_I
Lx0dI6BJLXo,2,0,0,0,0,Lx0dI6BJLXo
a2LmQNpbMYc,2,0,0,0,0,a2LmQNpbMYc
rm_o3Pe-m6c,0,0,0,0,0,rm_o3Pe-m6c
bvx6Azyr3BI,10,0,0,0,0,bvx6Azyr3BI
gwaYoyKp2P0,2,0,0,0,0,gwaYoyKp2P0
t0z0dUmbCXw,0,0,0,0,0,t0z0dUmbCXw
FGsSw2SutrA,0,0,0,0,0,FGsSw2SutrA
uQn2qepAJQY,0,0,0,0,0,uQn2qepAJQY
l3L002VHa5M,2,0,0,0,0,l3L002VHa5M
MPfNhfr9uOc,0,0,0,0,0,MPfNhfr9uOc
xYd_Ea5xzFc,0,0,0,0,0,xYd_Ea5xzFc
-_0ya4S4RVo,3,0,0,0,0,-_0ya4S4RVo
-33uDtMtoBs,89,0,0,0,0,-33uDtMtoBs
7YSRY9m_dJM,16,0,0,0,0,7YSRY9m_dJM
FrbYXeM2iL0,15,0,0,0,0,FrbYXeM2iL0
aSkOBrAD6q4,6,0,0,0,0,aSkOBrAD6q4
ACNNrwbA0ac,10196,106,6,0,0,ACNNrwbA0ac
U9O88OQ6t4Q,0,0,0,0,0,U9O88OQ6t4Q
HF45-HSJx1c,0,0,0,0,0,HF45-HSJx1c
AMlRHSaCxRI,1,0,0,0,0,AMlRHSaCxRI
EiOHdLYCt5U,1,0,0,0,0,EiOHdLYCt5U
-AQWs7yOnSQ,1,0,0,0,0,-AQWs7yOnSQ
uMa6HtnEgOg,1,0,0,0,0,uMa6HtnEgOg
vsQYF7uXnPg,10,0,0,0,0,vsQYF7uXnPg
A1vhriLUMNI,1,0,0,0,0,A1vhriLUMNI
jFx_dQaMJmg,3,0,0,0,0,jFx_dQaMJmg
5GyYN65VBog,2,0,0,0,0,5GyYN65VBog
jGaC5VZxKcw,115,0,0,0,0,jGaC5VZxKcw
jVE81dP7Trw,3,0,0,0,0,jVE81dP7Trw
1lV1hC0Z8mY,104,2,0,0,3,1lV1hC0Z8mY
1Js8r6zpxLM,0,0,0,0,0,1Js8r6zpxLM
FH3Ew6AtQDY,199,1,2,0,2,FH3Ew6AtQDY
RhO8CcUWSHo,498,1,4,0,3,RhO8CcUWSHo
SUbatEoRAbE,98,1,2,0,4,SUbatEoRAbE
X4ENTgguqEc,13,0,0,0,0,X4ENTgguqEc
XZBez8laVEA,20,0,0,0,0,XZBez8laVEA
_O2uBEBZiAo,142,0,1,0,1,_O2uBEBZiAo
hb5l46Ov5MI,61,0,0,0,1,hb5l46Ov5MI
dhTXw9znSKQ,117,3,1,0,0,dhTXw9znSKQ
QtQ5b_6CwAg,2,0,0,0,0,QtQ5b_6CwAg
GpB62R34Byk,834,12,4,0,8,GpB62R34Byk
8ZeLEMw7cJE,205,1,0,0,1,8ZeLEMw7cJE
QLA4Nq648P4,127,0,0,0,2,QLA4Nq648P4
jZ-m3thIpnA,161,1,0,0,1,jZ-m3thIpnA
QRlqGbTGNxY,215,1,1,0,4,QRlqGbTGNxY
4zE__h4jp50,157,1,0,0,0,4zE__h4jp50
WsHa2Hx3_Xc,358,0,1,0,3,WsHa2Hx3_Xc
nyoBYENwoQA,694,0,0,0,0,nyoBYENwoQA
GVveBmrfO3Y,349,0,0,0,2,GVveBmrfO3Y
TjEIbApMd0c,283,0,0,0,4,TjEIbApMd0c
ErliMV3xIsU,15,0,1,0,0,ErliMV3xIsU
oHDoHGNSbco,0,0,0,0,0,oHDoHGNSbco
Jmcqy0zhJfk,1,0,0,0,0,Jmcqy0zhJfk
GEy-zvPGOgA,177351,1488,72,0,313,GEy-zvPGOgA
Mu5aRHcS-d8,9154,248,9,0,54,Mu5aRHcS-d8
JfMEpQKBCEw,58678,800,42,0,338,JfMEpQKBCEw
MSWdGfjvGTk,26864,547,37,0,209,MSWdGfjvGTk
aXaqlXD-Mn0,4,0,0,0,0,aXaqlXD-Mn0
m9_KnA-18Ck,61440,1654,104,0,178,m9_KnA-18Ck
feT9CZvWqkw,92364,1775,138,0,5,feT9CZvWqkw
almTbaRotGI,8028,306,8,0,60,almTbaRotGI
MJoB3XnFkkY,11297,332,19,0,0,MJoB3XnFkkY
KYDSqbe2hf0,49773,1487,40,0,232,KYDSqbe2hf0
pw6YDoVsGdc,8077,436,6,0,89,pw6YDoVsGdc
rhPUyKNWI_0,43269,653,117,0,508,rhPUyKNWI_0
bmVMm0jRh3U,28184,507,9,0,86,bmVMm0jRh3U
buSJjMt9ugU,5186,290,4,0,64,buSJjMt9ugU
qIIvk9pTiWY,38685,943,30,0,141,qIIvk9pTiWY
2JY2V1j96u4,23992,709,20,0,133,2JY2V1j96u4
UxuAgj3cuzM,35144,703,32,0,125,UxuAgj3cuzM
TwrOmN3e1PI,17020,317,42,0,267,TwrOmN3e1PI
fJVJOlz3I8U,17457,969,15,0,0,fJVJOlz3I8U
Jcm2AW0-qd0,87690,NA,NA,0,771,Jcm2AW0-qd0
JCDyVyddK6Y,621067,2965,222,0,1128,JCDyVyddK6Y
cKOGezXZuK4,15462,424,16,0,28,cKOGezXZuK4
wdHuzmxqSnU,61567,418,85,0,150,wdHuzmxqSnU
w8VKVe2Xu64,35798,1490,72,0,183,w8VKVe2Xu64
CsFZO7HlPjE,63191,679,48,0,185,CsFZO7HlPjE
oXk-vNerAuI,16178,257,17,0,76,oXk-vNerAuI
LWjuwv9u_UA,21277,230,22,0,66,LWjuwv9u_UA
pfJC3760Puw,9511,319,3,0,11,pfJC3760Puw
tXAkREAvpCU,135364,4083,272,0,604,tXAkREAvpCU
Cc_xuE2sr3M,49278,1088,86,0,387,Cc_xuE2sr3M
RFSqRIrwqpo,155933,968,61,0,291,RFSqRIrwqpo
zbuC_PjFIpk,184246,1567,323,0,2146,zbuC_PjFIpk
Rs7cJzoHGns,45683,992,38,0,220,Rs7cJzoHGns
GhB6NUP_yfs,69159,817,245,0,536,GhB6NUP_yfs
OE_OvG2vbW0,23947,612,24,0,193,OE_OvG2vbW0
rUHvK56G6nE,8115,337,8,0,48,rUHvK56G6nE
vYZHPCuW0q4,22310,400,59,0,162,vYZHPCuW0q4
utMcd1udjT0,49226,780,123,0,9,utMcd1udjT0
Sf8ekVYCAbM,3284,28,11,0,19,Sf8ekVYCAbM
rwEOix84c_g,15782,664,19,0,143,rwEOix84c_g
Ur5O3E3zZXk,7761,193,27,0,51,Ur5O3E3zZXk
IXGIkhGK-xE,20384,436,17,0,47,IXGIkhGK-xE
xStr3BPTiEU,4200,168,9,0,0,xStr3BPTiEU
7r4bh58XPXA,19960,517,16,0,36,7r4bh58XPXA
P1jnrIM35Ic,71308,390,89,0,121,P1jnrIM35Ic
0PHSRHRV5kg,364566,3940,824,0,4222,0PHSRHRV5kg
RhO8CcUWSHo,498,1,4,0,3,RhO8CcUWSHo
Um6dLOy86Us,14701,672,11,0,0,Um6dLOy86Us
qYos_Ao5qcw,4872,188,4,0,27,qYos_Ao5qcw
CCtFK4l9SBI,38299,613,81,0,358,CCtFK4l9SBI
BU-mg7w5kHY,6676,261,38,0,293,BU-mg7w5kHY
79Ikcc1DDfg,12424,228,5,0,28,79Ikcc1DDfg
6cZmsqPlYcg,265735,2163,1232,0,2291,6cZmsqPlYcg
FNFZfvf3sRY,10430,277,5,0,25,FNFZfvf3sRY
5QU2LAp21ak,16083,400,33,0,68,5QU2LAp21ak
VJ5-wmSuXvM,92487,NA,NA,0,NA,VJ5-wmSuXvM
AHeizzFLgqY,93084,1006,71,0,133,AHeizzFLgqY
Tw5UEELP4hU,10709,342,6,0,29,Tw5UEELP4hU
8_t0nlkx8ro,19641,496,18,0,28,8_t0nlkx8ro
VVpO47OB2c4,27891,596,35,0,124,VVpO47OB2c4
APm7oN49gU4,110976,2579,159,0,691,APm7oN49gU4
6rBuXNeekp0,16073,474,35,0,61,6rBuXNeekp0
Y0-oO11TK5Q,14274,471,24,0,123,Y0-oO11TK5Q
T8Wgb8kemEY,2679,12,13,0,8,T8Wgb8kemEY
3xFvgGCoVfs,24814,1087,26,0,274,3xFvgGCoVfs
_MYW1_fj0GU,24582,947,26,0,241,_MYW1_fj0GU
qk3hMMpGH58,18256,278,111,0,84,qk3hMMpGH58
b6CC8-yEVRQ,49232,694,44,0,145,b6CC8-yEVRQ
C4_Pm2RsLVg,207361,815,35,0,212,C4_Pm2RsLVg
K7BgM06KZ0k,10250,226,5,0,2,K7BgM06KZ0k
Jlb3_k-pIjI,4478,215,5,0,18,Jlb3_k-pIjI
ar1ZCon6T48,28667,68,70,0,103,ar1ZCon6T48
N99Oj5ZHvCs,6197,94,8,0,38,N99Oj5ZHvCs
t9_2kulMXyM,9476,249,7,0,8,t9_2kulMXyM
6Oepd2duyAg,85175,389,152,0,146,6Oepd2duyAg
hwdSxg1oaGk,71093,778,99,0,232,hwdSxg1oaGk
7ykEhiVLm50,30873,478,19,0,130,7ykEhiVLm50
d0o2gD1TABA,8684,339,5,0,35,d0o2gD1TABA
B9dmhUlmNBU,978583,5365,708,0,3635,B9dmhUlmNBU
qWio501Sq3g,150646,475,452,0,1011,qWio501Sq3g
TLZ-GtA3SC8,17365,356,22,0,99,TLZ-GtA3SC8
5asiO0PR3zc,6076,141,0,0,13,5asiO0PR3zc
WRDsydanfUU,298,1,1,0,0,WRDsydanfUU
oOW6zwMSa6o,954397,3292,3309,0,2987,oOW6zwMSa6o
e9PFct8Be6o,148,2,1,0,NA,e9PFct8Be6o
8u1r3qRFJGk,13884,385,9,0,37,8u1r3qRFJGk
qZmZl13lwCo,46251,447,37,0,205,qZmZl13lwCo
lOS3Q7hqfJE,4948,327,6,0,64,lOS3Q7hqfJE
-1kC39ADDuI,2005,42,0,0,4,-1kC39ADDuI
F-BDvBr1mSs,10243,399,6,0,41,F-BDvBr1mSs
u_c5w6-E7Eo,14107,103,33,0,145,u_c5w6-E7Eo
7ctaSXs5hiQ,2811,168,1,0,22,7ctaSXs5hiQ
lHe51NcW9NM,190067,1133,172,0,967,lHe51NcW9NM
lInEQ6_2NKo,40813,583,18,0,184,lInEQ6_2NKo
nvuDEJMPfZA,107349,1308,58,0,60,nvuDEJMPfZA
_b1QXnqnu_g,7313,292,1,0,42,_b1QXnqnu_g
mICb42qs9Yw,5879,194,5,0,49,mICb42qs9Yw
o_JWVfNnxdI,69396,905,63,0,91,o_JWVfNnxdI
mPfDRwo2rJs,40361,661,32,0,111,mPfDRwo2rJs
EBS-nvmtEdE,192807,2046,97,0,659,EBS-nvmtEdE
rY2xeFYHbyc,4539,93,4,0,16,rY2xeFYHbyc
5Fq8jFQxHak,34356,505,9,0,92,5Fq8jFQxHak
19duO5jMPrQ,13186,533,14,0,130,19duO5jMPrQ
P3O08GEBZws,9256,322,11,0,81,P3O08GEBZws
sP8mpxu5Bvw,29213,386,11,0,40,sP8mpxu5Bvw
jspi7DD7t_0,10698,159,12,0,48,jspi7DD7t_0
ZrzZKlSRHfk,20901,528,15,0,21,ZrzZKlSRHfk
o12Rh9vxwD8,100730,1280,32,0,406,o12Rh9vxwD8
QCi89BcVMCY,38870,393,50,0,185,QCi89BcVMCY
NCHfSkv2Xj0,41499,292,38,0,244,NCHfSkv2Xj0
lRfqIz2tK7c,52845,454,304,0,113,lRfqIz2tK7c
WxGlrR32oiQ,8270,303,3,0,0,WxGlrR32oiQ
3tnu7gbem8A,218646,1700,157,0,659,3tnu7gbem8A
sbaH_FJtfB4,9188,270,19,0,21,sbaH_FJtfB4
agrWoT_-vrQ,19513,435,31,0,153,agrWoT_-vrQ
q0bfJ-GO9QA,21579,193,38,0,154,q0bfJ-GO9QA
xM-B44UBQEE,21407,467,14,0,87,xM-B44UBQEE
cJELcjSSYvg,20045,518,45,0,454,cJELcjSSYvg
iv2RZYPQMGM,1214,21,10,0,NA,iv2RZYPQMGM
f7E7segvLPY,24733,603,40,0,213,f7E7segvLPY
yCKjhy08-nE,10548,229,3,0,13,yCKjhy08-nE
gIUmIwlEIGc,27059,603,20,0,87,gIUmIwlEIGc
057DeQzd-rA,20910,727,18,0,235,057DeQzd-rA
FAqqbsS0eCQ,290,0,4,0,4,FAqqbsS0eCQ
5NdzoshNtVs,22454,205,28,0,315,5NdzoshNtVs
3FJL3DuNQto,465109,1253,89,0,391,3FJL3DuNQto
oth6qMgLn8o,87105,1187,138,0,372,oth6qMgLn8o
U1FD2Z5Lk3w,9634,232,3,0,14,U1FD2Z5Lk3w
9P32iJWrSbc,5844,60,11,0,0,9P32iJWrSbc
1eqgAhL1qyA,26934,1111,40,0,129,1eqgAhL1qyA
wnkgwXpo2dg,99432,643,14,0,80,wnkgwXpo2dg
7xUH0Co--cU,562,7,1,0,0,7xUH0Co--cU
dQqWrwADvSU,22749,479,7,0,53,dQqWrwADvSU
NRlhdsvstNA,24920,228,71,0,210,NRlhdsvstNA
GnEC2KWQMsA,190693,1208,545,0,746,GnEC2KWQMsA
NJHezqszrw8,71,0,0,0,0,NJHezqszrw8
UxR2QYhHcaM,18907,247,4,0,25,UxR2QYhHcaM
cBZBpQuUYBU,438,0,0,0,5,cBZBpQuUYBU
-FbExU2jh4o,54066,961,87,0,196,-FbExU2jh4o
g-4QZfJLYSg,10304,477,10,0,66,g-4QZfJLYSg
z18yO3yVGF4,61,0,0,0,1,z18yO3yVGF4
67xHEYOhyKA,516263,1424,767,0,724,67xHEYOhyKA
SEEj5-RhAE8,14144,286,9,0,21,SEEj5-RhAE8
oRy4e3wI8m4,151947,611,162,0,196,oRy4e3wI8m4
pM7upYSHYL8,108,2,3,0,1,pM7upYSHYL8
PfYUvTBl234,9609,131,9,0,40,PfYUvTBl234
zQHCknYXYUg,735,2,3,0,5,zQHCknYXYUg
ouY7Vwtgm6E,106291,978,81,0,472,ouY7Vwtgm6E
Nllto1UidM0,71463,601,40,0,350,Nllto1UidM0
BoAy5OKRiDw,22021,180,28,0,118,BoAy5OKRiDw
PHcijWJxXFo,100483,1031,53,0,189,PHcijWJxXFo
_jiDMnYdOok,48707,633,42,0,207,_jiDMnYdOok
NgaEeZR77uA,24987,376,21,0,76,NgaEeZR77uA
d2NnmmTjykE,6510,33,3,0,8,d2NnmmTjykE
rIqV_FrFZo8,14087,374,7,0,82,rIqV_FrFZo8
KcZtn9gwybs,11301,338,54,0,186,KcZtn9gwybs
8T_qfiv2PDU,4088,255,4,0,42,8T_qfiv2PDU
Aal-nnE6FmA,21070,496,45,0,311,Aal-nnE6FmA
GBooroUJGxM,18904,619,27,0,128,GBooroUJGxM
VGt2cEm4Vgw,54175,604,69,0,351,VGt2cEm4Vgw
3bGjI1QCVsE,343,0,1,0,1,3bGjI1QCVsE
rUHyCssQ0Wg,31837,207,12,0,40,rUHyCssQ0Wg
EEiSJSPy2-U,281,0,4,0,1,EEiSJSPy2-U
rpAI2L-77bM,690,2,4,0,10,rpAI2L-77bM
m0hLXsTiu6k,40135,1995,45,0,4,m0hLXsTiu6k
PTUpIl0IK8E,146,0,0,0,0,PTUpIl0IK8E
rpZP4ZO71RI,2442,111,17,0,101,rpZP4ZO71RI
hHgMie9okN4,20699,346,29,0,81,hHgMie9okN4
DFmXLfry_vk,17782,449,6,0,45,DFmXLfry_vk
gUeScCrL0kQ,4265,275,3,0,42,gUeScCrL0kQ
kBp0YKPrzWo,18801,420,7,0,39,kBp0YKPrzWo
1qPF7PjJCDI,1307,4,3,0,2,1qPF7PjJCDI
mWoV56-nJJM,221,2,1,0,0,mWoV56-nJJM
5ZjN_-ESrKg,5558,222,10,0,4,5ZjN_-ESrKg
UCPF0p2zvcE,501,1,1,0,5,UCPF0p2zvcE
y-w_y42A1eM,11361,102,59,0,84,y-w_y42A1eM
0roQ8k1jwas,6201,41,17,0,91,0roQ8k1jwas
IUr6VWuXMII,7948,141,23,0,80,IUr6VWuXMII
UwrKRmoRG8M,50914,336,49,0,193,UwrKRmoRG8M
gCUpgmJO8gk,38430,454,66,0,220,gCUpgmJO8gk
rPl7x4Jq5so,44149,374,54,0,72,rPl7x4Jq5so
lWD_b76voOI,99978,1136,87,0,829,lWD_b76voOI
c_ueMFUtpLs,2983,6,3,0,14,c_ueMFUtpLs
phh0Lh2ZCtg,8050,425,12,0,85,phh0Lh2ZCtg
trxOaNqUq9o,13016,546,21,0,119,trxOaNqUq9o
pS-h1NMy1Tk,13772,154,3,0,14,pS-h1NMy1Tk
lM2rWnfM0Pg,19326,256,13,0,17,lM2rWnfM0Pg
krzkNwyTBG4,19050,462,20,0,113,krzkNwyTBG4
FRu19m1H5Ew,4844,109,9,0,12,FRu19m1H5Ew
xu4UaQ1xIUA,14378,138,84,0,256,xu4UaQ1xIUA
HMO2mxF5lPY,32510,776,10,0,132,HMO2mxF5lPY
fhR4Kw4tb1U,79788,1146,125,0,623,fhR4Kw4tb1U
FYT6qVYkdbc,157280,NA,NA,0,1089,FYT6qVYkdbc
6CXobUuF_P4,56144,949,70,0,597,6CXobUuF_P4
1xtLsHcvtbM,117197,2612,207,0,450,1xtLsHcvtbM
3Av4cap8ZAk,17672,331,24,0,115,3Av4cap8ZAk
yKeu2jiqDK4,24205,432,17,0,155,yKeu2jiqDK4
HBGGIkBAZ5k,60126,787,23,0,130,HBGGIkBAZ5k
EkAOldoj4v4,82449,NA,NA,0,599,EkAOldoj4v4
UPQVJOtwL1M,13854,500,19,0,60,UPQVJOtwL1M
hryr0J4e1qc,4953,157,4,0,5,hryr0J4e1qc
cGChQbjjLns,16735,262,14,0,333,cGChQbjjLns
eZIzAOitVug,25823,623,8,0,117,eZIzAOitVug
It9eNr2AHGM,7743,221,16,0,0,It9eNr2AHGM
07vQUJMhcW0,86393,580,24,0,95,07vQUJMhcW0
E9PZzia_M5Q,41571,574,59,0,427,E9PZzia_M5Q
dey9EunNPfE,21987,289,9,0,60,dey9EunNPfE
pnx61AdosiA,2403,200,1,0,19,pnx61AdosiA
zj_4VnJRS_I,8901,150,8,0,41,zj_4VnJRS_I
I-c9ETAd3tA,69844,983,101,0,567,I-c9ETAd3tA
iB0BaB0Or7U,29855,137,64,0,251,iB0BaB0Or7U
0baDXIc_l4U,19840,297,40,0,210,0baDXIc_l4U
XI_sgJ5ckdc,92115,NA,NA,0,350,XI_sgJ5ckdc
7G1OXPmXTVc,44403,596,40,0,277,7G1OXPmXTVc
33FSEElpZok,35686,364,8,0,52,33FSEElpZok
kxiQfPPnex0,21681,211,10,0,32,kxiQfPPnex0
49IzxGF5-Nk,51555,623,81,0,189,49IzxGF5-Nk
E68nkttWf5M,16225,286,12,0,58,E68nkttWf5M
ZsqfuuPFkuk,36519,244,10,0,38,ZsqfuuPFkuk
TAptvpctnSI,8520,127,15,0,67,TAptvpctnSI
LtkEbHcLjpE,16356,299,24,0,93,LtkEbHcLjpE
QmOFVLtPhB0,165,1,0,0,0,QmOFVLtPhB0
DdWZNvY63lw,3651,172,6,0,60,DdWZNvY63lw
O873KJV1YhM,228,27,5,0,16,O873KJV1YhM
_-BEYi7xZAU,17577,292,18,0,94,_-BEYi7xZAU
Bs8ixsraxm8,158463,448,219,0,401,Bs8ixsraxm8
1zrKS8MVFH4,3410,76,5,0,20,1zrKS8MVFH4
n5nhtFbduyE,122291,1286,587,0,942,n5nhtFbduyE
CdO7HyvoGqM,4162,215,3,0,24,CdO7HyvoGqM
M0zL3kuIx6I,735,6,1,0,1,M0zL3kuIx6I
cuNrhLmTZNs,10190,191,24,0,75,cuNrhLmTZNs
alIAJmE8bu0,129039,2911,262,0,648,alIAJmE8bu0
ZLg4s-U3j2g,415,1,1,0,0,ZLg4s-U3j2g
fefSCm2Rjow,19857,465,129,0,414,fefSCm2Rjow
EHuHpGBkw_k,382026,1879,298,0,1294,EHuHpGBkw_k
GlP0O31X60E,30758,319,2,0,61,GlP0O31X60E
KwsY8MWmgIw,26276,611,9,0,120,KwsY8MWmgIw
_ELbeQvp5tg,77211,684,57,0,219,_ELbeQvp5tg
n8j50w7XkbY,7675,318,2,0,62,n8j50w7XkbY
cyvAF1kiMfA,4908,177,5,0,8,cyvAF1kiMfA
MgQ_4eDzvjE,3083,93,4,0,0,MgQ_4eDzvjE
G1u4I7lLL84,696,0,0,0,0,G1u4I7lLL84
ZuaerU_kqLg,5001,117,32,0,107,ZuaerU_kqLg
nJy6EFgC8W0,43859,830,89,0,142,nJy6EFgC8W0
Di9zKxbzA4s,11211,311,8,0,37,Di9zKxbzA4s
qdI_qOOu9Ow,10148,51,3,0,15,qdI_qOOu9Ow
Yx3Ul9rzyN8,42091,391,42,0,140,Yx3Ul9rzyN8
cF1f18JFXVY,38317,570,10,0,71,cF1f18JFXVY
eZwv963dJZQ,66145,1092,35,0,127,eZwv963dJZQ
np428eaCUKQ,10191,428,6,0,89,np428eaCUKQ
kN9zeRWDh74,3053,86,4,0,11,kN9zeRWDh74
YBhI1ji_-n8,12308,188,2,0,27,YBhI1ji_-n8
FohZOLBiTN8,13935,238,9,0,74,FohZOLBiTN8
jIzyIIEHHgc,9425,203,4,0,31,jIzyIIEHHgc
9xeKQfpGBF0,3645,97,3,0,1,9xeKQfpGBF0
RTvdgpcNJzE,13998,184,2,0,18,RTvdgpcNJzE
rLU0jqsUmz4,45955,329,6,0,50,rLU0jqsUmz4
8sQg-QLktX4,48496,811,14,0,147,8sQg-QLktX4
4UsRsPd0xDU,15822,228,3,0,57,4UsRsPd0xDU
5SLkLHt9nHA,1229,14,3,0,4,5SLkLHt9nHA
bLVDPtChrpE,3290,105,1,0,1,bLVDPtChrpE
-QxSA8bpScc,18615,262,27,0,84,-QxSA8bpScc
64ZqVKlnzeE,68000,NA,NA,0,637,64ZqVKlnzeE
EUNh5phrsR0,1826,5,6,0,3,EUNh5phrsR0
pmbqxFBBG3U,6307,200,3,0,42,pmbqxFBBG3U
bp-iPQChCQg,2520,48,8,0,16,bp-iPQChCQg
6-LNbU8EUEs,147951,3259,393,0,787,6-LNbU8EUEs
S8R2mpHPVcs,80411,997,215,0,860,S8R2mpHPVcs
P72U3cutpTQ,3436,24,10,0,17,P72U3cutpTQ
j2mmXOfdt2M,2270,NA,NA,0,4,j2mmXOfdt2M
mTKx8Fcpk9I,363,2,0,0,0,mTKx8Fcpk9I
aWPfYW6Gz8o,14195,259,12,0,33,aWPfYW6Gz8o
EIHX2-VgCD8,2337,112,6,0,13,EIHX2-VgCD8
WEIix2RIxR0,8932,262,11,0,23,WEIix2RIxR0
5NcdJuAH6Vo,4541,107,5,0,16,5NcdJuAH6Vo
7z4RNfwbh8o,40477,93,102,0,161,7z4RNfwbh8o
5_iq7wYTAkw,5212,61,19,0,59,5_iq7wYTAkw
dCgG9FXHP4Q,11356,278,4,0,57,dCgG9FXHP4Q
Pq3LNnLM0Gk,81424,1345,51,0,419,Pq3LNnLM0Gk
sPH7AJt7tVI,5244,185,12,0,25,sPH7AJt7tVI
d6iGvvN8i68,1934,4,5,0,4,d6iGvvN8i68
FZ569saH2mo,273,NA,NA,0,0,FZ569saH2mo
ipfduikRUys,5626,232,5,0,28,ipfduikRUys
fiUqiS5nH2M,2783,72,13,0,19,fiUqiS5nH2M
Um9maQ7yjcg,2906,42,2,0,3,Um9maQ7yjcg
IUhQMqTcTWM,23901,338,21,0,64,IUhQMqTcTWM
vl8nB1VMkVo,8197,30,3,0,8,vl8nB1VMkVo
hk7BGMM4JCM,18813,62,16,0,62,hk7BGMM4JCM
oRYzQrVTCgY,6255,185,16,0,25,oRYzQrVTCgY
YgpTkL3hm8g,10096,127,21,0,146,YgpTkL3hm8g
O0-wwqEdi18,29091,320,26,0,118,O0-wwqEdi18
rfuJ8NG95dc,11228,310,29,0,155,rfuJ8NG95dc
LQr7Mh0_6Lg,2956,56,3,0,13,LQr7Mh0_6Lg
fJDlwxSgsjg,10869,92,12,0,76,fJDlwxSgsjg
9EywlubrDV0,34143,555,30,0,205,9EywlubrDV0
CS1D-q_Uy60,693,9,0,0,0,CS1D-q_Uy60
WrSepG3CIbk,27288,110,2,0,12,WrSepG3CIbk
960nyWgLCQs,1599,97,4,0,15,960nyWgLCQs
_2u5tN_ZFZI,25217,353,6,0,75,_2u5tN_ZFZI
paqyVIa6rDY,3733,23,3,0,132,paqyVIa6rDY
8gcVpGkExeo,11018,382,13,0,105,8gcVpGkExeo
J0r7bksbwX0,75,0,0,0,0,J0r7bksbwX0
EHUSkNTohyw,51675,1012,23,0,151,EHUSkNTohyw
cYM3ihmByjw,8378,48,13,0,26,cYM3ihmByjw
uS2HQEiIlB0,4871,197,2,0,36,uS2HQEiIlB0
lMq1bDbWtFc,7588,244,6,0,59,lMq1bDbWtFc
vJOodPis7cY,11654,331,16,0,27,vJOodPis7cY
dm9yf7bsB00,11741,186,1,0,10,dm9yf7bsB00
gQpIurdBPu0,3510,186,4,0,43,gQpIurdBPu0
vjit_2_mt6c,52356,276,2,0,51,vjit_2_mt6c
AAck8l9Ancg,2222,108,4,0,19,AAck8l9Ancg
vYW4_j_AqVw,9975,223,30,0,104,vYW4_j_AqVw
VyKdt79ccJM,10865,155,2,0,20,VyKdt79ccJM
qL-WKr15sTI,11982,92,56,0,68,qL-WKr15sTI
QALFZWmAf1I,4679,88,5,0,0,QALFZWmAf1I
OlQsRTbaGUc,957,6,1,0,16,OlQsRTbaGUc
sWQ2uGIo6Tg,17643,514,67,0,240,sWQ2uGIo6Tg
fV923d6hHk4,614,8,1,0,1,fV923d6hHk4
JVFc2A5QzSg,2040,134,5,0,30,JVFc2A5QzSg
47LNr02YoJ4,987,5,4,0,6,47LNr02YoJ4
h8qampt8H-c,255285,NA,NA,0,857,h8qampt8H-c
3gh7VzL0HAA,2465,9,1,0,16,3gh7VzL0HAA
wWx-ATPn9eE,5850,38,0,0,1,wWx-ATPn9eE
nTNfoHXh_G0,6121,190,2,0,27,nTNfoHXh_G0
tOHpxbTuuNY,5495,24,3,0,14,tOHpxbTuuNY
0kGY8rPx-94,1768,23,14,0,5,0kGY8rPx-94
Z24VKCkJr_I,639,15,4,0,3,Z24VKCkJr_I
dP1nSfpefYo,6807,46,1,0,22,dP1nSfpefYo
4Gu_RbmbhLc,51968,1834,162,0,342,4Gu_RbmbhLc
Bz5wToLIlJc,5432,30,3,0,32,Bz5wToLIlJc
Eo_cme309iM,12461,116,13,0,192,Eo_cme309iM
WBHQGvXZUIM,7800,54,55,0,103,WBHQGvXZUIM
sB31KGOWBDk,7938,120,2,0,11,sB31KGOWBDk
7hdhDz-71ns,8417,98,13,0,19,7hdhDz-71ns
eZxl-pApUyI,1367,8,5,0,7,eZxl-pApUyI
pvMcIXAj010,2676,104,10,0,22,pvMcIXAj010
Ry0Nm8BzGBI,18859,230,25,0,88,Ry0Nm8BzGBI
bOLl_BzNvz4,908,1,9,0,12,bOLl_BzNvz4
Gm70lIlYZKI,56244,351,77,0,NA,Gm70lIlYZKI
ZJH7bPc9rmo,4769,95,5,0,11,ZJH7bPc9rmo
iMQZsMqTqHY,4257,216,0,0,41,iMQZsMqTqHY
GeX8QlVwZqk,2777,38,2,0,14,GeX8QlVwZqk
t7fcNe9mYeQ,12511,137,3,0,18,t7fcNe9mYeQ
bcj5516zZGU,1709,29,1,0,8,bcj5516zZGU
LOL3mpUT3bs,2253,57,2,0,0,LOL3mpUT3bs
b68Ts-Zcv2A,1266,8,0,0,2,b68Ts-Zcv2A
tYCs9BIeu4w,1111,7,3,0,3,tYCs9BIeu4w
OjfmYMj8K4A,2801,124,12,0,98,OjfmYMj8K4A
