id,viewCount,likeCount,dislikeCount,favoriteCount,commentCount,vid_id
Vqgd8JfE9q0,980,2,0,0,3,Vqgd8JfE9q0
-flDADKGdZg,679,5,1,0,2,-flDADKGdZg
ybAs7JR8CJs,28581,121,48,0,86,ybAs7JR8CJs
51ggHB2gdPs,17195,225,29,0,41,51ggHB2gdPs
qnuonRhzuOU,1378,11,0,0,1,qnuonRhzuOU
9GpwIE5Fnvw,12130,200,17,0,36,9GpwIE5Fnvw
rg8u4dCY7Zs,2312,60,1,0,25,rg8u4dCY7Zs
ogEONeJM3nA,728,1,6,0,3,ogEONeJM3nA
ZBeGURh7YEU,64956,524,34,0,66,ZBeGURh7YEU
atl292hcApE,3160,44,5,0,11,atl292hcApE
RYksUNddsBI,682,6,1,0,0,RYksUNddsBI
WDGTpPswsr8,7032,19,28,0,23,WDGTpPswsr8
fTdz9oAMj9w,29958,184,5,0,17,fTdz9oAMj9w
zbizSttKw7c,26594,478,28,0,63,zbizSttKw7c
Qwe341bOcFo,21022,173,13,0,45,Qwe341bOcFo
ldfL1gjG0KM,12212,67,3,0,47,ldfL1gjG0KM
7GJ9Eyc5bJ8,5184,274,1,0,39,7GJ9Eyc5bJ8
1MS-ob7vOaE,2359,17,8,0,27,1MS-ob7vOaE
yFmxyvlrQl4,4963,19,2,0,9,yFmxyvlrQl4
MH7yZWSVYaw,805,6,0,0,0,MH7yZWSVYaw
SUmMtbfbAAA,135,0,2,0,1,SUmMtbfbAAA
q5RSXDjRci4,1996,6,5,0,15,q5RSXDjRci4
iweWxCy6xO0,2122,27,3,0,7,iweWxCy6xO0
4conVIjJzBc,54,0,1,0,1,4conVIjJzBc
tD2rZ5UZ2E8,11617,46,25,0,55,tD2rZ5UZ2E8
ic9FsXrFr_o,21899,253,5,0,22,ic9FsXrFr_o
-oPAHOZ1xQo,19899,135,11,0,64,-oPAHOZ1xQo
WXYC1YfXi1Y,1007,6,3,0,5,WXYC1YfXi1Y
rIVUfm4qz3w,9225,200,2,0,106,rIVUfm4qz3w
Tnq93XCrxis,19406,45,63,0,89,Tnq93XCrxis
2HjSlwM38sk,49615,424,14,0,43,2HjSlwM38sk
QJ27DluzAIQ,19818,241,7,0,128,QJ27DluzAIQ
uD1s5mdac-o,12164,445,7,0,67,uD1s5mdac-o
dSBxjmbBzkw,206,0,1,0,0,dSBxjmbBzkw
iy7INbNbPeI,10381,19,1,0,74,iy7INbNbPeI
EDKltoEWmoU,42169,460,19,0,96,EDKltoEWmoU
hPZBZFTOtl4,183,0,0,0,0,hPZBZFTOtl4
-SwRnNcv9-w,298,1,1,0,0,-SwRnNcv9-w
1OJ8ElqP-kw,11461,188,7,0,45,1OJ8ElqP-kw
YJcoH5GSPlU,1073,0,1,0,0,YJcoH5GSPlU
W5Ep1-3jK3o,108,0,0,0,0,W5Ep1-3jK3o
a0M9ouu3kZA,7080,78,3,0,11,a0M9ouu3kZA
9zV7pR1ywZY,44419,639,15,0,87,9zV7pR1ywZY
uZLYNmxpATA,22755,129,24,0,150,uZLYNmxpATA
NmvdHH6gfgo,152451,731,185,0,328,NmvdHH6gfgo
6dOGJbjth8w,3266,43,1,0,15,6dOGJbjth8w
slUmxWMoLIE,16387,135,8,0,14,slUmxWMoLIE
dogMoH1m_2k,9088,16,5,0,3,dogMoH1m_2k
2lPlEcwtmu0,10249,107,5,0,37,2lPlEcwtmu0
clHAHBbn5HQ,20985,29,40,0,53,clHAHBbn5HQ
3gByYRUBolI,2565,4,3,0,1,3gByYRUBolI
-aE8EbZ9834,5531,11,18,0,15,-aE8EbZ9834
Lsp9eM-FD4Q,353,1,1,0,0,Lsp9eM-FD4Q
k1kHDGn3KDs,652,1,0,0,0,k1kHDGn3KDs
aFM7JqlSf34,122208,NA,NA,0,556,aFM7JqlSf34
xLhplBHECQg,6379,164,20,0,28,xLhplBHECQg
aj8meKRoTnQ,4551,26,6,0,0,aj8meKRoTnQ
mZKDT88Ldg8,2222,9,0,0,1,mZKDT88Ldg8
0gDPmvhQfwU,8757,28,72,0,71,0gDPmvhQfwU
nlorm5-vvWI,192,1,1,0,0,nlorm5-vvWI
HPhD03Y0U0U,623,0,0,0,0,HPhD03Y0U0U
6hSb02B_aCU,6008,52,2,0,22,6hSb02B_aCU
GmRFWtmjbUs,3349,121,2,0,38,GmRFWtmjbUs
aHaYTsEYfSY,29623,74,28,0,53,aHaYTsEYfSY
yAOC_TBSa44,14758,114,28,0,78,yAOC_TBSa44
MDimb_A0wPQ,1537,18,7,0,NA,MDimb_A0wPQ
hCGWtR0uU7Q,389,1,1,0,0,hCGWtR0uU7Q
-ehG-ZRH_F4,2994,29,2,0,7,-ehG-ZRH_F4
zdBtzu_m4MA,2666,15,2,0,4,zdBtzu_m4MA
nqPcbCT1-pw,14633,380,5,0,50,nqPcbCT1-pw
TuKibF_WSCE,505089,5892,227,0,1106,TuKibF_WSCE
bgLcS_Q10_E,3161,45,3,0,6,bgLcS_Q10_E
InILBCOIexY,299,2,0,0,0,InILBCOIexY
4MpWwxzDhFU,375,2,0,0,3,4MpWwxzDhFU
iaTeIum0jgk,10971,379,7,0,84,iaTeIum0jgk
yrhXr34qkCo,392,1,0,0,0,yrhXr34qkCo
Zg9P6SyuVpg,8556,61,1,0,31,Zg9P6SyuVpg
7BCjacKpgq8,1242,11,0,0,3,7BCjacKpgq8
fvAX22XJtWc,757,3,3,0,2,fvAX22XJtWc
UoP0cC7oQN0,11479,116,34,0,NA,UoP0cC7oQN0
zAXwgakv1C8,10261,90,4,0,2,zAXwgakv1C8
lRFJvSlYuCE,2958,30,1,0,10,lRFJvSlYuCE
bC7Wltny0ys,195861,567,106,0,159,bC7Wltny0ys
t8ip53WKXhU,14560,132,11,0,37,t8ip53WKXhU
zpz8BreDzmA,1401,7,1,0,1,zpz8BreDzmA
qZP_pbvExAg,696,0,4,0,0,qZP_pbvExAg
h9n7w7cgKFc,22328,31,20,0,12,h9n7w7cgKFc
JsiMDlvfsQ8,9099,91,3,0,13,JsiMDlvfsQ8
HTz9hj3vUxE,5657,30,2,0,6,HTz9hj3vUxE
DKlBRh3loyY,207,3,0,0,0,DKlBRh3loyY
x7_nbcyehy4,31815,100,5,0,29,x7_nbcyehy4
r-aNrYTxCGY,549,1,1,0,17,r-aNrYTxCGY
XWlMf23uLQE,279,2,1,0,0,XWlMf23uLQE
Q5wadvgSIGE,34738,336,22,0,39,Q5wadvgSIGE
YEe4EeAji0Y,1519,12,3,0,5,YEe4EeAji0Y
tXAAn4sIQOk,9177,36,18,0,13,tXAAn4sIQOk
HKjyFY3MoiM,14578,334,6,0,67,HKjyFY3MoiM
18VfE7VwfCk,13895,186,7,0,30,18VfE7VwfCk
pKVYBibkAWo,380,2,0,0,0,pKVYBibkAWo
m72korRg8O8,203,1,0,0,0,m72korRg8O8
WLaITZo7IfA,188,NA,NA,0,0,WLaITZo7IfA
XPfLoF0U48w,149,0,1,0,1,XPfLoF0U48w
DGqEiE4UYv8,21156,35,7,0,16,DGqEiE4UYv8
flcm4dU7SNQ,2478,11,17,0,28,flcm4dU7SNQ
1bVCR_BkDkg,111,0,0,0,0,1bVCR_BkDkg
XOpdM9u713M,2514,53,0,0,5,XOpdM9u713M
dRBrQoKjSTY,2523,NA,NA,0,4,dRBrQoKjSTY
Hq07Ucp-jgc,2049,6,7,0,6,Hq07Ucp-jgc
gn6WIpZkyKY,50,0,1,0,0,gn6WIpZkyKY
0IUYgYi-2v4,103,0,0,0,0,0IUYgYi-2v4
sr-yYqzMcV0,2816,8,1,0,4,sr-yYqzMcV0
JwDytf7cjmQ,3764,17,13,0,0,JwDytf7cjmQ
p3cW2ntaTYg,9788,83,4,0,22,p3cW2ntaTYg
_eAmuxBj9MI,2814,16,15,0,21,_eAmuxBj9MI
fefSCm2Rjow,19857,465,129,0,414,fefSCm2Rjow
kzdInFL7TxE,1841,0,4,0,7,kzdInFL7TxE
djQk_vzIYK0,13361,18,31,0,87,djQk_vzIYK0
ocE94F8So4g,2219,21,3,0,2,ocE94F8So4g
PoDa88H-_dE,4394,30,2,0,10,PoDa88H-_dE
LHEF56p7my0,4358,18,2,0,12,LHEF56p7my0
qGP0m7SU6aY,1092,2,10,0,6,qGP0m7SU6aY
ePkmNpR-bOs,3198,39,0,0,29,ePkmNpR-bOs
uAy5oWk_72g,2196,42,1,0,2,uAy5oWk_72g
lWxLlMXYn70,1892,7,7,0,0,lWxLlMXYn70
I_5XQ9aThKU,20717,706,69,0,146,I_5XQ9aThKU
6YaLDclt-A0,1924,15,1,0,3,6YaLDclt-A0
1lDRL1KtpUc,10031,358,6,0,63,1lDRL1KtpUc
kZz4b23hhWM,12062,111,15,0,28,kZz4b23hhWM
zzvbxfpX1Io,2933,5,2,0,5,zzvbxfpX1Io
EVvICwNzKP8,325,0,0,0,1,EVvICwNzKP8
ro6loGDaUEY,12223,131,5,0,24,ro6loGDaUEY
uFrxxUyvmg4,110,0,0,0,0,uFrxxUyvmg4
gTdT-DbMRp4,21094,54,72,0,45,gTdT-DbMRp4
pDLoYH34Mh8,875,2,1,0,14,pDLoYH34Mh8
FPuZ0ize2ZI,1458,2,1,0,4,FPuZ0ize2ZI
wlA-nSpkwF0,3854,41,3,0,3,wlA-nSpkwF0
-hNKKNCbFxo,2033,9,0,0,0,-hNKKNCbFxo
SAN0IlUWcLM,2428,10,4,0,NA,SAN0IlUWcLM
zU2t9XrnGhI,6764,39,164,0,261,zU2t9XrnGhI
Bg05peSEdqQ,15499,83,2,0,3,Bg05peSEdqQ
GNj4gmdiVB0,3498,55,3,0,13,GNj4gmdiVB0
onBXftXhIp8,11352,108,7,0,37,onBXftXhIp8
ZZxD06UHOps,29863,30,77,0,126,ZZxD06UHOps
mE6gGFxJnPo,49245,60,15,0,13,mE6gGFxJnPo
7xUH0Co--cU,562,7,1,0,0,7xUH0Co--cU
FB3tlq8du18,1903,13,5,0,0,FB3tlq8du18
mEXi0ZP9q90,51141,402,41,0,4,mEXi0ZP9q90
dQHZiY-lcJM,6105,33,3,0,14,dQHZiY-lcJM
sn2HYQo3G_Y,7870,295,4,0,62,sn2HYQo3G_Y
NSqvb0cOTnw,4940,16,27,0,31,NSqvb0cOTnw
NSdEF_3SZJo,8270,27,84,0,114,NSdEF_3SZJo
i7otXIluImY,2323,6,7,0,12,i7otXIluImY
H1s7js_C4c4,3702,48,5,0,8,H1s7js_C4c4
pF6e5og06zo,1424,3,5,0,7,pF6e5og06zo
59rKEcaAsPI,7085,7,23,0,31,59rKEcaAsPI
7Fa0htQudYk,97,0,0,0,0,7Fa0htQudYk
rqZUvclYRBk,1684,3,2,0,3,rqZUvclYRBk
bIEkmW38-gA,139,2,1,0,1,bIEkmW38-gA
MwD1nU56UhQ,255,1,0,0,0,MwD1nU56UhQ
rkhNCak2jqc,304,3,4,0,0,rkhNCak2jqc
Db4IoPS6sZ8,7685,56,6,0,12,Db4IoPS6sZ8
iJyyZpSXKCc,800,4,3,0,0,iJyyZpSXKCc
qObJlQM8NMA,603,8,0,0,3,qObJlQM8NMA
iHspKQ8cAvY,2363,17,1,0,NA,iHspKQ8cAvY
YdHvLJJeBUA,770,11,13,0,12,YdHvLJJeBUA
HVE9B6DG2hc,6503,17,4,0,3,HVE9B6DG2hc
wTKDQRsxq4o,220,1,0,0,0,wTKDQRsxq4o
DnqLQiOgUHk,333,6,0,0,0,DnqLQiOgUHk
RSaSzAx4zGM,957,2,7,0,7,RSaSzAx4zGM
PADl-xffi9A,14561,77,27,0,0,PADl-xffi9A
_ePvocLwJOY,3944,15,52,0,40,_ePvocLwJOY
nOgUInAdrWw,6388,NA,NA,0,NA,nOgUInAdrWw
fqObS94g_uo,8154,NA,NA,0,16,fqObS94g_uo
s7LF7qKZq5c,2182,4,14,0,4,s7LF7qKZq5c
62YDeKq4vQM,7800,212,1,0,37,62YDeKq4vQM
XEsW3rtS4-Q,175,2,1,0,1,XEsW3rtS4-Q
6vY-gkGWjyQ,3669,11,15,0,31,6vY-gkGWjyQ
cgZ4Th0imi4,470,0,0,0,6,cgZ4Th0imi4
l66yCfcu48Q,3402,119,1,0,14,l66yCfcu48Q
nvmF_ZFhp1A,8810,29,11,0,8,nvmF_ZFhp1A
lIkIioQiZBA,36897,NA,NA,0,34,lIkIioQiZBA
9dgYgrf7WYg,226687,161,594,0,537,9dgYgrf7WYg
VHAh1JFGVyg,1111,7,3,0,5,VHAh1JFGVyg
m4cg-yZiAkg,871,3,1,0,6,m4cg-yZiAkg
RAxqgyE0t7s,5315,74,3,0,19,RAxqgyE0t7s
YmFwKbPnugY,817,2,1,0,0,YmFwKbPnugY
488wysvVQ78,9835,64,2,0,48,488wysvVQ78
qsMa2azv-Zg,279,3,8,0,9,qsMa2azv-Zg
fvV0mZ43jeQ,1090,10,0,0,1,fvV0mZ43jeQ
GywVQfy0LGM,923,6,4,0,3,GywVQfy0LGM
tCSmiNBMFrY,12938,NA,NA,0,11,tCSmiNBMFrY
lzTQX8KeBPM,16,0,0,0,0,lzTQX8KeBPM
DbN5EOYDovg,15927,159,17,0,113,DbN5EOYDovg
VPn0OqVNINE,695,2,2,0,1,VPn0OqVNINE
4fpRDG4eapQ,1539,21,2,0,24,4fpRDG4eapQ
_Z9XbiiKdFc,1334,11,0,0,1,_Z9XbiiKdFc
hii9tf2n0_Q,5561,14,4,0,10,hii9tf2n0_Q
qF-m6ZUhTJo,21531,124,25,0,24,qF-m6ZUhTJo
u5IN9s7jSiw,698,0,0,0,0,u5IN9s7jSiw
jQEZhbuMywM,1394,10,0,0,7,jQEZhbuMywM
vIel-WjBWQY,11902,193,8,0,98,vIel-WjBWQY
GNzjfIIOpFs,425,1,0,0,0,GNzjfIIOpFs
rLznL2viucA,12367,253,7,0,62,rLznL2viucA
rj4lhRQH2Tg,4082,14,1,0,37,rj4lhRQH2Tg
GvNF9VtUs44,26,0,0,0,0,GvNF9VtUs44
V1lozW9J33Q,790,5,2,0,11,V1lozW9J33Q
PsBTUY6MneY,66,0,1,0,0,PsBTUY6MneY
58tHz-VhgEU,631,3,0,0,4,58tHz-VhgEU
Gl7KYFLxwLY,1663,8,1,0,3,Gl7KYFLxwLY
kXm2-VmDd4k,38,0,0,0,0,kXm2-VmDd4k
jecJi5v5dM4,1504,1,1,0,5,jecJi5v5dM4
UqET_uFcXmU,362,0,0,0,0,UqET_uFcXmU
SUOWs4njTXU,135,0,0,0,1,SUOWs4njTXU
86Na-DAI58Y,60,1,0,0,0,86Na-DAI58Y
0m-Uux5EOXE,120,1,2,0,0,0m-Uux5EOXE
RKscTquQs5Q,2373,4,9,0,6,RKscTquQs5Q
bLvQ4MOfe1A,7632,109,4,0,16,bLvQ4MOfe1A
koOfiW96zNs,13314,14,21,0,42,koOfiW96zNs
nv1OQbcBhbM,3205,74,1,0,11,nv1OQbcBhbM
bMz9DdTS7Fo,147,2,1,0,0,bMz9DdTS7Fo
sDb1MZqgOCg,1194,3,0,0,4,sDb1MZqgOCg
DrRo_zBPgu4,71,0,0,0,0,DrRo_zBPgu4
ak2hAyB_zjw,882,9,0,0,4,ak2hAyB_zjw
ki5ATzRnuoc,4445,18,23,0,20,ki5ATzRnuoc
fPjelbf2Nik,355,0,0,0,1,fPjelbf2Nik
OlQsRTbaGUc,957,6,1,0,16,OlQsRTbaGUc
xGe4WoVMtDo,906,4,0,0,6,xGe4WoVMtDo
jYNe-QazjmY,586,7,0,0,0,jYNe-QazjmY
1BVFzHBqc7k,309,1,1,0,2,1BVFzHBqc7k
Y9pjS7nAlnk,567,0,1,0,2,Y9pjS7nAlnk
VKsAYofnplY,744,0,1,0,0,VKsAYofnplY
7HNSv9u_7OE,5161,129,4,0,17,7HNSv9u_7OE
vHLiW3Qboi0,430,NA,NA,0,2,vHLiW3Qboi0
rcsi8iucEIc,84,0,1,0,2,rcsi8iucEIc
Fu8fKzzC4Ko,658,0,1,0,2,Fu8fKzzC4Ko
pkybE-7O94k,4366,59,4,0,14,pkybE-7O94k
dcRWSfJhJfU,823,1,6,0,1,dcRWSfJhJfU
Jj7Rs0TjIqc,3306,36,5,0,11,Jj7Rs0TjIqc
Cwp-SYtqOrE,8724,NA,NA,0,18,Cwp-SYtqOrE
liDKrA3nKyI,382,0,0,0,0,liDKrA3nKyI
X1KC7qzxGiw,712,3,1,0,5,X1KC7qzxGiw
mvk7TEzv-wI,570,2,0,0,3,mvk7TEzv-wI
6eu3ObxaXP0,9223,96,7,0,58,6eu3ObxaXP0
M9vUiNk2HWY,559,1,3,0,3,M9vUiNk2HWY
oM7EOWRMC_E,261,0,0,0,0,oM7EOWRMC_E
jLjvGmbws1o,8110,NA,NA,0,9,jLjvGmbws1o
jZ-m3thIpnA,161,1,0,0,1,jZ-m3thIpnA
gLxSrzq_h6I,3767,132,10,0,15,gLxSrzq_h6I
AQezZzOqv7M,8832,42,58,0,69,AQezZzOqv7M
SADs-2AzzI4,1318,9,0,0,8,SADs-2AzzI4
443zFU7Slb8,299,1,1,0,3,443zFU7Slb8
dGCPzc2EafE,318,7,0,0,3,dGCPzc2EafE
3T4JMlcruVI,775,9,0,0,0,3T4JMlcruVI
W2P5G_9PsWE,347,1,1,0,0,W2P5G_9PsWE
6MM5wwJFA1o,459,4,2,0,1,6MM5wwJFA1o
jwqg8svLKiA,8335,210,7,0,26,jwqg8svLKiA
0Oote4ZjKsk,84,1,1,0,0,0Oote4ZjKsk
54o_MqbxabQ,19,0,1,0,0,54o_MqbxabQ
rLjXV02_CAc,9833,18,71,0,117,rLjXV02_CAc
bcj5516zZGU,1709,29,1,0,8,bcj5516zZGU
KK35IRwTeLg,1258,3,1,0,5,KK35IRwTeLg
6m6wh8Q8ZlM,941,4,9,0,7,6m6wh8Q8ZlM
nBg7yKRBMXw,619,2,1,0,2,nBg7yKRBMXw
MaPBjATHrjo,1851,18,23,0,25,MaPBjATHrjo
0sWD1NNqMeI,305,1,2,0,0,0sWD1NNqMeI
3Jb4JFbik4U,271,3,1,0,0,3Jb4JFbik4U
Vp4b5SvN1Yw,814,1,3,0,8,Vp4b5SvN1Yw
2g_WuU1InGc,1375,4,12,0,6,2g_WuU1InGc
xtTDbca06f0,39241,37,43,0,28,xtTDbca06f0
EiNOuqho8o4,481,2,1,0,3,EiNOuqho8o4
uhgtXeSeQg4,3394,7,11,0,7,uhgtXeSeQg4
QEotHtVpuKM,2323,28,0,0,4,QEotHtVpuKM
iSqsdT6B4AU,758,17,0,0,0,iSqsdT6B4AU
sz4W2CumEmI,620,NA,NA,0,NA,sz4W2CumEmI
ilbgBg8XkaQ,10190,354,2,0,92,ilbgBg8XkaQ
zpLIFE7K1ms,252,2,0,0,1,zpLIFE7K1ms
iKO-I1YOhmw,100,0,1,0,0,iKO-I1YOhmw
sYAacrf3HQs,1055,1,0,0,2,sYAacrf3HQs
6gjHSA8vVM8,607,2,1,0,4,6gjHSA8vVM8
HOylpQa4MhI,224,NA,NA,0,NA,HOylpQa4MhI
ZZntslAK8eg,3911,60,4,0,24,ZZntslAK8eg
2keWCz8XGag,9374,163,8,0,94,2keWCz8XGag
qZ8lbvB4-Cw,420,1,0,0,6,qZ8lbvB4-Cw
E8ode5wcRgE,444,0,0,0,0,E8ode5wcRgE
wgqS2a6nBls,5034,NA,NA,0,21,wgqS2a6nBls
RUu4fkns2Ls,280,1,0,0,0,RUu4fkns2Ls
REqwWEKBpLE,331,0,0,0,2,REqwWEKBpLE
Bnqzo7r1VGk,775,3,7,0,3,Bnqzo7r1VGk
XyV3X3MpO-w,423,3,10,0,6,XyV3X3MpO-w
LaPUQ9Y6R1A,160,0,0,0,0,LaPUQ9Y6R1A
ubRnuEEW2LM,719,2,3,0,12,ubRnuEEW2LM
RspDVfVHJZU,788,5,0,0,1,RspDVfVHJZU
-8X64psZyLA,3840,48,4,0,10,-8X64psZyLA
8RHpk7pyfHA,264,NA,NA,0,3,8RHpk7pyfHA
3xRPWz94wnA,6461,64,6,0,11,3xRPWz94wnA
qFgnVqLG884,635,0,2,0,10,qFgnVqLG884
ainPzg6I5yA,1213,6,17,0,10,ainPzg6I5yA
_tXDR5wDCBU,3640,21,1,0,9,_tXDR5wDCBU
eRqpB4ByJC4,154,3,0,0,2,eRqpB4ByJC4
lhs45_iUbmc,1065,5,2,0,1,lhs45_iUbmc
kXpS91gE-v0,142,2,0,0,0,kXpS91gE-v0
l7ko75mpsgg,697,1,6,0,8,l7ko75mpsgg
NYnVxNTTv68,773,6,5,0,11,NYnVxNTTv68
mSpc_08bjkM,4135,8,45,0,41,mSpc_08bjkM
BmIRPtPH11w,4454,6,31,0,10,BmIRPtPH11w
ypw15l0Zans,17,NA,NA,0,NA,ypw15l0Zans
s2yF8TcbdEg,0,0,0,0,0,s2yF8TcbdEg
7zHavy7AZag,3,0,0,0,0,7zHavy7AZag
BcAvyzUG8b8,137998,3633,113,0,1324,BcAvyzUG8b8
Srp4y1lfagM,94136,2891,136,0,812,Srp4y1lfagM
kx-xJm8QJa4,182694,2348,87,0,600,kx-xJm8QJa4
KCYmWwGjzBU,38119,889,50,0,16,KCYmWwGjzBU
IizSv0dzq_4,366680,3744,276,0,1609,IizSv0dzq_4
gbIjTZ-6-Tw,22040,928,11,0,286,gbIjTZ-6-Tw
tRfwbn7mPsw,690416,5290,391,0,4236,tRfwbn7mPsw
Q6ROtilGPH0,282524,2716,84,0,880,Q6ROtilGPH0
MDEeAHK_rgY,13284,470,27,0,142,MDEeAHK_rgY
a7Vicm_NgTM,269736,1400,79,0,1942,a7Vicm_NgTM
FNgPpRyjL_w,24130,614,27,0,216,FNgPpRyjL_w
fDhHPYhrQsM,32033,567,16,0,137,fDhHPYhrQsM
6CXobUuF_P4,56144,949,70,0,597,6CXobUuF_P4
k2AO7VHyjUA,32118,238,39,0,58,k2AO7VHyjUA
dGqLazWqFjs,1073419,4301,341,0,2419,dGqLazWqFjs
7fgGd8FKu6c,122855,2381,177,0,827,7fgGd8FKu6c
mK7lX0_VvNQ,15292,734,10,0,155,mK7lX0_VvNQ
7gxmqLPA_3s,297970,5203,460,0,2424,7gxmqLPA_3s
1rUIvwicNGY,9333,660,17,0,3,1rUIvwicNGY
Kt0wzMKz7qI,19084,849,28,0,246,Kt0wzMKz7qI
4ddzKE7rgbE,660325,NA,NA,0,1010,4ddzKE7rgbE
KY3PeZpeshs,7045,122,5,0,20,KY3PeZpeshs
dNApoZvv_xs,7428,213,5,0,49,dNApoZvv_xs
5jOe0Mx63Ac,515779,4233,404,0,553,5jOe0Mx63Ac
PhNvYE5EnFY,431053,7043,295,0,1554,PhNvYE5EnFY
PvTUVGcq80o,908814,10631,522,0,2659,PvTUVGcq80o
d-FuQX3UBO8,329711,1738,523,0,4589,d-FuQX3UBO8
sTBF-_1VL8s,394960,5978,119,0,1057,sTBF-_1VL8s
jBtF7HMYmuo,41831,1342,37,0,342,jBtF7HMYmuo
dHh8dZhb5BU,30629,1130,17,0,241,dHh8dZhb5BU
JuZJJ5AnMqw,25408,855,17,0,88,JuZJJ5AnMqw
gQDywIRdn9I,11278,435,15,0,75,gQDywIRdn9I
UBqi96_a0B0,344534,2657,362,0,428,UBqi96_a0B0
_B7n7LdxpGQ,545877,4024,803,0,1158,_B7n7LdxpGQ
HsJzi2dm9HU,3519,197,2,0,43,HsJzi2dm9HU
XhoVvwnMSOY,39570,520,19,0,173,XhoVvwnMSOY
-wq21oyADGU,823949,4726,280,0,1367,-wq21oyADGU
qzfLVekjPJA,7574,635,4,0,240,qzfLVekjPJA
tm9HhIFr5ZM,24950,880,28,0,287,tm9HhIFr5ZM
sbtqjPE1Wfg,43511,1225,40,0,387,sbtqjPE1Wfg
M_8rm2kvhjE,101629,1938,150,0,671,M_8rm2kvhjE
kz99usJoavo,176585,2104,66,0,437,kz99usJoavo
tlvihszEZC8,72211,1516,71,0,0,tlvihszEZC8
-ziZBUQlPH0,313356,2050,55,0,920,-ziZBUQlPH0
KehAOxMfM4U,19234,435,24,0,1,KehAOxMfM4U
eb5bVEL3Um8,51421,1172,30,0,160,eb5bVEL3Um8
OKECphdstLc,28535,1238,14,0,201,OKECphdstLc
yCCGo9s2oAA,117138,1244,97,0,502,yCCGo9s2oAA
aMTMj02ZSCU,36395,1121,36,0,275,aMTMj02ZSCU
tmUr06qw-sM,59106,794,69,0,207,tmUr06qw-sM
cDEzTY61kTg,222305,4697,101,0,1007,cDEzTY61kTg
XV8ZMLwysBI,20376,515,24,0,62,XV8ZMLwysBI
yXcc-iZBTj8,12910,401,11,0,69,yXcc-iZBTj8
dcTVRmU2tZk,58123,2284,51,0,416,dcTVRmU2tZk
39n-oO6jlBk,1023780,6079,588,0,4485,39n-oO6jlBk
Y_0hshR9RvY,202948,2562,49,0,510,Y_0hshR9RvY
ReAK5CEoBhg,70859,438,17,0,138,ReAK5CEoBhg
2wJLbjAqv4M,12536,548,13,0,134,2wJLbjAqv4M
ODexLVW7GMQ,39183,1032,41,0,197,ODexLVW7GMQ
ALsaE9VLBDI,6733,401,3,0,53,ALsaE9VLBDI
ipCmg7Le7nE,212864,1368,119,0,621,ipCmg7Le7nE
cucA_eG3-P0,246944,3565,47,0,683,cucA_eG3-P0
xkadfdp98x4,192176,1274,194,0,645,xkadfdp98x4
UzX93I6n4jg,81215,743,35,0,253,UzX93I6n4jg
3Ca4DXbzd5o,96212,3071,374,0,421,3Ca4DXbzd5o
aMvDHPpozZY,26331,1045,11,0,180,aMvDHPpozZY
iYJNOqijY7U,315681,2784,252,0,2337,iYJNOqijY7U
gjRExR4n87E,94754,2749,43,0,561,gjRExR4n87E
JCaZnO2tNiE,251914,2474,313,0,812,JCaZnO2tNiE
-afU0dniB4k,17759,735,37,0,166,-afU0dniB4k
PxStAKNrEjg,203253,1577,142,0,442,PxStAKNrEjg
_ttpwW27ULs,122158,2265,55,0,584,_ttpwW27ULs
ius6msSePEU,28606,438,12,0,141,ius6msSePEU
6Oepd2duyAg,85175,389,152,0,146,6Oepd2duyAg
2eVYQjhpiJM,40195,1244,51,0,361,2eVYQjhpiJM
s_YjmTuXcGk,491002,2540,130,0,646,s_YjmTuXcGk
2XlOY6TyIwQ,3145,417,1,0,82,2XlOY6TyIwQ
WfyPLXsKxxg,198718,4017,119,0,1030,WfyPLXsKxxg
O4RRQqUy3XQ,64509,1364,78,0,519,O4RRQqUy3XQ
5qR3LRnvzKM,11194,412,5,0,97,5qR3LRnvzKM
KcbuS0V02ro,14118,239,26,0,50,KcbuS0V02ro
ydxBpf-cprI,26766,1266,10,0,183,ydxBpf-cprI
CyyZZ_X0Z7w,72576,1378,109,0,778,CyyZZ_X0Z7w
fKYFl7lopkU,54619,2193,50,0,508,fKYFl7lopkU
32kBdFRxkNg,147979,3453,117,0,995,32kBdFRxkNg
FqtmoAv87hY,364643,NA,NA,0,505,FqtmoAv87hY
aR8x7VseR-c,8287,218,10,0,47,aR8x7VseR-c
jCRLknssceY,643667,3749,129,0,1564,jCRLknssceY
gYGyxpVX7jI,98867,1257,85,0,802,gYGyxpVX7jI
NePFSc3hzG4,8828,502,15,0,2,NePFSc3hzG4
O6QMKwd0w5Q,240763,4634,137,0,1090,O6QMKwd0w5Q
yzaAW5j9YgQ,1138,59,2,0,17,yzaAW5j9YgQ
Bun91XbVZJQ,32820,NA,NA,0,NA,Bun91XbVZJQ
9f8LSc_AVbY,1305980,16232,733,0,3936,9f8LSc_AVbY
9Viyswpa9UU,17612,461,9,0,78,9Viyswpa9UU
HYfpGmT7RyM,2907,111,20,0,62,HYfpGmT7RyM
kuQa1Q0GlOs,161328,1718,33,0,228,kuQa1Q0GlOs
Mvp8d9KMyt8,326726,1517,89,0,476,Mvp8d9KMyt8
lXHEVTupJ7I,22814,787,16,0,260,lXHEVTupJ7I
z8hCcRHCAcw,186017,1073,49,0,760,z8hCcRHCAcw
