"COUNTRY","Country","SERIES","Series","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CZE","Czech Republic","CNPNCU","2015 constant prices and NCU","2011","2011","CZK","Czech Koruna","0","Units","2015","2015",309606,,
"CZE","Czech Republic","CNPNCU","2015 constant prices and NCU","2012","2012","CZK","Czech Koruna","0","Units","2015","2015",309387,,
"CZE","Czech Republic","CNPNCU","2015 constant prices and NCU","2013","2013","CZK","Czech Koruna","0","Units","2015","2015",305972,,
"CZE","Czech Republic","CNPNCU","2015 constant prices and NCU","2014","2014","CZK","Czech Koruna","0","Units","2015","2015",307981,,
"CZE","Czech Republic","CNPNCU","2015 constant prices and NCU","2015","2015","CZK","Czech Koruna","0","Units","2015","2015",314199,,
"DNK","Denmark","CNPNCU","2015 constant prices and NCU","2000","2000","DKK","Danish Krone","0","Units","2015","2015",349758,,
"DNK","Denmark","CNPNCU","2015 constant prices and NCU","2001","2001","DKK","Danish Krone","0","Units","2015","2015",352387,,
"DNK","Denmark","CNPNCU","2015 constant prices and NCU","2002","2002","DKK","Danish Krone","0","Units","2015","2015",360479,,
"DNK","Denmark","CNPNCU","2015 constant prices and NCU","2003","2003","DKK","Danish Krone","0","Units","2015","2015",369471,,
"DNK","Denmark","CNPNCU","2015 constant prices and NCU","2004","2004","DKK","Danish Krone","0","Units","2015","2015",377953,,
"DNK","Denmark","CNPNCU","2015 constant prices and NCU","2005","2005","DKK","Danish Krone","0","Units","2015","2015",384531,,
"DNK","Denmark","CNPNCU","2015 constant prices and NCU","2006","2006","DKK","Danish Krone","0","Units","2015","2015",391317,,
"DNK","Denmark","CNPNCU","2015 constant prices and NCU","2007","2007","DKK","Danish Krone","0","Units","2015","2015",395947,,
"DNK","Denmark","CNPNCU","2015 constant prices and NCU","2008","2008","DKK","Danish Krone","0","Units","2015","2015",401385,,
"DNK","Denmark","CNPNCU","2015 constant prices and NCU","2009","2009","DKK","Danish Krone","0","Units","2015","2015",411087,,
"DNK","Denmark","CNPNCU","2015 constant prices and NCU","2010","2010","DKK","Danish Krone","0","Units","2015","2015",415461,,
"DNK","Denmark","CNPNCU","2015 constant prices and NCU","2011","2011","DKK","Danish Krone","0","Units","2015","2015",413404,,
"DNK","Denmark","CNPNCU","2015 constant prices and NCU","2012","2012","DKK","Danish Krone","0","Units","2015","2015",412442,,
"DNK","Denmark","CNPNCU","2015 constant prices and NCU","2013","2013","DKK","Danish Krone","0","Units","2015","2015",413178,,
"DNK","Denmark","CNPNCU","2015 constant prices and NCU","2014","2014","DKK","Danish Krone","0","Units","2015","2015",420094,,
"DNK","Denmark","CNPNCU","2015 constant prices and NCU","2015","2015","DKK","Danish Krone","0","Units","2015","2015",428396,,
"FIN","Finland","CNPNCU","2015 constant prices and NCU","2000","2000","EUR","Euro","0","Units","2015","2015",34522,,
"FIN","Finland","CNPNCU","2015 constant prices and NCU","2001","2001","EUR","Euro","0","Units","2015","2015",34903,,
"FIN","Finland","CNPNCU","2015 constant prices and NCU","2002","2002","EUR","Euro","0","Units","2015","2015",35101,,
"FIN","Finland","CNPNCU","2015 constant prices and NCU","2003","2003","EUR","Euro","0","Units","2015","2015",35777,,
"FIN","Finland","CNPNCU","2015 constant prices and NCU","2004","2004","EUR","Euro","0","Units","2015","2015",36974,,
"FIN","Finland","CNPNCU","2015 constant prices and NCU","2005","2005","EUR","Euro","0","Units","2015","2015",37825,,
"FIN","Finland","CNPNCU","2015 constant prices and NCU","2006","2006","EUR","Euro","0","Units","2015","2015",38705,,
"FIN","Finland","CNPNCU","2015 constant prices and NCU","2007","2007","EUR","Euro","0","Units","2015","2015",39295,,
"FIN","Finland","CNPNCU","2015 constant prices and NCU","2008","2008","EUR","Euro","0","Units","2015","2015",39676,,
"FIN","Finland","CNPNCU","2015 constant prices and NCU","2009","2009","EUR","Euro","0","Units","2015","2015",39996,,
"FIN","Finland","CNPNCU","2015 constant prices and NCU","2010","2010","EUR","Euro","0","Units","2015","2015",40624,,
"FIN","Finland","CNPNCU","2015 constant prices and NCU","2011","2011","EUR","Euro","0","Units","2015","2015",40764,,
"FIN","Finland","CNPNCU","2015 constant prices and NCU","2012","2012","EUR","Euro","0","Units","2015","2015",40792,,
"FIN","Finland","CNPNCU","2015 constant prices and NCU","2013","2013","EUR","Euro","0","Units","2015","2015",40354,,
"FIN","Finland","CNPNCU","2015 constant prices and NCU","2014","2014","EUR","Euro","0","Units","2015","2015",40415,,
"FIN","Finland","CNPNCU","2015 constant prices and NCU","2015","2015","EUR","Euro","0","Units","2015","2015",40893,,
"FRA","France","CNPNCU","2015 constant prices and NCU","2000","2000","EUR","Euro","0","Units","2015","2015",30892,,
"FRA","France","CNPNCU","2015 constant prices and NCU","2001","2001","EUR","Euro","0","Units","2015","2015",31096,,
"FRA","France","CNPNCU","2015 constant prices and NCU","2002","2002","EUR","Euro","0","Units","2015","2015",31933,,
"FRA","France","CNPNCU","2015 constant prices and NCU","2003","2003","EUR","Euro","0","Units","2015","2015",32199,,
"FRA","France","CNPNCU","2015 constant prices and NCU","2004","2004","EUR","Euro","0","Units","2015","2015",32725,,
"FRA","France","CNPNCU","2015 constant prices and NCU","2005","2005","EUR","Euro","0","Units","2015","2015",33118,,
"FRA","France","CNPNCU","2015 constant prices and NCU","2006","2006","EUR","Euro","0","Units","2015","2015",33484,,
"FRA","France","CNPNCU","2015 constant prices and NCU","2007","2007","EUR","Euro","0","Units","2015","2015",33623,,
"FRA","France","CNPNCU","2015 constant prices and NCU","2008","2008","EUR","Euro","0","Units","2015","2015",33559,,
"FRA","France","CNPNCU","2015 constant prices and NCU","2009","2009","EUR","Euro","0","Units","2015","2015",34585,,
"FRA","France","CNPNCU","2015 constant prices and NCU","2010","2010","EUR","Euro","0","Units","2015","2015",35274,,
"FRA","France","CNPNCU","2015 constant prices and NCU","2011","2011","EUR","Euro","0","Units","2015","2015",35211,,
"FRA","France","CNPNCU","2015 constant prices and NCU","2012","2012","EUR","Euro","0","Units","2015","2015",35443,,
"FRA","France","CNPNCU","2015 constant prices and NCU","2013","2013","EUR","Euro","0","Units","2015","2015",35606,,
"FRA","France","CNPNCU","2015 constant prices and NCU","2014","2014","EUR","Euro","0","Units","2015","2015",35992,,
"FRA","France","CNPNCU","2015 constant prices and NCU","2015","2015","EUR","Euro","0","Units","2015","2015",36491,,
"DEU","Germany","CNPNCU","2015 constant prices and NCU","2000","2000","EUR","Euro","0","Units","2015","2015",34034,,
"DEU","Germany","CNPNCU","2015 constant prices and NCU","2001","2001","EUR","Euro","0","Units","2015","2015",34374,,
"DEU","Germany","CNPNCU","2015 constant prices and NCU","2002","2002","EUR","Euro","0","Units","2015","2015",34554,,
"DEU","Germany","CNPNCU","2015 constant prices and NCU","2003","2003","EUR","Euro","0","Units","2015","2015",34509,,
"DEU","Germany","CNPNCU","2015 constant prices and NCU","2004","2004","EUR","Euro","0","Units","2015","2015",34507,,
"DEU","Germany","CNPNCU","2015 constant prices and NCU","2005","2005","EUR","Euro","0","Units","2015","2015",34447,,
"DEU","Germany","CNPNCU","2015 constant prices and NCU","2006","2006","EUR","Euro","0","Units","2015","2015",34475,,
"DEU","Germany","CNPNCU","2015 constant prices and NCU","2007","2007","EUR","Euro","0","Units","2015","2015",34416,,
"DEU","Germany","CNPNCU","2015 constant prices and NCU","2008","2008","EUR","Euro","0","Units","2015","2015",34634,,
"DEU","Germany","CNPNCU","2015 constant prices and NCU","2009","2009","EUR","Euro","0","Units","2015","2015",34771,,
"DEU","Germany","CNPNCU","2015 constant prices and NCU","2010","2010","EUR","Euro","0","Units","2015","2015",34912,,
"DEU","Germany","CNPNCU","2015 constant prices and NCU","2011","2011","EUR","Euro","0","Units","2015","2015",35522,,
"DEU","Germany","CNPNCU","2015 constant prices and NCU","2012","2012","EUR","Euro","0","Units","2015","2015",35905,,
"DEU","Germany","CNPNCU","2015 constant prices and NCU","2013","2013","EUR","Euro","0","Units","2015","2015",36268,,
"DEU","Germany","CNPNCU","2015 constant prices and NCU","2014","2014","EUR","Euro","0","Units","2015","2015",36789,,
"DEU","Germany","CNPNCU","2015 constant prices and NCU","2015","2015","EUR","Euro","0","Units","2015","2015",37613,,
"GRC","Greece","CNPNCU","2015 constant prices and NCU","2000","2000","EUR","Euro","0","Units","2015","2015",17973,,
"GRC","Greece","CNPNCU","2015 constant prices and NCU","2001","2001","EUR","Euro","0","Units","2015","2015",18334,,
"GRC","Greece","CNPNCU","2015 constant prices and NCU","2002","2002","EUR","Euro","0","Units","2015","2015",20038,,
"GRC","Greece","CNPNCU","2015 constant prices and NCU","2003","2003","EUR","Euro","0","Units","2015","2015",20908,,
"GRC","Greece","CNPNCU","2015 constant prices and NCU","2004","2004","EUR","Euro","0","Units","2015","2015",21283,,
"GRC","Greece","CNPNCU","2015 constant prices and NCU","2005","2005","EUR","Euro","0","Units","2015","2015",21219,,
"GRC","Greece","CNPNCU","2015 constant prices and NCU","2006","2006","EUR","Euro","0","Units","2015","2015",21473,,
"GRC","Greece","CNPNCU","2015 constant prices and NCU","2007","2007","EUR","Euro","0","Units","2015","2015",21467,,
"GRC","Greece","CNPNCU","2015 constant prices and NCU","2008","2008","EUR","Euro","0","Units","2015","2015",21145,,
"GRC","Greece","CNPNCU","2015 constant prices and NCU","2009","2009","EUR","Euro","0","Units","2015","2015",22137,,
"GRC","Greece","CNPNCU","2015 constant prices and NCU","2010","2010","EUR","Euro","0","Units","2015","2015",20663,,
"GRC","Greece","CNPNCU","2015 constant prices and NCU","2011","2011","EUR","Euro","0","Units","2015","2015",19307,,
"GRC","Greece","CNPNCU","2015 constant prices and NCU","2012","2012","EUR","Euro","0","Units","2015","2015",18433,,
"GRC","Greece","CNPNCU","2015 constant prices and NCU","2013","2013","EUR","Euro","0","Units","2015","2015",17363,,
"GRC","Greece","CNPNCU","2015 constant prices and NCU","2014","2014","EUR","Euro","0","Units","2015","2015",17489,,
"GRC","Greece","CNPNCU","2015 constant prices and NCU","2015","2015","EUR","Euro","0","Units","2015","2015",17642,,
"HUN","Hungary","CNPNCU","2015 constant prices and NCU","2000","2000","HUF","Forint","0","Units","2015","2015",2321381,,
"HUN","Hungary","CNPNCU","2015 constant prices and NCU","2001","2001","HUF","Forint","0","Units","2015","2015",2486613,,
"HUN","Hungary","CNPNCU","2015 constant prices and NCU","2002","2002","HUF","Forint","0","Units","2015","2015",2615758,,
"HUN","Hungary","CNPNCU","2015 constant prices and NCU","2003","2003","HUF","Forint","0","Units","2015","2015",2854237,,
"HUN","Hungary","CNPNCU","2015 constant prices and NCU","2004","2004","HUF","Forint","0","Units","2015","2015",2989025,,
"HUN","Hungary","CNPNCU","2015 constant prices and NCU","2005","2005","HUF","Forint","0","Units","2015","2015",3100157,,
"HUN","Hungary","CNPNCU","2015 constant prices and NCU","2006","2006","HUF","Forint","0","Units","2015","2015",3159619,,
"HUN","Hungary","CNPNCU","2015 constant prices and NCU","2007","2007","HUF","Forint","0","Units","2015","2015",3119590,,
"HUN","Hungary","CNPNCU","2015 constant prices and NCU","2008","2008","HUF","Forint","0","Units","2015","2015",3158670,,
"HUN","Hungary","CNPNCU","2015 constant prices and NCU","2009","2009","HUF","Forint","0","Units","2015","2015",3046513,,
"HUN","Hungary","CNPNCU","2015 constant prices and NCU","2010","2010","HUF","Forint","0","Units","2015","2015",3027636,,
"HUN","Hungary","CNPNCU","2015 constant prices and NCU","2011","2011","HUF","Forint","0","Units","2015","2015",3019257,,
"HUN","Hungary","CNPNCU","2015 constant prices and NCU","2012","2012","HUF","Forint","0","Units","2015","2015",2923659,,
"HUN","Hungary","CNPNCU","2015 constant prices and NCU","2013","2013","HUF","Forint","0","Units","2015","2015",2920772,,
"HUN","Hungary","CNPNCU","2015 constant prices and NCU","2014","2014","HUF","Forint","0","Units","2015","2015",2891464,,
"HUN","Hungary","CNPNCU","2015 constant prices and NCU","2015","2015","HUF","Forint","0","Units","2015","2015",2977799,,
"IRL","Ireland","CNPNCU","2015 constant prices and NCU","2000","2000","EUR","Euro","0","Units","2015","2015",38474,,
"IRL","Ireland","CNPNCU","2015 constant prices and NCU","2001","2001","EUR","Euro","0","Units","2015","2015",39613,,
"IRL","Ireland","CNPNCU","2015 constant prices and NCU","2002","2002","EUR","Euro","0","Units","2015","2015",39625,,
"IRL","Ireland","CNPNCU","2015 constant prices and NCU","2003","2003","EUR","Euro","0","Units","2015","2015",40805,,
"IRL","Ireland","CNPNCU","2015 constant prices and NCU","2004","2004","EUR","Euro","0","Units","2015","2015",42160,,
"IRL","Ireland","CNPNCU","2015 constant prices and NCU","2005","2005","EUR","Euro","0","Units","2015","2015",43906,,
"IRL","Ireland","CNPNCU","2015 constant prices and NCU","2006","2006","EUR","Euro","0","Units","2015","2015",44542,,
"IRL","Ireland","CNPNCU","2015 constant prices and NCU","2007","2007","EUR","Euro","0","Units","2015","2015",45758,,
"IRL","Ireland","CNPNCU","2015 constant prices and NCU","2008","2008","EUR","Euro","0","Units","2015","2015",47057,,
"IRL","Ireland","CNPNCU","2015 constant prices and NCU","2009","2009","EUR","Euro","0","Units","2015","2015",50658,,
"IRL","Ireland","CNPNCU","2015 constant prices and NCU","2010","2010","EUR","Euro","0","Units","2015","2015",49789,,
"IRL","Ireland","CNPNCU","2015 constant prices and NCU","2011","2011","EUR","Euro","0","Units","2015","2015",49469,,
"IRL","Ireland","CNPNCU","2015 constant prices and NCU","2012","2012","EUR","Euro","0","Units","2015","2015",49168,,
"IRL","Ireland","CNPNCU","2015 constant prices and NCU","2013","2013","EUR","Euro","0","Units","2015","2015",47617,,
"IRL","Ireland","CNPNCU","2015 constant prices and NCU","2014","2014","EUR","Euro","0","Units","2015","2015",47187,,
"IRL","Ireland","CNPNCU","2015 constant prices and NCU","2015","2015","EUR","Euro","0","Units","2015","2015",47366,,
"ITA","Italy","CNPNCU","2015 constant prices and NCU","2000","2000","EUR","Euro","0","Units","2015","2015",28396,,
"ITA","Italy","CNPNCU","2015 constant prices and NCU","2001","2001","EUR","Euro","0","Units","2015","2015",28535,,
"ITA","Italy","CNPNCU","2015 constant prices and NCU","2002","2002","EUR","Euro","0","Units","2015","2015",28342,,
"ITA","Italy","CNPNCU","2015 constant prices and NCU","2003","2003","EUR","Euro","0","Units","2015","2015",28313,,
"ITA","Italy","CNPNCU","2015 constant prices and NCU","2004","2004","EUR","Euro","0","Units","2015","2015",28889,,
"ITA","Italy","CNPNCU","2015 constant prices and NCU","2005","2005","EUR","Euro","0","Units","2015","2015",29219,,
"ITA","Italy","CNPNCU","2015 constant prices and NCU","2006","2006","EUR","Euro","0","Units","2015","2015",29422,,
"ITA","Italy","CNPNCU","2015 constant prices and NCU","2007","2007","EUR","Euro","0","Units","2015","2015",29391,,
"ITA","Italy","CNPNCU","2015 constant prices and NCU","2008","2008","EUR","Euro","0","Units","2015","2015",29423,,
"ITA","Italy","CNPNCU","2015 constant prices and NCU","2009","2009","EUR","Euro","0","Units","2015","2015",29569,,
"ITA","Italy","CNPNCU","2015 constant prices and NCU","2010","2010","EUR","Euro","0","Units","2015","2015",29851,,
"ITA","Italy","CNPNCU","2015 constant prices and NCU","2011","2011","EUR","Euro","0","Units","2015","2015",29388,,
"ITA","Italy","CNPNCU","2015 constant prices and NCU","2012","2012","EUR","Euro","0","Units","2015","2015",28502,,
"ITA","Italy","CNPNCU","2015 constant prices and NCU","2013","2013","EUR","Euro","0","Units","2015","2015",28543,,
"ITA","Italy","CNPNCU","2015 constant prices and NCU","2014","2014","EUR","Euro","0","Units","2015","2015",28679,,
"ITA","Italy","CNPNCU","2015 constant prices and NCU","2015","2015","EUR","Euro","0","Units","2015","2015",28890,,
"JPN","Japan","CNPNCU","2015 constant prices and NCU","2000","2000","JPY","Yen","0","Units","2015","2015",4089953,,
"JPN","Japan","CNPNCU","2015 constant prices and NCU","2001","2001","JPY","Yen","0","Units","2015","2015",4072313,,
"JPN","Japan","CNPNCU","2015 constant prices and NCU","2002","2002","JPY","Yen","0","Units","2015","2015",4002964,,
"JPN","Japan","CNPNCU","2015 constant prices and NCU","2003","2003","JPY","Yen","0","Units","2015","2015",4002475,,
"JPN","Japan","CNPNCU","2015 constant prices and NCU","2004","2004","JPY","Yen","0","Units","2015","2015",4012351,,
"JPN","Japan","CNPNCU","2015 constant prices and NCU","2005","2005","JPY","Yen","0","Units","2015","2015",4081507,,
"JPN","Japan","CNPNCU","2015 constant prices and NCU","2006","2006","JPY","Yen","0","Units","2015","2015",4036489,,
"JPN","Japan","CNPNCU","2015 constant prices and NCU","2007","2007","JPY","Yen","0","Units","2015","2015",3999329,,
"JPN","Japan","CNPNCU","2015 constant prices and NCU","2008","2008","JPY","Yen","0","Units","2015","2015",4011457,,
"JPN","Japan","CNPNCU","2015 constant prices and NCU","2009","2009","JPY","Yen","0","Units","2015","2015",3954138,,
"JPN","Japan","CNPNCU","2015 constant prices and NCU","2010","2010","JPY","Yen","0","Units","2015","2015",4028419,,
"JPN","Japan","CNPNCU","2015 constant prices and NCU","2011","2011","JPY","Yen","0","Units","2015","2015",4128636,,
"JPN","Japan","CNPNCU","2015 constant prices and NCU","2012","2012","JPY","Yen","0","Units","2015","2015",4081196,,
"JPN","Japan","CNPNCU","2015 constant prices and NCU","2013","2013","JPY","Yen","0","Units","2015","2015",4099601,,
"JPN","Japan","CNPNCU","2015 constant prices and NCU","2014","2014","JPY","Yen","0","Units","2015","2015",4041903,,
"JPN","Japan","CNPNCU","2015 constant prices and NCU","2015","2015","JPY","Yen","0","Units","2015","2015",4060008,,
"KOR","Korea","CNPNCU","2015 constant prices and NCU","2000","2000","KRW","Won","0","Units","2015","2015",27266468,,
"KOR","Korea","CNPNCU","2015 constant prices and NCU","2001","2001","KRW","Won","0","Units","2015","2015",27900970,,
"KOR","Korea","CNPNCU","2015 constant prices and NCU","2002","2002","KRW","Won","0","Units","2015","2015",28801308,,
"KOR","Korea","CNPNCU","2015 constant prices and NCU","2003","2003","KRW","Won","0","Units","2015","2015",29829648,,
"KOR","Korea","CNPNCU","2015 constant prices and NCU","2004","2004","KRW","Won","0","Units","2015","2015",30550360,,
"KOR","Korea","CNPNCU","2015 constant prices and NCU","2005","2005","KRW","Won","0","Units","2015","2015",31565080,,
"KOR","Korea","CNPNCU","2015 constant prices and NCU","2006","2006","KRW","Won","0","Units","2015","2015",32078592,,
"KOR","Korea","CNPNCU","2015 constant prices and NCU","2007","2007","KRW","Won","0","Units","2015","2015",32845412,,
"KOR","Korea","CNPNCU","2015 constant prices and NCU","2008","2008","KRW","Won","0","Units","2015","2015",32608078,,
"KOR","Korea","CNPNCU","2015 constant prices and NCU","2009","2009","KRW","Won","0","Units","2015","2015",32555146,,
"KOR","Korea","CNPNCU","2015 constant prices and NCU","2010","2010","KRW","Won","0","Units","2015","2015",33074504,,
"KOR","Korea","CNPNCU","2015 constant prices and NCU","2011","2011","KRW","Won","0","Units","2015","2015",33479900,,
"KOR","Korea","CNPNCU","2015 constant prices and NCU","2012","2012","KRW","Won","0","Units","2015","2015",33016372,,
"KOR","Korea","CNPNCU","2015 constant prices and NCU","2013","2013","KRW","Won","0","Units","2015","2015",33499740,,
"KOR","Korea","CNPNCU","2015 constant prices and NCU","2014","2014","KRW","Won","0","Units","2015","2015",33523696,,
"KOR","Korea","CNPNCU","2015 constant prices and NCU","2015","2015","KRW","Won","0","Units","2015","2015",33911008,,
"LUX","Luxembourg","CNPNCU","2015 constant prices and NCU","2000","2000","EUR","Euro","0","Units","2015","2015",52084,,
"LUX","Luxembourg","CNPNCU","2015 constant prices and NCU","2001","2001","EUR","Euro","0","Units","2015","2015",52677,,
"LUX","Luxembourg","CNPNCU","2015 constant prices and NCU","2002","2002","EUR","Euro","0","Units","2015","2015",53738,,
"LUX","Luxembourg","CNPNCU","2015 constant prices and NCU","2003","2003","EUR","Euro","0","Units","2015","2015",53628,,
"LUX","Luxembourg","CNPNCU","2015 constant prices and NCU","2004","2004","EUR","Euro","0","Units","2015","2015",54363,,
"LUX","Luxembourg","CNPNCU","2015 constant prices and NCU","2005","2005","EUR","Euro","0","Units","2015","2015",54721,,
"LUX","Luxembourg","CNPNCU","2015 constant prices and NCU","2006","2006","EUR","Euro","0","Units","2015","2015",55481,,
"LUX","Luxembourg","CNPNCU","2015 constant prices and NCU","2007","2007","EUR","Euro","0","Units","2015","2015",56962,,
"LUX","Luxembourg","CNPNCU","2015 constant prices and NCU","2008","2008","EUR","Euro","0","Units","2015","2015",57150,,
"LUX","Luxembourg","CNPNCU","2015 constant prices and NCU","2009","2009","EUR","Euro","0","Units","2015","2015",58052,,
"LUX","Luxembourg","CNPNCU","2015 constant prices and NCU","2010","2010","EUR","Euro","0","Units","2015","2015",58716,,
"LUX","Luxembourg","CNPNCU","2015 constant prices and NCU","2011","2011","EUR","Euro","0","Units","2015","2015",58145,,
"LUX","Luxembourg","CNPNCU","2015 constant prices and NCU","2012","2012","EUR","Euro","0","Units","2015","2015",57772,,
"LUX","Luxembourg","CNPNCU","2015 constant prices and NCU","2013","2013","EUR","Euro","0","Units","2015","2015",59019,,
"LUX","Luxembourg","CNPNCU","2015 constant prices and NCU","2014","2014","EUR","Euro","0","Units","2015","2015",60208,,
"LUX","Luxembourg","CNPNCU","2015 constant prices and NCU","2015","2015","EUR","Euro","0","Units","2015","2015",60381,,
"NLD","Netherlands","CNPNCU","2015 constant prices and NCU","2000","2000","EUR","Euro","0","Units","2015","2015",41286,,
"NLD","Netherlands","CNPNCU","2015 constant prices and NCU","2001","2001","EUR","Euro","0","Units","2015","2015",41840,,
"NLD","Netherlands","CNPNCU","2015 constant prices and NCU","2002","2002","EUR","Euro","0","Units","2015","2015",42103,,
"NLD","Netherlands","CNPNCU","2015 constant prices and NCU","2003","2003","EUR","Euro","0","Units","2015","2015",42564,,
"NLD","Netherlands","CNPNCU","2015 constant prices and NCU","2004","2004","EUR","Euro","0","Units","2015","2015",43162,,
"NLD","Netherlands","CNPNCU","2015 constant prices and NCU","2005","2005","EUR","Euro","0","Units","2015","2015",43316,,
"NLD","Netherlands","CNPNCU","2015 constant prices and NCU","2006","2006","EUR","Euro","0","Units","2015","2015",43284,,
"NLD","Netherlands","CNPNCU","2015 constant prices and NCU","2007","2007","EUR","Euro","0","Units","2015","2015",43770,,
"NLD","Netherlands","CNPNCU","2015 constant prices and NCU","2008","2008","EUR","Euro","0","Units","2015","2015",44031,,
"NLD","Netherlands","CNPNCU","2015 constant prices and NCU","2009","2009","EUR","Euro","0","Units","2015","2015",45743,,
"NLD","Netherlands","CNPNCU","2015 constant prices and NCU","2010","2010","EUR","Euro","0","Units","2015","2015",45985,,
"NLD","Netherlands","CNPNCU","2015 constant prices and NCU","2011","2011","EUR","Euro","0","Units","2015","2015",45701,,
"NLD","Netherlands","CNPNCU","2015 constant prices and NCU","2012","2012","EUR","Euro","0","Units","2015","2015",45810,,
"NLD","Netherlands","CNPNCU","2015 constant prices and NCU","2013","2013","EUR","Euro","0","Units","2015","2015",45887,,
"NLD","Netherlands","CNPNCU","2015 constant prices and NCU","2014","2014","EUR","Euro","0","Units","2015","2015",45502,,
"NLD","Netherlands","CNPNCU","2015 constant prices and NCU","2015","2015","EUR","Euro","0","Units","2015","2015",46384,,
"NOR","Norway","CNPNCU","2015 constant prices and NCU","2000","2000","NOK","Norwegian Krone","0","Units","2015","2015",367581,,
"NOR","Norway","CNPNCU","2015 constant prices and NCU","2001","2001","NOK","Norwegian Krone","0","Units","2015","2015",376895,,
"NOR","Norway","CNPNCU","2015 constant prices and NCU","2002","2002","NOK","Norwegian Krone","0","Units","2015","2015",391733,,
"NOR","Norway","CNPNCU","2015 constant prices and NCU","2003","2003","NOK","Norwegian Krone","0","Units","2015","2015",396719,,
"NOR","Norway","CNPNCU","2015 constant prices and NCU","2004","2004","NOK","Norwegian Krone","0","Units","2015","2015",409603,,
"NOR","Norway","CNPNCU","2015 constant prices and NCU","2005","2005","NOK","Norwegian Krone","0","Units","2015","2015",421020,,
"NOR","Norway","CNPNCU","2015 constant prices and NCU","2006","2006","NOK","Norwegian Krone","0","Units","2015","2015",437494,,
"NOR","Norway","CNPNCU","2015 constant prices and NCU","2007","2007","NOK","Norwegian Krone","0","Units","2015","2015",456245,,
"NOR","Norway","CNPNCU","2015 constant prices and NCU","2008","2008","NOK","Norwegian Krone","0","Units","2015","2015",466909,,
"NOR","Norway","CNPNCU","2015 constant prices and NCU","2009","2009","NOK","Norwegian Krone","0","Units","2015","2015",471543,,
"NOR","Norway","CNPNCU","2015 constant prices and NCU","2010","2010","NOK","Norwegian Krone","0","Units","2015","2015",477791,,
"NOR","Norway","CNPNCU","2015 constant prices and NCU","2011","2011","NOK","Norwegian Krone","0","Units","2015","2015",493791,,
"NOR","Norway","CNPNCU","2015 constant prices and NCU","2012","2012","NOK","Norwegian Krone","0","Units","2015","2015",507201,,
"NOR","Norway","CNPNCU","2015 constant prices and NCU","2013","2013","NOK","Norwegian Krone","0","Units","2015","2015",517600,,
"NOR","Norway","CNPNCU","2015 constant prices and NCU","2014","2014","NOK","Norwegian Krone","0","Units","2015","2015",521443,,
"NOR","Norway","CNPNCU","2015 constant prices and NCU","2015","2015","NOK","Norwegian Krone","0","Units","2015","2015",524466,,
"POL","Poland","CNPNCU","2015 constant prices and NCU","2000","2000","PLN","Zloty","0","Units","2015","2015",37185,,
"POL","Poland","CNPNCU","2015 constant prices and NCU","2001","2001","PLN","Zloty","0","Units","2015","2015",39294,,
"POL","Poland","CNPNCU","2015 constant prices and NCU","2002","2002","PLN","Zloty","0","Units","2015","2015",39155,,
"POL","Poland","CNPNCU","2015 constant prices and NCU","2003","2003","PLN","Zloty","0","Units","2015","2015",39636,,
"POL","Poland","CNPNCU","2015 constant prices and NCU","2004","2004","PLN","Zloty","0","Units","2015","2015",38932,,
"POL","Poland","CNPNCU","2015 constant prices and NCU","2005","2005","PLN","Zloty","0","Units","2015","2015",38715,,
"POL","Poland","CNPNCU","2015 constant prices and NCU","2006","2006","PLN","Zloty","0","Units","2015","2015",39000,,
"POL","Poland","CNPNCU","2015 constant prices and NCU","2007","2007","PLN","Zloty","0","Units","2015","2015",39899,,
"POL","Poland","CNPNCU","2015 constant prices and NCU","2008","2008","PLN","Zloty","0","Units","2015","2015",42296,,
"POL","Poland","CNPNCU","2015 constant prices and NCU","2009","2009","PLN","Zloty","0","Units","2015","2015",42204,,
"POL","Poland","CNPNCU","2015 constant prices and NCU","2010","2010","PLN","Zloty","0","Units","2015","2015",43644,,
"POL","Poland","CNPNCU","2015 constant prices and NCU","2011","2011","PLN","Zloty","0","Units","2015","2015",43643,,
"POL","Poland","CNPNCU","2015 constant prices and NCU","2012","2012","PLN","Zloty","0","Units","2015","2015",43237,,
"POL","Poland","CNPNCU","2015 constant prices and NCU","2013","2013","PLN","Zloty","0","Units","2015","2015",43747,,
"POL","Poland","CNPNCU","2015 constant prices and NCU","2014","2014","PLN","Zloty","0","Units","2015","2015",44581,,
"POL","Poland","CNPNCU","2015 constant prices and NCU","2015","2015","PLN","Zloty","0","Units","2015","2015",46203,,
"PRT","Portugal","CNPNCU","2015 constant prices and NCU","2000","2000","EUR","Euro","0","Units","2015","2015",17354,,
"PRT","Portugal","CNPNCU","2015 constant prices and NCU","2001","2001","EUR","Euro","0","Units","2015","2015",17430,,
"PRT","Portugal","CNPNCU","2015 constant prices and NCU","2002","2002","EUR","Euro","0","Units","2015","2015",17421,,
"PRT","Portugal","CNPNCU","2015 constant prices and NCU","2003","2003","EUR","Euro","0","Units","2015","2015",17376,,
"PRT","Portugal","CNPNCU","2015 constant prices and NCU","2004","2004","EUR","Euro","0","Units","2015","2015",17406,,
