"COUNTRY","Country","SERIES","Series","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"LUX","Luxembourg","USDPPP","In 2015 constant prices at 2015 USD PPPs","2000","2000","USD","US Dollar","0","Units","2015","2015",52074,,
"LUX","Luxembourg","USDPPP","In 2015 constant prices at 2015 USD PPPs","2001","2001","USD","US Dollar","0","Units","2015","2015",52666,,
"LUX","Luxembourg","USDPPP","In 2015 constant prices at 2015 USD PPPs","2002","2002","USD","US Dollar","0","Units","2015","2015",53727,,
"LUX","Luxembourg","USDPPP","In 2015 constant prices at 2015 USD PPPs","2003","2003","USD","US Dollar","0","Units","2015","2015",53618,,
"LUX","Luxembourg","USDPPP","In 2015 constant prices at 2015 USD PPPs","2004","2004","USD","US Dollar","0","Units","2015","2015",54352,,
"LUX","Luxembourg","USDPPP","In 2015 constant prices at 2015 USD PPPs","2005","2005","USD","US Dollar","0","Units","2015","2015",54710,,
"LUX","Luxembourg","USDPPP","In 2015 constant prices at 2015 USD PPPs","2006","2006","USD","US Dollar","0","Units","2015","2015",55470,,
"LUX","Luxembourg","USDPPP","In 2015 constant prices at 2015 USD PPPs","2007","2007","USD","US Dollar","0","Units","2015","2015",56951,,
"LUX","Luxembourg","USDPPP","In 2015 constant prices at 2015 USD PPPs","2008","2008","USD","US Dollar","0","Units","2015","2015",57139,,
"LUX","Luxembourg","USDPPP","In 2015 constant prices at 2015 USD PPPs","2009","2009","USD","US Dollar","0","Units","2015","2015",58041,,
"LUX","Luxembourg","USDPPP","In 2015 constant prices at 2015 USD PPPs","2010","2010","USD","US Dollar","0","Units","2015","2015",58704,,
"LUX","Luxembourg","USDPPP","In 2015 constant prices at 2015 USD PPPs","2011","2011","USD","US Dollar","0","Units","2015","2015",58134,,
"LUX","Luxembourg","USDPPP","In 2015 constant prices at 2015 USD PPPs","2012","2012","USD","US Dollar","0","Units","2015","2015",57761,,
"LUX","Luxembourg","USDPPP","In 2015 constant prices at 2015 USD PPPs","2013","2013","USD","US Dollar","0","Units","2015","2015",59007,,
"LUX","Luxembourg","USDPPP","In 2015 constant prices at 2015 USD PPPs","2014","2014","USD","US Dollar","0","Units","2015","2015",60196,,
"LUX","Luxembourg","USDPPP","In 2015 constant prices at 2015 USD PPPs","2015","2015","USD","US Dollar","0","Units","2015","2015",60369,,
"NLD","Netherlands","USDPPP","In 2015 constant prices at 2015 USD PPPs","2000","2000","USD","US Dollar","0","Units","2015","2015",45101,,
"NLD","Netherlands","USDPPP","In 2015 constant prices at 2015 USD PPPs","2001","2001","USD","US Dollar","0","Units","2015","2015",45707,,
"NLD","Netherlands","USDPPP","In 2015 constant prices at 2015 USD PPPs","2002","2002","USD","US Dollar","0","Units","2015","2015",45995,,
"NLD","Netherlands","USDPPP","In 2015 constant prices at 2015 USD PPPs","2003","2003","USD","US Dollar","0","Units","2015","2015",46498,,
"NLD","Netherlands","USDPPP","In 2015 constant prices at 2015 USD PPPs","2004","2004","USD","US Dollar","0","Units","2015","2015",47151,,
"NLD","Netherlands","USDPPP","In 2015 constant prices at 2015 USD PPPs","2005","2005","USD","US Dollar","0","Units","2015","2015",47319,,
"NLD","Netherlands","USDPPP","In 2015 constant prices at 2015 USD PPPs","2006","2006","USD","US Dollar","0","Units","2015","2015",47284,,
"NLD","Netherlands","USDPPP","In 2015 constant prices at 2015 USD PPPs","2007","2007","USD","US Dollar","0","Units","2015","2015",47815,,
"NLD","Netherlands","USDPPP","In 2015 constant prices at 2015 USD PPPs","2008","2008","USD","US Dollar","0","Units","2015","2015",48100,,
"NLD","Netherlands","USDPPP","In 2015 constant prices at 2015 USD PPPs","2009","2009","USD","US Dollar","0","Units","2015","2015",49971,,
"NLD","Netherlands","USDPPP","In 2015 constant prices at 2015 USD PPPs","2010","2010","USD","US Dollar","0","Units","2015","2015",50235,,
"NLD","Netherlands","USDPPP","In 2015 constant prices at 2015 USD PPPs","2011","2011","USD","US Dollar","0","Units","2015","2015",49925,,
"NLD","Netherlands","USDPPP","In 2015 constant prices at 2015 USD PPPs","2012","2012","USD","US Dollar","0","Units","2015","2015",50044,,
"NLD","Netherlands","USDPPP","In 2015 constant prices at 2015 USD PPPs","2013","2013","USD","US Dollar","0","Units","2015","2015",50128,,
"NLD","Netherlands","USDPPP","In 2015 constant prices at 2015 USD PPPs","2014","2014","USD","US Dollar","0","Units","2015","2015",49707,,
"NLD","Netherlands","USDPPP","In 2015 constant prices at 2015 USD PPPs","2015","2015","USD","US Dollar","0","Units","2015","2015",50670,,
"NOR","Norway","USDPPP","In 2015 constant prices at 2015 USD PPPs","2000","2000","USD","US Dollar","0","Units","2015","2015",35680,,
"NOR","Norway","USDPPP","In 2015 constant prices at 2015 USD PPPs","2001","2001","USD","US Dollar","0","Units","2015","2015",36584,,
"NOR","Norway","USDPPP","In 2015 constant prices at 2015 USD PPPs","2002","2002","USD","US Dollar","0","Units","2015","2015",38024,,
"NOR","Norway","USDPPP","In 2015 constant prices at 2015 USD PPPs","2003","2003","USD","US Dollar","0","Units","2015","2015",38508,,
"NOR","Norway","USDPPP","In 2015 constant prices at 2015 USD PPPs","2004","2004","USD","US Dollar","0","Units","2015","2015",39758,,
"NOR","Norway","USDPPP","In 2015 constant prices at 2015 USD PPPs","2005","2005","USD","US Dollar","0","Units","2015","2015",40867,,
"NOR","Norway","USDPPP","In 2015 constant prices at 2015 USD PPPs","2006","2006","USD","US Dollar","0","Units","2015","2015",42466,,
"NOR","Norway","USDPPP","In 2015 constant prices at 2015 USD PPPs","2007","2007","USD","US Dollar","0","Units","2015","2015",44286,,
"NOR","Norway","USDPPP","In 2015 constant prices at 2015 USD PPPs","2008","2008","USD","US Dollar","0","Units","2015","2015",45321,,
"NOR","Norway","USDPPP","In 2015 constant prices at 2015 USD PPPs","2009","2009","USD","US Dollar","0","Units","2015","2015",45771,,
"NOR","Norway","USDPPP","In 2015 constant prices at 2015 USD PPPs","2010","2010","USD","US Dollar","0","Units","2015","2015",46377,,
"NOR","Norway","USDPPP","In 2015 constant prices at 2015 USD PPPs","2011","2011","USD","US Dollar","0","Units","2015","2015",47930,,
"NOR","Norway","USDPPP","In 2015 constant prices at 2015 USD PPPs","2012","2012","USD","US Dollar","0","Units","2015","2015",49232,,
"NOR","Norway","USDPPP","In 2015 constant prices at 2015 USD PPPs","2013","2013","USD","US Dollar","0","Units","2015","2015",50241,,
"NOR","Norway","USDPPP","In 2015 constant prices at 2015 USD PPPs","2014","2014","USD","US Dollar","0","Units","2015","2015",50614,,
"NOR","Norway","USDPPP","In 2015 constant prices at 2015 USD PPPs","2015","2015","USD","US Dollar","0","Units","2015","2015",50908,,
"POL","Poland","USDPPP","In 2015 constant prices at 2015 USD PPPs","2000","2000","USD","US Dollar","0","Units","2015","2015",19314,,
"POL","Poland","USDPPP","In 2015 constant prices at 2015 USD PPPs","2001","2001","USD","US Dollar","0","Units","2015","2015",20409,,
"POL","Poland","USDPPP","In 2015 constant prices at 2015 USD PPPs","2002","2002","USD","US Dollar","0","Units","2015","2015",20337,,
"POL","Poland","USDPPP","In 2015 constant prices at 2015 USD PPPs","2003","2003","USD","US Dollar","0","Units","2015","2015",20587,,
"POL","Poland","USDPPP","In 2015 constant prices at 2015 USD PPPs","2004","2004","USD","US Dollar","0","Units","2015","2015",20222,,
"POL","Poland","USDPPP","In 2015 constant prices at 2015 USD PPPs","2005","2005","USD","US Dollar","0","Units","2015","2015",20109,,
"POL","Poland","USDPPP","In 2015 constant prices at 2015 USD PPPs","2006","2006","USD","US Dollar","0","Units","2015","2015",20257,,
"POL","Poland","USDPPP","In 2015 constant prices at 2015 USD PPPs","2007","2007","USD","US Dollar","0","Units","2015","2015",20724,,
"POL","Poland","USDPPP","In 2015 constant prices at 2015 USD PPPs","2008","2008","USD","US Dollar","0","Units","2015","2015",21969,,
"POL","Poland","USDPPP","In 2015 constant prices at 2015 USD PPPs","2009","2009","USD","US Dollar","0","Units","2015","2015",21921,,
"POL","Poland","USDPPP","In 2015 constant prices at 2015 USD PPPs","2010","2010","USD","US Dollar","0","Units","2015","2015",22669,,
"POL","Poland","USDPPP","In 2015 constant prices at 2015 USD PPPs","2011","2011","USD","US Dollar","0","Units","2015","2015",22669,,
"POL","Poland","USDPPP","In 2015 constant prices at 2015 USD PPPs","2012","2012","USD","US Dollar","0","Units","2015","2015",22457,,
"POL","Poland","USDPPP","In 2015 constant prices at 2015 USD PPPs","2013","2013","USD","US Dollar","0","Units","2015","2015",22723,,
"POL","Poland","USDPPP","In 2015 constant prices at 2015 USD PPPs","2014","2014","USD","US Dollar","0","Units","2015","2015",23156,,
"POL","Poland","USDPPP","In 2015 constant prices at 2015 USD PPPs","2015","2015","USD","US Dollar","0","Units","2015","2015",23998,,
"PRT","Portugal","USDPPP","In 2015 constant prices at 2015 USD PPPs","2000","2000","USD","US Dollar","0","Units","2015","2015",25557,,
"PRT","Portugal","USDPPP","In 2015 constant prices at 2015 USD PPPs","2001","2001","USD","US Dollar","0","Units","2015","2015",25669,,
"PRT","Portugal","USDPPP","In 2015 constant prices at 2015 USD PPPs","2002","2002","USD","US Dollar","0","Units","2015","2015",25657,,
"PRT","Portugal","USDPPP","In 2015 constant prices at 2015 USD PPPs","2003","2003","USD","US Dollar","0","Units","2015","2015",25590,,
"PRT","Portugal","USDPPP","In 2015 constant prices at 2015 USD PPPs","2004","2004","USD","US Dollar","0","Units","2015","2015",25634,,
"PRT","Portugal","USDPPP","In 2015 constant prices at 2015 USD PPPs","2005","2005","USD","US Dollar","0","Units","2015","2015",25487,,
"PRT","Portugal","USDPPP","In 2015 constant prices at 2015 USD PPPs","2006","2006","USD","US Dollar","0","Units","2015","2015",24935,,
"PRT","Portugal","USDPPP","In 2015 constant prices at 2015 USD PPPs","2007","2007","USD","US Dollar","0","Units","2015","2015",25111,,
"PRT","Portugal","USDPPP","In 2015 constant prices at 2015 USD PPPs","2008","2008","USD","US Dollar","0","Units","2015","2015",25029,,
"PRT","Portugal","USDPPP","In 2015 constant prices at 2015 USD PPPs","2009","2009","USD","US Dollar","0","Units","2015","2015",26185,,
"PRT","Portugal","USDPPP","In 2015 constant prices at 2015 USD PPPs","2010","2010","USD","US Dollar","0","Units","2015","2015",26085,,
"PRT","Portugal","USDPPP","In 2015 constant prices at 2015 USD PPPs","2011","2011","USD","US Dollar","0","Units","2015","2015",25465,,
"PRT","Portugal","USDPPP","In 2015 constant prices at 2015 USD PPPs","2012","2012","USD","US Dollar","0","Units","2015","2015",24365,,
"PRT","Portugal","USDPPP","In 2015 constant prices at 2015 USD PPPs","2013","2013","USD","US Dollar","0","Units","2015","2015",24865,,
"PRT","Portugal","USDPPP","In 2015 constant prices at 2015 USD PPPs","2014","2014","USD","US Dollar","0","Units","2015","2015",24359,,
"PRT","Portugal","USDPPP","In 2015 constant prices at 2015 USD PPPs","2015","2015","USD","US Dollar","0","Units","2015","2015",24105,,
"SVK","Slovak Republic","USDPPP","In 2015 constant prices at 2015 USD PPPs","2000","2000","USD","US Dollar","0","Units","2015","2015",15243,,
"SVK","Slovak Republic","USDPPP","In 2015 constant prices at 2015 USD PPPs","2001","2001","USD","US Dollar","0","Units","2015","2015",15233,,
"SVK","Slovak Republic","USDPPP","In 2015 constant prices at 2015 USD PPPs","2002","2002","USD","US Dollar","0","Units","2015","2015",16033,,
"SVK","Slovak Republic","USDPPP","In 2015 constant prices at 2015 USD PPPs","2003","2003","USD","US Dollar","0","Units","2015","2015",16383,,
"SVK","Slovak Republic","USDPPP","In 2015 constant prices at 2015 USD PPPs","2004","2004","USD","US Dollar","0","Units","2015","2015",16652,,
"SVK","Slovak Republic","USDPPP","In 2015 constant prices at 2015 USD PPPs","2005","2005","USD","US Dollar","0","Units","2015","2015",17733,,
"SVK","Slovak Republic","USDPPP","In 2015 constant prices at 2015 USD PPPs","2006","2006","USD","US Dollar","0","Units","2015","2015",18321,,
"SVK","Slovak Republic","USDPPP","In 2015 constant prices at 2015 USD PPPs","2007","2007","USD","US Dollar","0","Units","2015","2015",19447,,
"SVK","Slovak Republic","USDPPP","In 2015 constant prices at 2015 USD PPPs","2008","2008","USD","US Dollar","0","Units","2015","2015",19640,,
"SVK","Slovak Republic","USDPPP","In 2015 constant prices at 2015 USD PPPs","2009","2009","USD","US Dollar","0","Units","2015","2015",20302,,
"SVK","Slovak Republic","USDPPP","In 2015 constant prices at 2015 USD PPPs","2010","2010","USD","US Dollar","0","Units","2015","2015",21196,,
"SVK","Slovak Republic","USDPPP","In 2015 constant prices at 2015 USD PPPs","2011","2011","USD","US Dollar","0","Units","2015","2015",21008,,
"SVK","Slovak Republic","USDPPP","In 2015 constant prices at 2015 USD PPPs","2012","2012","USD","US Dollar","0","Units","2015","2015",20776,,
"SVK","Slovak Republic","USDPPP","In 2015 constant prices at 2015 USD PPPs","2013","2013","USD","US Dollar","0","Units","2015","2015",20934,,
"SVK","Slovak Republic","USDPPP","In 2015 constant prices at 2015 USD PPPs","2014","2014","USD","US Dollar","0","Units","2015","2015",21340,,
"SVK","Slovak Republic","USDPPP","In 2015 constant prices at 2015 USD PPPs","2015","2015","USD","US Dollar","0","Units","2015","2015",22031,,
"ESP","Spain","USDPPP","In 2015 constant prices at 2015 USD PPPs","2000","2000","USD","US Dollar","0","Units","2015","2015",34273,,
"ESP","Spain","USDPPP","In 2015 constant prices at 2015 USD PPPs","2001","2001","USD","US Dollar","0","Units","2015","2015",34266,,
"ESP","Spain","USDPPP","In 2015 constant prices at 2015 USD PPPs","2002","2002","USD","US Dollar","0","Units","2015","2015",34518,,
"ESP","Spain","USDPPP","In 2015 constant prices at 2015 USD PPPs","2003","2003","USD","US Dollar","0","Units","2015","2015",34425,,
"ESP","Spain","USDPPP","In 2015 constant prices at 2015 USD PPPs","2004","2004","USD","US Dollar","0","Units","2015","2015",34070,,
"ESP","Spain","USDPPP","In 2015 constant prices at 2015 USD PPPs","2005","2005","USD","US Dollar","0","Units","2015","2015",34268,,
"ESP","Spain","USDPPP","In 2015 constant prices at 2015 USD PPPs","2006","2006","USD","US Dollar","0","Units","2015","2015",34138,,
"ESP","Spain","USDPPP","In 2015 constant prices at 2015 USD PPPs","2007","2007","USD","US Dollar","0","Units","2015","2015",34585,,
"ESP","Spain","USDPPP","In 2015 constant prices at 2015 USD PPPs","2008","2008","USD","US Dollar","0","Units","2015","2015",35977,,
"ESP","Spain","USDPPP","In 2015 constant prices at 2015 USD PPPs","2009","2009","USD","US Dollar","0","Units","2015","2015",38414,,
"ESP","Spain","USDPPP","In 2015 constant prices at 2015 USD PPPs","2010","2010","USD","US Dollar","0","Units","2015","2015",37755,,
"ESP","Spain","USDPPP","In 2015 constant prices at 2015 USD PPPs","2011","2011","USD","US Dollar","0","Units","2015","2015",37220,,
"ESP","Spain","USDPPP","In 2015 constant prices at 2015 USD PPPs","2012","2012","USD","US Dollar","0","Units","2015","2015",36062,,
"ESP","Spain","USDPPP","In 2015 constant prices at 2015 USD PPPs","2013","2013","USD","US Dollar","0","Units","2015","2015",36382,,
"ESP","Spain","USDPPP","In 2015 constant prices at 2015 USD PPPs","2014","2014","USD","US Dollar","0","Units","2015","2015",36034,,
"ESP","Spain","USDPPP","In 2015 constant prices at 2015 USD PPPs","2015","2015","USD","US Dollar","0","Units","2015","2015",36325,,
"SWE","Sweden","USDPPP","In 2015 constant prices at 2015 USD PPPs","2000","2000","USD","US Dollar","0","Units","2015","2015",32429,,
"SWE","Sweden","USDPPP","In 2015 constant prices at 2015 USD PPPs","2001","2001","USD","US Dollar","0","Units","2015","2015",32612,,
"SWE","Sweden","USDPPP","In 2015 constant prices at 2015 USD PPPs","2002","2002","USD","US Dollar","0","Units","2015","2015",32881,,
"SWE","Sweden","USDPPP","In 2015 constant prices at 2015 USD PPPs","2003","2003","USD","US Dollar","0","Units","2015","2015",33291,,
"SWE","Sweden","USDPPP","In 2015 constant prices at 2015 USD PPPs","2004","2004","USD","US Dollar","0","Units","2015","2015",34299,,
"SWE","Sweden","USDPPP","In 2015 constant prices at 2015 USD PPPs","2005","2005","USD","US Dollar","0","Units","2015","2015",34969,,
"SWE","Sweden","USDPPP","In 2015 constant prices at 2015 USD PPPs","2006","2006","USD","US Dollar","0","Units","2015","2015",35814,,
"SWE","Sweden","USDPPP","In 2015 constant prices at 2015 USD PPPs","2007","2007","USD","US Dollar","0","Units","2015","2015",36971,,
"SWE","Sweden","USDPPP","In 2015 constant prices at 2015 USD PPPs","2008","2008","USD","US Dollar","0","Units","2015","2015",37481,,
"SWE","Sweden","USDPPP","In 2015 constant prices at 2015 USD PPPs","2009","2009","USD","US Dollar","0","Units","2015","2015",37728,,
"SWE","Sweden","USDPPP","In 2015 constant prices at 2015 USD PPPs","2010","2010","USD","US Dollar","0","Units","2015","2015",37951,,
"SWE","Sweden","USDPPP","In 2015 constant prices at 2015 USD PPPs","2011","2011","USD","US Dollar","0","Units","2015","2015",38428,,
"SWE","Sweden","USDPPP","In 2015 constant prices at 2015 USD PPPs","2012","2012","USD","US Dollar","0","Units","2015","2015",39283,,
"SWE","Sweden","USDPPP","In 2015 constant prices at 2015 USD PPPs","2013","2013","USD","US Dollar","0","Units","2015","2015",39692,,
"SWE","Sweden","USDPPP","In 2015 constant prices at 2015 USD PPPs","2014","2014","USD","US Dollar","0","Units","2015","2015",40201,,
"SWE","Sweden","USDPPP","In 2015 constant prices at 2015 USD PPPs","2015","2015","USD","US Dollar","0","Units","2015","2015",40909,,
"CHE","Switzerland","USDPPP","In 2015 constant prices at 2015 USD PPPs","2000","2000","USD","US Dollar","0","Units","2015","2015",50330,,
"CHE","Switzerland","USDPPP","In 2015 constant prices at 2015 USD PPPs","2001","2001","USD","US Dollar","0","Units","2015","2015",52185,,
"CHE","Switzerland","USDPPP","In 2015 constant prices at 2015 USD PPPs","2002","2002","USD","US Dollar","0","Units","2015","2015",52855,,
"CHE","Switzerland","USDPPP","In 2015 constant prices at 2015 USD PPPs","2003","2003","USD","US Dollar","0","Units","2015","2015",52948,,
"CHE","Switzerland","USDPPP","In 2015 constant prices at 2015 USD PPPs","2004","2004","USD","US Dollar","0","Units","2015","2015",52369,,
"CHE","Switzerland","USDPPP","In 2015 constant prices at 2015 USD PPPs","2005","2005","USD","US Dollar","0","Units","2015","2015",53122,,
"CHE","Switzerland","USDPPP","In 2015 constant prices at 2015 USD PPPs","2006","2006","USD","US Dollar","0","Units","2015","2015",53516,,
"CHE","Switzerland","USDPPP","In 2015 constant prices at 2015 USD PPPs","2007","2007","USD","US Dollar","0","Units","2015","2015",54267,,
"CHE","Switzerland","USDPPP","In 2015 constant prices at 2015 USD PPPs","2008","2008","USD","US Dollar","0","Units","2015","2015",54512,,
"CHE","Switzerland","USDPPP","In 2015 constant prices at 2015 USD PPPs","2009","2009","USD","US Dollar","0","Units","2015","2015",55593,,
"CHE","Switzerland","USDPPP","In 2015 constant prices at 2015 USD PPPs","2010","2010","USD","US Dollar","0","Units","2015","2015",55540,,
"CHE","Switzerland","USDPPP","In 2015 constant prices at 2015 USD PPPs","2011","2011","USD","US Dollar","0","Units","2015","2015",55815,,
"CHE","Switzerland","USDPPP","In 2015 constant prices at 2015 USD PPPs","2012","2012","USD","US Dollar","0","Units","2015","2015",56902,,
"CHE","Switzerland","USDPPP","In 2015 constant prices at 2015 USD PPPs","2013","2013","USD","US Dollar","0","Units","2015","2015",57707,,
"CHE","Switzerland","USDPPP","In 2015 constant prices at 2015 USD PPPs","2014","2014","USD","US Dollar","0","Units","2015","2015",58210,,
"CHE","Switzerland","USDPPP","In 2015 constant prices at 2015 USD PPPs","2015","2015","USD","US Dollar","0","Units","2015","2015",58389,,
"GBR","United Kingdom","USDPPP","In 2015 constant prices at 2015 USD PPPs","2000","2000","USD","US Dollar","0","Units","2015","2015",38829,,
"GBR","United Kingdom","USDPPP","In 2015 constant prices at 2015 USD PPPs","2001","2001","USD","US Dollar","0","Units","2015","2015",40708,,
"GBR","United Kingdom","USDPPP","In 2015 constant prices at 2015 USD PPPs","2002","2002","USD","US Dollar","0","Units","2015","2015",41318,,
"GBR","United Kingdom","USDPPP","In 2015 constant prices at 2015 USD PPPs","2003","2003","USD","US Dollar","0","Units","2015","2015",42206,,
"GBR","United Kingdom","USDPPP","In 2015 constant prices at 2015 USD PPPs","2004","2004","USD","US Dollar","0","Units","2015","2015",42959,,
"GBR","United Kingdom","USDPPP","In 2015 constant prices at 2015 USD PPPs","2005","2005","USD","US Dollar","0","Units","2015","2015",42766,,
"GBR","United Kingdom","USDPPP","In 2015 constant prices at 2015 USD PPPs","2006","2006","USD","US Dollar","0","Units","2015","2015",43807,,
"GBR","United Kingdom","USDPPP","In 2015 constant prices at 2015 USD PPPs","2007","2007","USD","US Dollar","0","Units","2015","2015",44842,,
"GBR","United Kingdom","USDPPP","In 2015 constant prices at 2015 USD PPPs","2008","2008","USD","US Dollar","0","Units","2015","2015",43552,,
"GBR","United Kingdom","USDPPP","In 2015 constant prices at 2015 USD PPPs","2009","2009","USD","US Dollar","0","Units","2015","2015",43889,,
"GBR","United Kingdom","USDPPP","In 2015 constant prices at 2015 USD PPPs","2010","2010","USD","US Dollar","0","Units","2015","2015",42760,,
"GBR","United Kingdom","USDPPP","In 2015 constant prices at 2015 USD PPPs","2011","2011","USD","US Dollar","0","Units","2015","2015",41679,,
"GBR","United Kingdom","USDPPP","In 2015 constant prices at 2015 USD PPPs","2012","2012","USD","US Dollar","0","Units","2015","2015",41514,,
"GBR","United Kingdom","USDPPP","In 2015 constant prices at 2015 USD PPPs","2013","2013","USD","US Dollar","0","Units","2015","2015",40971,,
"GBR","United Kingdom","USDPPP","In 2015 constant prices at 2015 USD PPPs","2014","2014","USD","US Dollar","0","Units","2015","2015",40652,,
"GBR","United Kingdom","USDPPP","In 2015 constant prices at 2015 USD PPPs","2015","2015","USD","US Dollar","0","Units","2015","2015",41384,,
"USA","United States","USDPPP","In 2015 constant prices at 2015 USD PPPs","2000","2000","USD","US Dollar","0","Units","2015","2015",51295,,
"USA","United States","USDPPP","In 2015 constant prices at 2015 USD PPPs","2001","2001","USD","US Dollar","0","Units","2015","2015",51726,,
"USA","United States","USDPPP","In 2015 constant prices at 2015 USD PPPs","2002","2002","USD","US Dollar","0","Units","2015","2015",52122,,
"USA","United States","USDPPP","In 2015 constant prices at 2015 USD PPPs","2003","2003","USD","US Dollar","0","Units","2015","2015",52731,,
"USA","United States","USDPPP","In 2015 constant prices at 2015 USD PPPs","2004","2004","USD","US Dollar","0","Units","2015","2015",53755,,
"USA","United States","USDPPP","In 2015 constant prices at 2015 USD PPPs","2005","2005","USD","US Dollar","0","Units","2015","2015",53811,,
"USA","United States","USDPPP","In 2015 constant prices at 2015 USD PPPs","2006","2006","USD","US Dollar","0","Units","2015","2015",54690,,
"USA","United States","USDPPP","In 2015 constant prices at 2015 USD PPPs","2007","2007","USD","US Dollar","0","Units","2015","2015",55780,,
"USA","United States","USDPPP","In 2015 constant prices at 2015 USD PPPs","2008","2008","USD","US Dollar","0","Units","2015","2015",55560,,
"USA","United States","USDPPP","In 2015 constant prices at 2015 USD PPPs","2009","2009","USD","US Dollar","0","Units","2015","2015",56042,,
"USA","United States","USDPPP","In 2015 constant prices at 2015 USD PPPs","2010","2010","USD","US Dollar","0","Units","2015","2015",56398,,
"USA","United States","USDPPP","In 2015 constant prices at 2015 USD PPPs","2011","2011","USD","US Dollar","0","Units","2015","2015",56540,,
"USA","United States","USDPPP","In 2015 constant prices at 2015 USD PPPs","2012","2012","USD","US Dollar","0","Units","2015","2015",56995,,
"USA","United States","USDPPP","In 2015 constant prices at 2015 USD PPPs","2013","2013","USD","US Dollar","0","Units","2015","2015",56701,,
"USA","United States","USDPPP","In 2015 constant prices at 2015 USD PPPs","2014","2014","USD","US Dollar","0","Units","2015","2015",57594,,
"USA","United States","USDPPP","In 2015 constant prices at 2015 USD PPPs","2015","2015","USD","US Dollar","0","Units","2015","2015",58714,,
"AUS","Australia","USDEX","In 2015 constant prices at 2015 USD exchange rates","2000","2000","USD","US Dollar","0","Units","2015","2015",51693,,
"AUS","Australia","USDEX","In 2015 constant prices at 2015 USD exchange rates","2001","2001","USD","US Dollar","0","Units","2015","2015",51178,,
"AUS","Australia","USDEX","In 2015 constant prices at 2015 USD exchange rates","2002","2002","USD","US Dollar","0","Units","2015","2015",51579,,
"AUS","Australia","USDEX","In 2015 constant prices at 2015 USD exchange rates","2003","2003","USD","US Dollar","0","Units","2015","2015",52135,,
"AUS","Australia","USDEX","In 2015 constant prices at 2015 USD exchange rates","2004","2004","USD","US Dollar","0","Units","2015","2015",53746,,
"AUS","Australia","USDEX","In 2015 constant prices at 2015 USD exchange rates","2005","2005","USD","US Dollar","0","Units","2015","2015",54446,,
"AUS","Australia","USDEX","In 2015 constant prices at 2015 USD exchange rates","2006","2006","USD","US Dollar","0","Units","2015","2015",54778,,
"AUS","Australia","USDEX","In 2015 constant prices at 2015 USD exchange rates","2007","2007","USD","US Dollar","0","Units","2015","2015",56333,,
"AUS","Australia","USDEX","In 2015 constant prices at 2015 USD exchange rates","2008","2008","USD","US Dollar","0","Units","2015","2015",56765,,
"AUS","Australia","USDEX","In 2015 constant prices at 2015 USD exchange rates","2009","2009","USD","US Dollar","0","Units","2015","2015",56257,,
"AUS","Australia","USDEX","In 2015 constant prices at 2015 USD exchange rates","2010","2010","USD","US Dollar","0","Units","2015","2015",58028,,
"AUS","Australia","USDEX","In 2015 constant prices at 2015 USD exchange rates","2011","2011","USD","US Dollar","0","Units","2015","2015",59768,,
"AUS","Australia","USDEX","In 2015 constant prices at 2015 USD exchange rates","2012","2012","USD","US Dollar","0","Units","2015","2015",60286,,
"AUS","Australia","USDEX","In 2015 constant prices at 2015 USD exchange rates","2013","2013","USD","US Dollar","0","Units","2015","2015",59866,,
"AUS","Australia","USDEX","In 2015 constant prices at 2015 USD exchange rates","2014","2014","USD","US Dollar","0","Units","2015","2015",60047,,
"AUS","Australia","USDEX","In 2015 constant prices at 2015 USD exchange rates","2015","2015","USD","US Dollar","0","Units","2015","2015",59407,,
"AUT","Austria","USDEX","In 2015 constant prices at 2015 USD exchange rates","2000","2000","USD","US Dollar","0","Units","2015","2015",41198,,
"AUT","Austria","USDEX","In 2015 constant prices at 2015 USD exchange rates","2001","2001","USD","US Dollar","0","Units","2015","2015",41078,,
"AUT","Austria","USDEX","In 2015 constant prices at 2015 USD exchange rates","2002","2002","USD","US Dollar","0","Units","2015","2015",41712,,
"AUT","Austria","USDEX","In 2015 constant prices at 2015 USD exchange rates","2003","2003","USD","US Dollar","0","Units","2015","2015",41829,,
"AUT","Austria","USDEX","In 2015 constant prices at 2015 USD exchange rates","2004","2004","USD","US Dollar","0","Units","2015","2015",42595,,
"AUT","Austria","USDEX","In 2015 constant prices at 2015 USD exchange rates","2005","2005","USD","US Dollar","0","Units","2015","2015",42791,,
"AUT","Austria","USDEX","In 2015 constant prices at 2015 USD exchange rates","2006","2006","USD","US Dollar","0","Units","2015","2015",43411,,
"AUT","Austria","USDEX","In 2015 constant prices at 2015 USD exchange rates","2007","2007","USD","US Dollar","0","Units","2015","2015",43630,,
"AUT","Austria","USDEX","In 2015 constant prices at 2015 USD exchange rates","2008","2008","USD","US Dollar","0","Units","2015","2015",44387,,
"AUT","Austria","USDEX","In 2015 constant prices at 2015 USD exchange rates","2009","2009","USD","US Dollar","0","Units","2015","2015",45069,,
"AUT","Austria","USDEX","In 2015 constant prices at 2015 USD exchange rates","2010","2010","USD","US Dollar","0","Units","2015","2015",44883,,
"AUT","Austria","USDEX","In 2015 constant prices at 2015 USD exchange rates","2011","2011","USD","US Dollar","0","Units","2015","2015",44391,,
