dir_file_unlists,emd,v_station,votes,ballots,saenuri,minju,people,justice,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,invalid,abstain
03_data/비례대표/15경북/개표상황(투표구별)_구미시.xlsx,합계,NA,326142,160006,77925,24653,28733,7968,5675,1826,268,240,113,137,118,330,987,754,1028,2219,211,28,85,126,1122,154546,5460,166136
03_data/비례대표/15경북/개표상황(투표구별)_군위군.xlsx,합계,NA,22264,14287,9189,1341,1383,414,448,61,31,14,10,6,27,27,90,26,66,39,19,3,8,25,197,13424,863,7977
03_data/비례대표/15경북/개표상황(투표구별)_김천시.xlsx,합계,NA,117846,68770,37490,7646,9311,2742,4347,565,109,95,51,49,109,189,533,271,354,162,101,23,73,103,881,65204,3566,49076
03_data/비례대표/15경북/개표상황(투표구별)_문경시.xlsx,합계,NA,64066,40710,24858,3580,4709,1313,1947,265,68,49,34,30,53,112,217,128,239,119,68,13,43,55,722,38622,2088,23356
03_data/비례대표/15경북/개표상황(투표구별)_봉화군.xlsx,합계,NA,29683,19353,11352,1679,2452,796,431,357,29,13,29,13,31,53,126,54,106,77,29,18,33,40,323,18041,1312,10330
03_data/비례대표/15경북/개표상황(투표구별)_상주시.xlsx,합계,NA,87746,54785,33976,6093,5672,1717,1462,296,63,55,38,37,63,107,321,124,296,264,36,16,43,86,649,51414,3371,32961
03_data/비례대표/15경북/개표상황(투표구별)_성주군.xlsx,합계,NA,39976,23778,14862,2490,2525,750,497,202,103,29,22,12,31,63,108,67,175,75,24,10,20,36,380,22481,1297,16198
03_data/비례대표/15경북/개표상황(투표구별)_안동시.xlsx,합계,NA,140161,82025,44462,10426,14465,3542,2063,426,97,78,67,34,88,152,436,225,473,195,83,22,58,104,743,78239,3786,58136
03_data/비례대표/15경북/개표상황(투표구별)_영덕군.xlsx,합계,NA,34812,21214,14185,1500,2056,556,576,266,35,18,14,15,36,45,111,46,127,32,31,15,15,33,312,20024,1190,13598
03_data/비례대표/15경북/개표상황(투표구별)_영양군.xlsx,합계,NA,15787,10473,6072,984,1339,343,261,158,25,12,14,5,24,22,45,38,95,36,13,6,12,21,145,9670,803,5314
03_data/비례대표/15경북/개표상황(투표구별)_영주시.xlsx,합계,NA,91847,57556,33514,6452,8060,2934,1485,373,81,51,38,29,55,184,315,181,210,138,53,21,45,55,594,54868,2688,34291
03_data/비례대표/15경북/개표상황(투표구별)_영천시.xlsx,합계,NA,87181,54701,31431,5394,6680,2260,2403,528,113,73,49,45,86,172,322,208,315,149,77,16,49,70,697,51137,3564,32480
03_data/비례대표/15경북/개표상황(투표구별)_예천군.xlsx,합계,NA,39608,27027,16049,2236,3048,828,1308,208,58,25,32,15,42,80,140,73,86,111,65,19,33,74,569,25099,1928,12581
03_data/비례대표/15경북/개표상황(투표구별)_울릉군.xlsx,합계,NA,8946,5405,3393,558,631,148,192,40,2,4,5,1,8,9,47,18,21,16,4,4,2,2,57,5162,243,3541
03_data/비례대표/15경북/개표상황(투표구별)_울진군.xlsx,합계,NA,43758,24668,14147,2826,3238,946,630,289,45,34,23,20,29,47,114,62,151,188,36,12,27,27,268,23159,1509,19090
03_data/비례대표/15경북/개표상황(투표구별)_의성군.xlsx,합계,NA,49944,30096,18301,3557,2788,771,1162,274,37,36,25,17,37,77,209,52,102,178,26,15,26,57,379,28126,1970,19848
03_data/비례대표/15경북/개표상황(투표구별)_청도군.xlsx,합계,NA,39391,25289,15430,2339,2647,877,1072,201,37,24,19,13,40,86,125,72,142,82,28,12,15,39,362,23662,1627,14102
03_data/비례대표/15경북/개표상황(투표구별)_청송군.xlsx,합계,NA,23804,14590,8398,1670,1681,511,668,82,25,13,15,11,26,30,115,41,43,107,11,8,14,35,190,13694,896,9214
03_data/비례대표/15경북/개표상황(투표구별)_칠곡군.xlsx,합계,NA,97820,45822,23012,7922,7448,2146,1189,333,80,73,32,37,38,103,250,191,253,173,69,11,25,36,363,43784,2038,51998
03_data/비례대표/15경북/개표상황(투표구별)_포항시남구.xlsx,합계,NA,201181,103154,56213,13634,16159,5198,2918,1062,186,146,58,90,91,287,575,401,466,992,115,16,62,56,694,99419,3735,98027
03_data/비례대표/15경북/개표상황(투표구별)_포항시북구.xlsx,합계,NA,221117,131959,71678,16827,19049,8820,5126,924,180,148,76,105,88,330,913,409,632,341,170,34,90,90,1245,127275,4684,89158
03_data/비례대표/16경남/개표상황(투표구별)_거제시.xlsx,합계,NA,196469,103324,35000,29710,18302,6955,3233,1261,143,180,74,100,70,239,777,2179,558,522,158,17,57,62,570,100167,3157,93145
03_data/비례대표/16경남/개표상황(투표구별)_거창군.xlsx,합계,NA,52937,35707,18288,5651,4897,1506,763,484,88,36,38,21,48,118,211,149,309,261,65,23,44,63,445,33508,2199,17230
03_data/비례대표/16경남/개표상황(투표구별)_고성군.xlsx,합계,NA,47604,16576,8549,2751,2490,834,689,136,27,27,8,14,27,40,82,80,86,87,33,7,25,34,238,16264,312,31028
03_data/비례대표/16경남/개표상황(투표구별)_김해시.xlsx,합계,NA,408752,237442,81267,83187,38924,14259,5490,1869,298,300,123,150,116,538,1277,894,1266,893,231,20,131,140,741,232114,5328,171310
03_data/비례대표/16경남/개표상황(투표구별)_남해군.xlsx,합계,NA,40604,25470,13678,3664,2956,930,771,295,45,47,23,22,42,82,150,92,141,97,37,17,65,54,338,23546,1924,15134
03_data/비례대표/16경남/개표상황(투표구별)_밀양시.xlsx,합계,NA,92795,58040,28968,8208,9088,2367,990,609,973,80,45,44,66,195,346,246,1205,240,88,15,36,74,871,54754,3286,34755
03_data/비례대표/16경남/개표상황(투표구별)_사천시.xlsx,합계,NA,94230,54992,26871,9016,8162,2795,2237,650,98,71,39,52,59,155,274,271,311,330,91,26,78,82,735,52403,2589,39238
03_data/비례대표/16경남/개표상황(투표구별)_산청군.xlsx,합계,NA,31920,18556,9820,2965,2383,783,404,149,31,28,13,18,64,50,71,76,248,88,20,15,22,56,268,17572,984,13364
03_data/비례대표/16경남/개표상황(투표구별)_양산시.xlsx,합계,NA,240308,135534,52560,38610,25078,7321,2741,1111,265,150,54,109,83,317,722,537,785,657,159,11,63,90,565,131988,3546,104774
03_data/비례대표/16경남/개표상황(투표구별)_의령군.xlsx,합계,NA,25465,14669,7519,1997,1766,568,445,161,286,13,17,11,21,50,82,90,68,89,32,15,20,44,230,13524,1145,10796
03_data/비례대표/16경남/개표상황(투표구별)_진주시.xlsx,합계,NA,278067,159643,73935,33092,26916,8641,3912,1229,237,210,113,115,125,431,753,746,1375,1004,211,35,102,129,1082,154393,5250,118424
03_data/비례대표/16경남/개표상황(투표구별)_창녕군.xlsx,합계,NA,55300,33294,17893,4414,4356,1129,666,375,703,53,22,39,47,146,163,175,174,115,70,12,42,85,582,31261,2033,22006
03_data/비례대표/16경남/개표상황(투표구별)_창원시마산합포구.xlsx,합계,NA,153814,84413,42077,16650,13417,4275,1405,566,98,110,35,62,69,154,318,1081,572,308,78,15,62,55,422,81829,2584,69401
03_data/비례대표/16경남/개표상황(투표구별)_창원시마산회원구.xlsx,합계,NA,173295,101328,44676,24716,17745,5414,1732,773,123,145,39,70,69,215,436,647,517,460,116,8,56,61,433,98451,2877,71967
03_data/비례대표/16경남/개표상황(투표구별)_창원시성산구.xlsx,합계,NA,184218,121802,41249,26876,24387,19752,1870,1182,125,141,34,66,112,207,499,930,749,697,116,11,47,54,372,119476,2326,62416
03_data/비례대표/16경남/개표상황(투표구별)_창원시의창구.xlsx,합계,NA,208253,116871,45943,30300,21059,8664,2272,978,156,137,27,82,512,251,464,791,740,597,121,10,50,69,482,113705,3166,91382
03_data/비례대표/16경남/개표상황(투표구별)_창원시진해구.xlsx,합계,NA,144536,80424,33328,17402,17716,4711,1748,548,102,98,25,52,50,179,415,422,428,360,108,7,37,50,369,78155,2269,64112
03_data/비례대표/16경남/개표상황(투표구별)_통영시.xlsx,합계,NA,112206,41784,20566,7430,6985,2424,1092,354,68,102,20,41,27,77,206,245,226,230,67,13,38,66,562,40839,945,70422
03_data/비례대표/16경남/개표상황(투표구별)_하동군.xlsx,합계,NA,43560,31086,16206,5165,3721,1258,672,359,71,42,22,34,41,95,121,150,203,156,48,17,30,68,355,28834,2252,12474
03_data/비례대표/16경남/개표상황(투표구별)_함안군.xlsx,합계,NA,57281,31526,14540,5280,5291,1515,1045,428,283,54,27,37,37,102,185,205,194,182,56,15,29,40,353,29898,1628,25755
03_data/비례대표/16경남/개표상황(투표구별)_함양군.xlsx,합계,NA,34692,20756,11080,3295,2569,729,499,152,32,27,19,13,39,65,115,78,200,134,26,10,44,60,263,19449,1307,13936
03_data/비례대표/16경남/개표상황(투표구별)_합천군.xlsx,합계,NA,43362,26018,14348,3975,2791,816,556,175,49,27,24,19,34,94,97,93,151,99,35,16,29,71,587,24086,1932,17344
03_data/비례대표/17제주/개표상황(투표구별)_서귀포시.xlsx,합계,NA,136760,81370,30276,23417,14770,4666,1431,832,72,81,42,37,57,126,300,212,715,307,76,16,56,132,484,78105,3265,55390
03_data/비례대표/17제주/개표상황(투표구별)_제주시.xlsx,합계,NA,364572,205523,66743,58691,47423,14851,2671,1789,218,211,114,101,111,278,622,874,2164,813,217,48,125,244,988,199296,6227,159049
03_data/비례대표/1서울/개표상황(투표구별)_강남구.xlsx,합계,NA,474972,267253,100604,58000,71370,20743,5300,768,123,219,106,119,102,183,835,528,3231,530,111,30,142,37,421,263502,3751,207719
03_data/비례대표/1서울/개표상황(투표구별)_강동구.xlsx,합계,NA,380285,228438,72439,57477,65294,16536,5878,1103,127,190,96,83,70,147,1253,482,1681,587,123,22,101,71,411,224171,4267,151847
03_data/비례대표/1서울/개표상황(투표구별)_강북구.xlsx,합계,NA,282631,157389,47878,41175,44459,10912,3907,953,113,139,79,68,63,127,793,432,1453,501,102,10,81,59,339,153643,3746,125242
03_data/비례대표/1서울/개표상황(투표구별)_강서구.xlsx,합계,NA,493465,295939,86183,78316,82155,24829,8089,2939,214,265,138,145,90,223,1681,726,2692,871,185,25,146,79,512,290503,5436,197526
03_data/비례대표/1서울/개표상황(투표구별)_관악구.xlsx,합계,NA,446675,267379,67310,71242,81681,25672,5819,1856,155,241,101,89,73,182,1338,682,3122,1897,146,25,145,82,383,262241,5138,179296
03_data/비례대표/1서울/개표상황(투표구별)_광진구.xlsx,합계,NA,306122,180948,53044,47939,52060,14702,3799,1056,80,135,51,173,45,132,756,405,1802,539,101,22,64,62,445,177412,3536,125174
03_data/비례대표/1서울/개표상황(투표구별)_구로구.xlsx,합계,NA,352995,218865,62689,60815,57387,18810,7905,1221,116,132,77,60,47,147,1053,505,1783,1198,139,19,105,69,341,214618,4247,134130
03_data/비례대표/1서울/개표상황(투표구별)_금천구.xlsx,합계,NA,202418,113420,32421,29453,33516,7817,3603,757,92,107,62,43,43,88,656,290,848,380,91,15,54,60,287,110683,2737,88998
03_data/비례대표/1서울/개표상황(투표구별)_노원구.xlsx,합계,NA,468243,299707,83136,70780,99343,24586,7553,1400,153,219,116,95,83,198,1341,710,2463,1042,149,23,125,99,462,294076,5631,168536
03_data/비례대표/1서울/개표상황(투표구별)_도봉구.xlsx,합계,NA,294975,174676,55145,43824,50051,12827,3910,902,124,140,77,60,37,121,691,403,1513,560,73,18,63,47,307,170893,3783,120299
03_data/비례대표/1서울/개표상황(투표구별)_동대문구.xlsx,합계,NA,308741,181539,56905,47867,49083,14115,3723,1031,84,145,64,65,61,109,743,425,1581,877,93,18,71,60,361,177481,4058,127202
03_data/비례대표/1서울/개표상황(투표구별)_동작구.xlsx,합계,NA,342050,215005,62651,52201,63749,20166,4549,800,93,133,86,71,52,127,988,437,3770,991,68,27,118,46,260,211383,3622,127045
03_data/비례대표/1서울/개표상황(투표구별)_마포구.xlsx,합계,NA,327573,204642,55958,55661,53045,22890,4175,1199,130,158,65,65,52,145,885,1218,4076,584,343,14,65,44,279,201051,3591,122931
03_data/비례대표/1서울/개표상황(투표구별)_서대문구.xlsx,합계,NA,269196,165636,48531,45509,41677,15424,3957,1053,84,100,73,43,55,106,828,527,3167,557,72,10,59,56,265,162153,3483,103560
03_data/비례대표/1서울/개표상황(투표구별)_서초구.xlsx,합계,NA,362635,216981,78238,46525,60285,18196,4708,559,98,143,83,58,72,154,832,409,2886,477,85,15,91,22,260,214196,2785,145654
03_data/비례대표/1서울/개표상황(투표구별)_성동구.xlsx,합계,NA,190011,113524,34445,31151,30874,9232,2062,532,63,89,45,39,27,73,454,235,994,408,65,11,23,35,204,111061,2463,76487
03_data/비례대표/1서울/개표상황(투표구별)_성북구.xlsx,합계,NA,384370,227189,64745,59693,64780,20127,5688,1170,158,199,103,81,69,205,946,589,2737,997,143,18,86,58,364,222956,4233,157181
03_data/비례대표/1서울/개표상황(투표구별)_송파구.xlsx,합계,NA,542489,329489,105371,82195,94755,24540,7721,1326,169,267,129,97,102,247,1445,633,3094,838,158,34,169,67,593,323950,5539,213000
03_data/비례대표/1서울/개표상황(투표구별)_양천구.xlsx,합계,NA,390647,240569,70357,62527,69385,19762,6425,1081,150,197,98,101,79,164,1304,616,2441,729,126,14,124,76,331,236087,4482,150078
03_data/비례대표/1서울/개표상황(투표구별)_영등포구.xlsx,합계,NA,324125,198128,61483,50034,54853,17846,4163,959,101,145,72,64,69,131,837,471,1924,740,93,16,137,44,310,194492,3636,125997
03_data/비례대표/1서울/개표상황(투표구별)_용산구.xlsx,합계,NA,201103,115855,39743,26923,30439,9926,2547,485,66,95,42,34,54,77,528,249,1572,431,39,14,62,33,202,113561,2294,85248
03_data/비례대표/1서울/개표상황(투표구별)_은평구.xlsx,합계,NA,416520,236898,63137,62010,66295,22968,6280,1821,354,622,92,95,78,185,1385,1614,2813,797,187,49,108,73,961,231924,4974,179622
03_data/비례대표/1서울/개표상황(투표구별)_종로구.xlsx,합계,NA,135210,85098,27146,23338,21036,7408,1316,331,39,60,23,25,34,71,257,356,1887,215,37,10,33,20,149,83791,1307,50112
03_data/비례대표/1서울/개표상황(투표구별)_중구.xlsx,합계,NA,173232,101073,32288,21740,32381,7591,1661,527,74,64,41,33,38,77,353,183,1027,456,59,13,51,45,168,98870,2203,72159
03_data/비례대표/1서울/개표상황(투표구별)_중랑구.xlsx,합계,NA,352971,198834,60570,54486,54430,12667,5275,1357,170,208,82,97,65,202,1006,490,1448,927,140,62,90,88,403,194263,4571,154137
03_data/비례대표/2부산/개표상황(투표구별)_강서구.xlsx,합계,NA,191255,110972,39735,32380,23484,6567,2716,534,92,108,37,53,72,166,463,304,702,336,89,5,73,38,301,108255,2717,80283
03_data/비례대표/2부산/개표상황(투표구별)_금정구.xlsx,합계,NA,209841,116970,47999,28422,21916,8762,2613,562,101,114,39,54,57,230,504,357,1043,367,97,13,83,54,382,113769,3201,92871
03_data/비례대표/2부산/개표상황(투표구별)_기장군.xlsx,합계,NA,119713,64366,24003,16531,12403,4832,1640,459,86,79,23,50,43,177,334,237,508,285,79,7,90,45,315,62226,2140,55347
03_data/비례대표/2부산/개표상황(투표구별)_동래구.xlsx,합계,NA,227697,127141,50501,29398,28712,7718,2902,670,121,162,80,86,97,289,528,469,921,422,141,18,95,51,468,123849,3292,100556
03_data/비례대표/2부산/개표상황(투표구별)_부산남구.xlsx,합계,NA,236370,136325,53919,36518,27752,7678,2555,647,96,109,42,48,50,200,542,333,822,311,90,10,112,53,394,132281,4044,100045
03_data/비례대표/2부산/개표상황(투표구별)_부산동구.xlsx,합계,NA,81058,41777,19068,9064,7423,2082,873,274,37,50,21,30,21,80,174,127,262,95,35,2,62,37,201,40018,1759,39281
03_data/비례대표/2부산/개표상황(투표구별)_부산북구.xlsx,합계,NA,146266,88515,34959,27720,14401,4031,1699,681,78,93,32,40,46,151,297,217,366,262,66,10,48,54,351,85602,2913,57751
03_data/비례대표/2부산/개표상황(투표구별)_부산서구.xlsx,합계,NA,101065,51315,22894,11468,9172,2700,1351,276,45,72,23,35,22,122,257,139,375,128,58,8,45,51,247,49488,1827,49750
03_data/비례대표/2부산/개표상황(투표구별)_부산중구.xlsx,합계,NA,40875,20730,9744,4658,3522,1008,425,115,11,23,14,5,12,38,76,51,140,44,17,1,16,12,81,20013,717,20145
03_data/비례대표/2부산/개표상황(투표구별)_부산진구.xlsx,합계,NA,326129,177220,70642,47098,35650,9691,2807,1070,180,195,74,89,61,295,597,536,978,515,156,12,155,90,629,171520,5700,148909
03_data/비례대표/2부산/개표상황(투표구별)_사상구.xlsx,합계,NA,200868,115922,44913,33200,18902,5352,3567,1351,166,149,60,98,60,309,565,434,517,325,154,11,68,96,752,111049,4873,84946
03_data/비례대표/2부산/개표상황(투표구별)_사하구.xlsx,합계,NA,280317,155406,65069,40012,29860,8396,3202,959,213,164,57,83,62,245,696,441,703,421,135,11,103,82,463,151377,4029,124911
03_data/비례대표/2부산/개표상황(투표구별)_수영구.xlsx,합계,NA,155146,83757,33768,18046,20443,5078,1751,345,51,75,34,37,41,127,341,223,675,202,54,6,67,44,223,81631,2126,71389
03_data/비례대표/2부산/개표상황(투표구별)_연제구.xlsx,합계,NA,177170,102396,40031,27470,20523,6112,2375,560,61,100,43,44,44,181,404,263,666,275,69,8,80,55,328,99692,2704,74774
03_data/비례대표/2부산/개표상황(투표구별)_영도구.xlsx,합계,NA,112508,58555,26216,14698,9336,2705,1485,369,54,62,16,26,25,111,298,139,293,161,50,8,30,39,249,56370,2185,53953
03_data/비례대표/2부산/개표상황(투표구별)_해운대구.xlsx,합계,NA,346683,184694,70753,46233,39194,12910,4616,931,168,198,69,114,104,366,925,552,1243,480,168,19,186,95,575,179899,4795,161989
03_data/비례대표/3대구/개표상황(투표구별)_달서구.xlsx,합계,NA,482954,249588,124576,42924,45150,14096,5880,1355,329,348,87,164,161,570,1213,993,2921,634,290,87,111,129,1099,243117,6471,233366
03_data/비례대표/3대구/개표상황(투표구별)_달성군.xlsx,합계,NA,157484,85320,44245,12589,13403,4689,2193,1140,116,115,51,75,76,227,474,575,567,393,142,19,58,94,797,82038,3282,72164
03_data/비례대표/3대구/개표상황(투표구별)_대구남구.xlsx,합계,NA,139556,68405,38177,9940,10290,3242,1557,367,179,63,23,48,50,160,312,592,511,129,99,27,65,37,415,66283,2122,71151
03_data/비례대표/3대구/개표상황(투표구별)_대구동구.xlsx,합계,NA,292436,161049,80717,24261,27158,9488,4624,1308,786,205,93,106,135,420,905,608,1042,726,230,38,93,210,1454,154607,6442,131387
03_data/비례대표/3대구/개표상황(투표구별)_대구북구.xlsx,합계,NA,353176,195168,98542,29097,34105,13813,4505,2027,259,281,66,149,136,470,1002,683,1257,534,299,58,76,111,1324,188794,6374,158008
03_data/비례대표/3대구/개표상황(투표구별)_대구서구.xlsx,합계,NA,177832,87331,51032,10348,11757,3645,2429,879,146,120,49,73,78,237,420,365,533,212,154,18,55,90,811,83451,3880,90501
03_data/비례대표/3대구/개표상황(투표구별)_대구중구.xlsx,합계,NA,70353,36800,19468,5787,5914,1986,970,171,89,47,13,17,25,66,160,343,363,82,19,9,30,13,196,35768,1032,33553
03_data/비례대표/3대구/개표상황(투표구별)_수성구.xlsx,합계,NA,357687,229395,115018,40780,39988,14543,5692,1019,183,249,46,81,103,401,1035,557,1796,511,165,35,84,77,1071,223434,5961,128292
03_data/비례대표/4인천/개표상황(투표구별)_강화군.xlsx,합계,NA,59181,35655,17766,4329,5769,1772,1965,317,64,40,29,24,34,79,361,97,283,106,45,11,34,45,559,33729,1926,23526
03_data/비례대표/4인천/개표상황(투표구별)_계양구.xlsx,합계,NA,272661,154528,44568,43103,42128,10752,5114,1048,125,165,63,78,44,114,1019,472,968,690,123,15,53,70,310,151022,3506,118133
03_data/비례대표/4인천/개표상황(투표구별)_부평구.xlsx,합계,NA,458207,251898,74350,62403,75348,18508,6623,1640,223,270,106,135,88,180,1604,915,1404,1077,224,44,124,102,566,245934,5964,206309
03_data/비례대표/4인천/개표상황(투표구별)_연수구.xlsx,합계,NA,252700,149991,48745,37717,40752,11717,3834,638,134,172,62,52,51,110,809,447,1004,453,118,10,60,44,259,147188,2803,102709
03_data/비례대표/4인천/개표상황(투표구별)_옹진군.xlsx,합계,NA,18470,12357,6663,1409,1847,467,430,155,34,18,14,12,10,39,98,34,47,25,20,5,7,11,170,11515,842,6113
03_data/비례대표/4인천/개표상황(투표구별)_인천남구.xlsx,합계,NA,340168,178843,64293,37888,44353,12575,6249,1501,196,174,75,114,81,225,1349,654,935,567,167,22,113,108,1043,172682,6161,161325
03_data/비례대표/4인천/개표상황(투표구별)_인천남동구.xlsx,합계,NA,428547,235077,74228,65009,59079,16540,6597,1595,245,224,104,110,61,176,1378,695,1334,1244,193,26,126,61,478,229503,5574,193470
03_data/비례대표/4인천/개표상황(투표구별)_인천동구.xlsx,합계,NA,60343,35475,13298,6275,7591,4342,928,349,35,45,18,26,17,48,226,132,192,116,39,4,21,26,208,33936,1539,24868
03_data/비례대표/4인천/개표상황(투표구별)_인천서구.xlsx,합계,NA,396521,220533,69364,59772,57100,15207,7064,1398,178,188,86,110,59,153,1407,631,1186,737,160,17,84,83,487,215471,5062,175988
03_data/비례대표/4인천/개표상황(투표구별)_인천중구.xlsx,합계,NA,92868,48839,17408,9785,12333,4658,1229,426,49,57,18,20,30,59,323,145,304,202,42,13,27,21,252,47401,1438,44029
03_data/비례대표/5광주/개표상황(투표구별)_광산구.xlsx,합계,NA,297401,179520,5014,54705,87937,14371,2987,3110,141,117,80,58,38,114,718,514,723,5466,102,28,97,88,114,176522,2998,117881
03_data/비례대표/5광주/개표상황(투표구별)_광주남구.xlsx,합계,NA,134087,84032,2363,22230,45084,5624,2255,1372,193,56,42,25,42,66,350,205,529,1950,62,15,27,44,58,82592,1440,50055
03_data/비례대표/5광주/개표상황(투표구별)_광주동구.xlsx,합계,NA,127702,79970,2739,20870,43405,4988,1600,1119,73,58,42,21,22,82,342,160,489,1778,61,16,41,70,65,78041,1929,47732
03_data/비례대표/5광주/개표상황(투표구별)_광주북구.xlsx,합계,NA,357621,219022,5667,60687,118430,14172,4004,2980,173,122,70,81,41,148,773,603,1324,5640,137,26,102,95,140,215415,3607,138599
03_data/비례대표/5광주/개표상황(투표구별)_광주서구.xlsx,합계,NA,241787,151342,4341,42136,79452,12235,2475,2065,99,97,40,36,29,95,688,338,743,3891,71,19,59,75,71,149055,2287,90445
03_data/비례대표/6대전/개표상황(투표구별)_대덕구.xlsx,합계,NA,158969,89822,29907,22970,23125,4960,2821,661,80,88,52,65,30,121,578,252,341,394,99,140,45,65,237,87031,2791,69147
03_data/비례대표/6대전/개표상황(투표구별)_대전동구.xlsx,합계,NA,196421,109923,38102,29038,27751,5732,2644,756,117,97,42,53,45,124,556,248,436,327,102,158,45,50,291,106714,3209,86498
03_data/비례대표/6대전/개표상황(투표구별)_대전서구.xlsx,합계,NA,391699,232594,68424,66813,61159,17981,6710,1381,146,199,82,89,73,211,1227,439,1136,923,168,276,102,79,408,228026,4568,159105
03_data/비례대표/6대전/개표상황(투표구별)_대전중구.xlsx,합계,NA,209172,117737,40536,28302,32206,6865,3305,636,105,117,52,49,57,165,659,248,638,382,128,203,72,53,302,115080,2657,91435
03_data/비례대표/6대전/개표상황(투표구별)_유성구.xlsx,합계,NA,258141,162067,38676,49259,44821,17243,4980,696,82,100,50,51,42,110,849,639,1042,475,78,145,49,29,194,159610,2457,96074
03_data/비례대표/7울산/개표상황(투표구별)_울산남구.xlsx,합계,NA,277265,157941,58523,37909,33222,12107,3575,1873,193,242,80,121,80,453,657,1883,986,747,208,14,89,64,720,153746,4195,119324
03_data/비례대표/7울산/개표상황(투표구별)_울산동구.xlsx,합계,NA,140390,89881,27932,19180,19080,7628,1895,4544,128,129,45,107,51,254,569,3828,382,578,140,12,62,69,477,87090,2791,50509
03_data/비례대표/7울산/개표상황(투표구별)_울산북구.xlsx,합계,NA,145804,91769,28445,20155,17392,12067,2574,2197,117,121,32,78,38,203,500,3032,528,702,130,7,46,76,479,88919,2850,54035
03_data/비례대표/7울산/개표상황(투표구별)_울산중구.xlsx,합계,NA,199289,112047,41784,23034,23087,8402,2405,1175,125,141,42,73,69,272,549,5867,577,476,127,15,59,74,521,108874,3173,87242
03_data/비례대표/7울산/개표상황(투표구별)_울주군.xlsx,합계,NA,174673,102993,40704,22190,20569,6703,2896,1339,184,154,84,124,86,334,557,1014,609,500,190,23,74,90,825,99249,3744,71680
03_data/비례대표/8세종/개표상황(투표구별)_세종특별자치시.xlsx,합계,NA,167798,106587,29755,29591,27619,9201,2305,1798,93,107,58,48,41,125,534,266,701,959,94,148,49,56,359,103907,2680,61211
03_data/비례대표/9경기/개표상황(투표구별)_가평군.xlsx,합계,NA,52921,28010,13907,4639,5298,1163,685,198,37,27,29,22,31,37,155,65,162,62,17,5,19,38,224,26820,1190,24911
03_data/비례대표/9경기/개표상황(투표구별)_고양시덕양구.xlsx,합계,NA,384386,232213,71467,52491,54995,34953,5495,1254,167,202,82,67,78,153,1266,1182,1883,1056,106,23,66,72,404,227462,4751,152173
03_data/비례대표/9경기/개표상황(투표구별)_고양시일산동구.xlsx,합계,NA,225717,132956,38795,35001,37032,12619,3131,562,76,99,40,38,33,83,590,358,1500,444,69,7,50,34,183,130744,2212,92761
03_data/비례대표/9경기/개표상황(투표구별)_고양시일산서구.xlsx,합계,NA,218522,137347,39541,37592,37730,13388,2900,498,72,109,24,40,37,75,576,392,1329,444,61,10,34,31,199,135082,2265,81175
03_data/비례대표/9경기/개표상황(투표구별)_과천시.xlsx,합계,NA,55963,37166,11132,7970,9829,4311,646,99,21,30,21,11,8,30,178,87,2055,115,22,5,26,7,59,36662,504,18797
03_data/비례대표/9경기/개표상황(투표구별)_광명시.xlsx,합계,NA,275408,172097,46905,46451,48406,16425,4790,1074,134,130,72,62,37,128,1005,368,1338,572,89,20,82,50,300,168438,3659,103311
